Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2 INT340 TCPU_P iwlwif acpitz   SEN3
00:09:42   0.0   0.0   0.0  99.9   0.0    2    177    373    0    0    0   4.05    0.00   1.09   0.20   2.77  52.05  52.00  40.05  20.00  52.00  63.00  39.05   0.00
00:09:43   0.0   0.0   0.0  99.9   0.1    1    254    141    0    0    0   5.74    0.00   1.50   0.10   4.14  51.05  51.00  40.05  20.00  52.00  54.00  39.05   0.00
00:09:44   0.0   0.0   0.0  99.9   0.0    2    217    113    6    3    3   2.56    0.00   0.68   0.14   1.74  49.05  49.00  40.05  20.00  49.00  54.00  39.05   0.00
00:09:45  17.6   0.0   4.3  78.0   0.1    3 408774  62098   51    0    0  60.13    0.00  16.42  11.12  32.59  52.05  52.00  40.05  20.00  52.00  54.00  39.05   0.00
00:09:46  21.7   0.0   6.3  72.0   0.0    4 966904 164388    0    0    0  97.88    0.00  28.63  23.42  45.83  57.05  57.00  40.05  20.00  57.00  53.00  39.05   0.00
00:09:47   8.1   0.0   5.7  86.2   0.0    3 1267875 330292    0    0    0  72.18    0.00  20.34  15.24  36.61  58.05  58.00  40.05  20.00  58.00  59.00  39.05   0.00
00:09:48   6.7   0.0   7.7  85.6   0.0    6 1916155 486129    0    0    0 102.05    0.00  29.18  23.84  49.04  59.05  59.00  40.05  20.00  59.00  59.00  40.05   0.00
00:09:49   9.5   0.0   5.3  85.2   0.0    7 1282371 301676    0    0    0  87.16    0.00  24.72  19.57  42.87  61.05  61.00  40.05  20.00  61.00  63.00  40.05   0.00
00:09:50   8.8   0.0   4.8  86.3   0.0    7 979848 246886    0    0    0  67.25    0.00  18.41  13.18  35.66  54.05  54.00  40.05  20.00  54.00  63.00  40.05   0.00
00:09:51  12.8   0.0   2.8  84.5   0.0   10 306938  71232    0    0    0  46.89    0.00  12.57   7.68  26.64  65.05  65.00  40.05  20.00  65.00  55.00  40.05   0.00
00:09:52   9.6   0.0   7.8  82.6   0.0    5 1932741 500350    0    0    0 104.18    0.00  30.44  25.08  48.67  60.05  60.00  40.05  20.00  60.00  55.00  40.05   0.00
00:09:53   8.7   0.0   6.8  84.6   0.0    6 1695277 435309    0    0    0  95.04    0.00  27.47  22.17  45.40  54.05  54.00  40.05  20.00  54.00  62.00  40.05   0.00
00:09:54  12.8   0.0   1.1  86.0   0.0    3  77021  13615    0    0    0  34.02    0.00   8.03   3.16  22.82  53.05  53.00  40.05  20.00  54.00  62.00  40.05   0.00
00:09:55  16.4   0.0   5.2  78.4   0.0    4 1112514 275044    0    0    0  84.43    0.00  24.01  18.49  41.94  60.05  60.00  40.05  20.00  60.00  62.00  40.05   0.00
00:09:56   8.4   0.0   5.7  85.9   0.0    4 1399275 382133    0    0    0  74.58    0.00  20.99  15.75  37.84  60.05  60.00  40.05  20.00  60.00  56.00  40.05   0.00
00:09:57   6.8   0.0   7.5  85.7   0.0    4 1821061 530480    0    0    0  81.70    0.00  23.03  17.44  41.23  60.05  60.00  40.05  20.00  60.00  60.00  40.05   0.00
00:09:58  14.4   0.0   3.3  82.4   0.0    4 657397 152474    0    0    0  66.39    0.00  18.19  12.76  35.44  52.05  52.00  40.05  20.00  52.00  60.00  39.05   0.00
00:09:59  12.8   0.0   4.8  82.4   0.0    5 994745 251414    0    0    0  69.87    0.00  19.44  14.20  36.23  60.05  60.00  40.05  20.00  60.00  56.00  39.05   0.00
00:10:00   9.5   0.0   4.1  86.5   0.0    3 1053377 264054    0    0    0  65.05    0.00  18.22  13.21  33.62  59.05  59.00  41.05  20.00  59.00  56.00  39.05   0.00
00:10:01   7.0   0.0   7.1  85.9   0.0    6 1950586 480673    0    0    0 101.74    0.00  29.62  24.36  47.76  60.05  60.00  41.05  20.00  60.00  62.00  39.05   0.00
00:10:02  10.8   0.0   4.7  84.5   0.0    8 1070744 252196    0    0    0  79.60    0.00  22.70  17.56  39.33  53.05  53.00  41.05  20.00  53.00  62.00  39.05   0.00
00:10:03  13.6   0.0   1.2  85.2   0.0    7  99678  17430    0    0    0  35.43    0.00   8.37   3.29  23.77  54.05  54.00  41.05  20.00  54.00  62.00  39.05   0.00
00:10:04   6.9   0.0   7.5  85.6   0.0    5 1876640 501813    0    0    0  91.12    0.00  26.09  20.63  44.40  62.05  62.00  41.05  20.00  62.00  54.00  39.05   0.00
00:10:05   8.4   0.0   5.7  85.9   0.0    5 1364021 354792    0    0    0  75.65    0.00  21.51  16.31  37.84  60.05  60.00  41.05  20.00  60.00  54.00  39.05   0.00
00:10:06   8.5   0.0   5.1  86.4   0.0    8 1338057 340366    0    0    0  81.37    0.00  23.09  17.85  40.42  54.05  54.00  41.05  20.00  54.00  54.00  39.05   0.00
00:10:07  11.7   0.0   3.2  85.0   0.0    4 748424 189535    0    0    0  62.18    0.00  17.10  11.98  33.10  53.05  53.00  41.05  20.00  53.00  59.00  39.05   0.00
00:10:08  12.2   0.0   2.0  85.7   0.0    4 352762  83705    0    0    0  43.39    0.00  10.96   5.92  26.51  57.05  57.00  41.05  20.00  58.00  57.00  39.05   0.00
00:10:09   6.5   0.0   7.6  85.9   0.0    4 1948449 494248    0    0    0  99.77    0.00  29.01  23.71  47.05  60.05  60.00  41.05  20.00  60.00  57.00  40.05   0.00
00:10:10   6.8   0.0   7.5  85.7   0.0    7 1972107 491858    0    0    0 104.59    0.00  30.57  25.22  48.80  65.05  65.00  41.05  20.00  65.00  60.00  40.05   0.00
00:10:11  10.8   0.0   4.7  84.4   0.0    4 1127155 296147    0    0    0  74.77    0.00  21.23  15.92  37.62  61.05  61.00  41.05  20.00  61.00  60.00  40.05   0.00
00:10:12   9.5   0.0   4.5  86.0   0.0    3 914474 244172    0    0    0  60.80    0.00  16.77  11.71  32.33  52.05  52.00  41.05  20.00  52.00  61.00  40.05   0.00
00:10:13   9.4   0.0   4.6  86.0   0.0    4 1180658 292417    0    0    0  72.58    0.00  20.69  15.71  36.18  61.05  61.00  41.05  20.00  61.00  61.00  40.05   0.00
00:10:14   7.8   0.0   7.4  84.8   0.0    3 1852201 499979    0    0    0  90.73    0.00  26.11  20.71  43.91  58.05  58.00  41.05  20.00  58.00  60.00  40.05   0.00
00:10:15  10.9   0.0   3.3  85.8   0.0    4 564560 140776    0    0    0  51.37    0.00  14.03   9.13  28.22  61.05  61.00  41.05  20.00  61.00  60.00  40.05   0.00
00:10:16   6.8   0.0   7.1  86.1   0.0    7 1944960 509267    0    0    0 100.69    0.00  29.31  23.98  47.39  66.05  66.00  41.05  20.00  66.00  60.00  40.05   0.00
00:10:17   9.3   0.0   4.0  86.8   0.0    5 842737 215854    0    0    0  61.24    0.00  16.93  11.90  32.41  62.05  62.00  41.05  20.00  62.00  57.00  40.05   0.00
00:10:18   7.9   0.0   7.7  84.4   0.0    5 1918998 494837    0    0    0 101.85    0.00  29.67  24.32  47.86  62.05  62.00  41.05  20.00  62.00  57.00  40.05   0.00
00:10:19  10.4   0.0   3.2  86.4   0.0    6 481323 118219    0    0    0  47.42    0.00  12.97   8.18  26.27  52.05  52.00  41.05  20.00  52.00  57.00  40.05   0.00
00:10:20   9.7   0.0   4.0  86.2   0.0    4 845089 213038    0    0    0  57.98    0.00  16.19  11.28  30.51  60.05  60.00  41.05  20.00  60.00  58.00  40.05   0.00
00:10:21   6.4   0.0   7.7  85.9   0.0    4 1863077 517589    0    0    0  87.85    0.00  25.03  19.48  43.34  61.05  61.00  41.05  20.00  61.00  58.00  40.05   0.00
00:10:22   8.6   0.0   6.4  85.0   0.0    6 1462687 438040    0    0    0  74.99    0.00  21.12  15.80  38.07  54.05  54.00  41.05  20.00  54.00  61.00  40.05   0.00
00:10:23  10.9   0.0   2.8  86.3   0.0    4 381019  90610    0    0    0  46.22    0.00  12.11   7.26  26.86  59.05  59.00  41.05  20.00  59.00  61.00  40.05   0.00
00:10:24   6.4   0.0   7.8  85.9   0.0    4 1946107 495916    0    0    0 101.08    0.00  28.88  23.47  48.74  61.05  61.00  41.05  20.00  61.00  57.00  40.05   0.00
00:10:25   6.6   0.0   7.6  85.8   0.0    6 1950617 494251    0    0    0 104.37    0.00  29.79  24.20  50.38  61.05  61.00  41.05  20.00  61.00  57.00  40.05   0.00
00:10:26  10.7   0.0   4.8  84.6   0.0    6 1153859 283250    0    0    0  82.23    0.00  23.16  17.89  41.17  60.05  60.00  41.05  20.00  60.00  57.00  40.05   0.00
00:10:27   6.7   0.0   7.6  85.7   0.0    3 1987176 479489    0    0    0 108.86    0.00  31.94  26.58  50.34  64.05  64.00  41.05  20.00  64.00  63.00  40.05   0.00
00:10:28   6.2   0.0   7.9  85.9   0.0    5 1878979 521206    0    0    0  87.63    0.00  24.97  19.36  43.29  63.05  63.00  41.05  20.00  62.00  62.00  40.05   0.00
00:10:29   7.9   0.0   7.6  84.5   0.0    2 1958209 487915    0    0    0 106.10    0.00  31.05  25.65  49.39  61.05  61.00  41.05  20.00  61.00  62.00  40.05   0.00
00:10:30   6.3   0.0   7.9  85.8   0.0    4 1952534 489935    0    0    0  98.12    0.00  28.52  23.13  46.47  62.05  62.00  41.05  20.00  62.00  63.00  40.05   0.00
00:10:31   8.0   0.0   7.3  84.7   0.0    6 1990639 476430    0    0    0 116.25    0.00  34.18  28.62  53.45  67.05  67.00  42.05  20.00  67.00  63.00  40.05   0.00
00:10:32   6.0   0.0   7.7  86.3   0.0    5 1987702 479471    0    0    0 108.85    0.00  31.98  26.61  50.26  62.05  62.00  42.05  20.00  62.00  66.00  40.05   0.00
00:10:33   6.5   0.0   7.4  86.1   0.0    5 1930184 502307    0    0    0  96.71    0.00  28.04  22.66  46.00  64.05  64.00  42.05  20.00  64.00  66.00  40.05   0.00
00:10:34   7.7   0.0   7.8  84.5   0.0    6 1938698 509125    0    0    0  98.91    0.00  28.75  23.32  46.84  62.05  62.00  42.05  20.00  62.00  64.00  40.05   0.00
00:10:35   6.5   0.0   7.7  85.8   0.0    4 1944959 491755    0    0    0 100.35    0.00  29.22  23.84  47.30  64.05  64.00  42.05  20.00  64.00  64.00  40.05   0.00
00:10:36   7.7   0.0   7.9  84.4   0.0    6 1966369 496369    0    0    0 107.71    0.00  31.58  26.13  50.00  65.05  65.00  42.05  20.00  65.00  64.00  40.05   0.00
00:10:37   6.5   0.0   7.4  86.1   0.0    3 1992006 482787    0    0    0 107.66    0.00  31.58  26.24  49.84  63.05  63.00  42.05  20.00  63.00  63.00  40.05   0.00
00:10:38   6.3   0.0   7.4  86.3   0.0    6 1970186 502913    0    0    0 104.41    0.00  30.53  25.13  48.75  61.05  61.00  42.05  20.00  61.00  66.00  40.05   0.00
00:10:39   7.7   0.0   7.8  84.4   0.0    5 1940101 506288    0    0    0 102.33    0.00  29.83  24.39  48.11  62.05  62.00  42.05  20.00  62.00  66.00  41.05   0.00
00:10:40   6.4   0.0   7.8  85.8   0.0    6 1939253 495534    0    0    0  98.71    0.00  28.66  23.30  46.75  62.05  62.00  42.05  20.00  62.00  63.00  41.05   0.00
00:10:41   8.0   0.0   7.8  84.2   0.0    5 1949061 496290    0    0    0 103.97    0.00  30.38  24.92  48.67  64.05  64.00  42.05  20.00  64.00  63.00  41.05   0.00
00:10:42   6.1   0.0   7.4  86.6   0.0    5 1959899 470947    0    0    0 104.71    0.00  30.62  25.23  48.86  64.05  64.00  42.05  20.00  64.00  64.00  41.05   0.00
00:10:43   6.4   0.0   7.4  86.2   0.0    5 1925069 490237    0    0    0  96.36    0.00  27.82  22.26  46.28  65.05  65.00  42.05  20.00  65.00  64.00  41.05   0.00
00:10:44   7.7   0.0   7.8  84.5   0.0    5 1947850 494171    0    0    0 105.92    0.00  30.96  25.52  49.43  62.05  62.00  42.05  20.00  62.00  64.00  41.05   0.00
00:10:45   6.2   0.0   7.8  86.0   0.0    4 1950757 484988    0    0    0 103.34    0.00  30.03  24.48  48.83  68.05  68.00  42.05  20.00  68.00  64.00  41.05   0.00
