Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2 INT340 TCPU_P iwlwif acpitz   SEN3
00:30:22   0.0   0.0   0.0 100.0   0.0    1    268    327    0    0    0   7.32    0.00   1.96   0.22   5.13  59.05  60.00  49.05  20.00  61.00  68.00  47.05   0.00
00:30:23   0.0   0.0   0.0  99.9   0.0    1    370    255    0    0    0   5.82    0.00   1.48   0.16   4.18  58.05  58.00  49.05  20.00  58.00  68.00  47.05   0.00
00:30:24   0.1   0.0   0.1  99.8   0.0    3    565    215   19    3    3   3.39    0.00   0.84   0.18   2.36  58.05  58.00  49.05  20.00  58.00  62.00  47.05   0.00
00:30:25  72.4   0.0   3.5  24.1   0.0   31   9721   5611   37    0    0 111.15    0.00  31.88  25.25  54.02  68.05  68.00  49.05  20.00  68.00  66.00  47.05   0.00
00:30:26  90.8   0.0   2.9   6.2   0.0   25   2566   6037   13    0    0 103.20    0.00  29.64  23.23  50.33  65.05  65.00  49.05  20.00  65.00  66.00  47.05   0.00
00:30:27  38.8   0.0   0.2  61.0   0.0    3   5306   3468    0    0    0  92.19    0.00  26.27  20.36  45.57  69.05  69.00  49.05  20.00  69.00  67.00  47.05   0.00
00:30:28  84.8   0.0   4.0  11.2   0.0   25   1957   5621    0    0    0 109.86    0.00  32.14  25.81  51.91  67.05  67.00  49.05  20.00  67.00  67.00  47.05   0.00
00:30:29  92.3   0.0   1.6   6.1   0.0   29   1525   5882    0    0    0 103.09    0.00  30.05  23.85  49.19  65.05  65.00  49.05  20.00  65.00  68.00  47.05   0.00
00:30:30  37.2   0.0   0.3  62.4   0.0   26   2676   2858    0    0    0 100.79    0.00  28.97  22.65  49.16  68.05  68.00  49.05  20.00  68.00  68.00  47.05   0.00
00:30:31  89.5   0.0   2.5   8.1   0.0   32   2870  93296    0    0    0 103.00    0.00  29.94  23.52  49.54  68.05  68.00  49.05  20.00  68.00  68.00  47.05   0.00
00:30:32  91.2   0.0   0.1   8.7   0.0    5   1083   9517    0    0    0 100.32    0.00  29.11  22.99  48.23  68.05  68.00  49.05  20.00  69.00  68.00  47.05   0.00
00:30:33  43.7   0.0   0.0  56.3   0.0   26   1320   2949    0    0    0 102.14    0.00  29.39  23.11  49.64  65.05  65.00  49.05  20.00  65.00  68.00  47.05   0.00
00:30:34  95.9   0.0   0.0   4.1   0.0   26    726   5910    0    0    0 101.48    0.00  29.54  23.46  48.48  66.05  66.00  49.05  20.00  66.00  71.00  47.05   0.00
00:30:35  89.7   0.0   1.1   9.2   0.0    6   2173   5941    0    0    0 100.95    0.00  29.41  23.36  48.18  68.05  68.00  49.05  20.00  68.00  68.00  47.05   0.00
00:30:36  56.0   0.0   0.9  43.1   0.0   29    774   3683    0    0    0 105.15    0.00  30.48  24.14  50.53  66.05  66.00  49.05  20.00  66.00  68.00  47.05   0.00
00:30:37  92.9   0.0   1.3   5.8   0.0   34   1427  11366    0    0    0 103.92    0.00  30.01  23.47  50.43  69.05  69.00  49.05  20.00  69.00  68.00  47.05   0.00
00:30:38  86.9   0.0   3.3   9.8   0.0   13  69541  21431    0    0    0 102.30    0.00  29.63  23.17  49.50  66.05  66.00  49.05  20.00  66.00  68.00  47.05   0.00
00:30:39  60.1   0.0   0.2  39.6   0.0   40   1204   4048    0    0    0 104.14    0.00  30.28  24.12  49.73  68.05  68.00  49.05  20.00  68.00  69.00  47.05   0.00
