Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2 INT340 TCPU_P iwlwif acpitz   SEN3
22:26:53   0.0   0.0   0.0 100.0   0.0    1    203    323    0    0    0   3.87    0.00   1.00   0.18   2.69  53.05  52.00  40.05  20.00  52.00  56.00  40.05   0.00
22:26:54   0.0   0.0   0.0 100.0   0.0    1    240    129    0    0    0   2.33    0.00   0.62   0.07   1.63  51.05  51.00  40.05  20.00  51.00  56.00  40.05   0.00
22:26:55   0.0   0.0   0.1  99.8   0.0    2    318    155   12    3    3   5.68    0.00   1.48   0.15   4.05  51.05  51.00  40.05  20.00  51.00  54.00  40.05   0.00
22:26:56   4.0   0.0   0.2  95.8   0.0    2   1750    737    5    0    0  38.80    0.00  11.10   6.03  21.67  57.05  57.00  41.05  20.00  57.00  54.00  40.05   0.00
22:26:57   4.0   0.0   0.1  95.9   0.0    2   1021    645    2    0    0  39.83    0.00  11.32   6.00  22.51  57.05  57.00  41.05  20.00  57.00  57.00  40.05   0.00
22:26:58   4.2   0.0   0.0  95.8   0.0    2    950    595    0    0    0  38.78    0.00  11.13   5.99  21.66  57.05  57.00  41.05  20.00  57.00  57.00  40.05   0.00
22:26:59   4.1   0.0   0.0  95.8   0.0    2   1022    588    0    0    0  38.82    0.00  11.13   5.99  21.70  55.05  55.00  41.05  20.00  55.00  57.00  40.05   0.00
22:27:00   4.1   0.0   0.0  95.8   0.0    2    961    567    1    0    0  38.79    0.01  11.13   5.99  21.68  57.05  57.00  41.05  20.00  57.00  57.00  40.05   0.00
22:27:01   4.1   0.0   0.0  95.8   0.0    2    886    568    0    0    0  38.73    0.00  11.11   5.98  21.65  57.05  57.00  41.05  20.00  55.00  57.00  40.05   0.00
22:27:02   4.2   0.0   0.0  95.7   0.0    2    938    588    0    0    0  38.60    0.00  11.08   5.94  21.59  58.05  58.00  41.05  20.00  58.00  57.00  40.05   0.00
22:27:03   4.2   0.0   0.0  95.8   0.0    2    930    573    0    0    0  38.59    0.00  11.07   5.94  21.58  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:04   4.2   0.0   0.0  95.8   0.0    2    934    541    0    0    0  38.64    0.00  11.08   5.94  21.62  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:05   4.2   0.0   0.0  95.8   0.0    2    848    562    0    0    0  38.56    0.00  11.07   5.94  21.56  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:06   4.2   0.0   0.0  95.8   0.0    2    950    574    0    0    0  38.59    0.00  11.07   5.94  21.59  60.05  60.00  41.05  20.00  60.00  59.00  40.05   0.00
22:27:07   4.1   0.0   0.0  95.9   0.0    2    910    569    0    0    0  38.60    0.00  11.08   5.94  21.58  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:08   4.2   0.0   0.0  95.8   0.0    2    964    565    0    0    0  39.58    0.00  11.25   5.94  22.39  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:09   4.1   0.0   0.0  95.9   0.0    2    956    573    0    0    0  38.59    0.00  11.07   5.94  21.58  60.05  60.00  41.05  20.00  60.00  59.00  40.05   0.00
22:27:10   4.2   0.0   0.0  95.8   0.0    2   1046    582    0    0    0  39.86    0.00  11.31   5.98  22.57  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:11   4.1   0.0   0.0  95.8   0.0    2    912    546    0    0    0  38.56    0.00  11.06   5.94  21.56  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:12   4.2   0.0   0.0  95.8   0.0    2    902    519    0    0    0  38.58    0.00  11.07   5.94  21.57  60.05  60.00  41.05  20.00  60.00  59.00  40.05   0.00
22:27:13   4.2   0.0   0.0  95.8   0.0    2    966    562    0    0    0  39.75    0.00  11.29   5.97  22.50  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:14   4.2   0.0   0.0  95.8   0.0    2    954    538    0    0    0  38.55    0.00  11.05   5.93  21.56  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:15   4.1   0.0   0.0  95.8   0.0    2    842    535    0    0    0  38.54    0.00  11.04   5.94  21.56  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:16   4.2   0.0   0.0  95.8   0.0    2    910    525    0    0    0  38.61    0.00  11.07   5.96  21.59  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:17   4.2   0.0   0.0  95.8   0.0    2   1224    575    0    0    0  38.63    0.00  11.07   5.96  21.60  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:18   4.1   0.0   0.0  95.9   0.0    2    966    555    0    0    0  38.59    0.00  11.06   5.94  21.59  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:19   4.1   0.0   0.1  95.8   0.0    2    902    553    0    0    0  38.56    0.00  11.05   5.94  21.56  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:20   4.2   0.0   0.0  95.8   0.0    2    935    533    0    0    0  38.57    0.00  11.06   5.95  21.56  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:21   4.1   0.0   0.0  95.9   0.0    2    886    530    0    0    0  38.51    0.00  11.05   5.94  21.53  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:22   4.2   0.0   0.0  95.7   0.1    2    984    546    0    0    0  40.78    0.00  11.47   5.94  23.38  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:23   4.1   0.0   0.0  95.8   0.0    2   1129    674    0    0    0  40.68    0.00  11.36   6.19  23.13  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:24   4.2   0.0   0.0  95.8   0.0    2    925    537    0    0    0  40.54    0.00  11.12   5.94  23.49  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:25   4.1   0.0   0.0  95.9   0.0    2    938    570    0    0    0  40.56    0.00  11.12   5.94  23.49  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:26   4.1   0.0   0.0  95.9   0.0    2    872    568    0    0    0  40.01    0.00  11.10   5.94  22.97  58.05  58.00  41.05  20.00  58.00  59.00  40.05   0.00
22:27:27   4.1   0.0   0.0  95.8   0.0    2   1135    572    1    0    0  46.28    0.00  13.43   8.37  24.48  57.05  57.00  41.05  20.00  57.00  59.00  40.05   0.00
22:27:28   4.2   0.0   0.0  95.8   0.0    2    942    535    0    0    0  38.57    0.00  11.06   5.93  21.57  58.05  58.00  41.05  20.00  58.00  65.00  40.05   0.00
22:27:29   4.1   0.0   0.0  95.8   0.0    2    852    560    0    0    0  38.52    0.00  11.06   5.93  21.54  57.05  57.00  41.05  20.00  57.00  65.00  40.05   0.00
22:27:30   4.2   0.0   0.0  95.8   0.0    2   1017    527    0    0    0  38.53    0.00  11.06   5.94  21.53  57.05  57.00  41.05  20.00  57.00  58.00  40.05   0.00
22:27:31   4.2   0.0   0.0  95.8   0.0    2    797    527    0    0    0  38.52    0.00  11.06   5.93  21.53  58.05  58.00  41.05  20.00  58.00  58.00  40.05   0.00
22:27:32   4.2   0.0   0.0  95.8   0.0    2    918    507    0    0    0  38.53    0.00  11.06   5.94  21.52  58.05  58.00  41.05  20.00  58.00  58.00  40.05   0.00
22:27:33   4.2   0.0   0.1  95.8   0.0    2    926    515    0    0    0  38.51    0.00  11.05   5.93  21.52  58.05  58.00  41.05  20.00  58.00  58.00  40.05   0.00
22:27:34   4.2   0.0   0.0  95.8   0.0    2    910    539    0    0    0  38.53    0.00  11.06   5.93  21.54  57.05  57.00  41.05  20.00  57.00  58.00  40.05   0.00
22:27:35   4.2   0.0   0.0  95.8   0.0    2    942    536    0    0    0  38.50    0.00  11.05   5.93  21.52  58.05  58.00  41.05  20.00  57.00  58.00  40.05   0.00
22:27:36   4.1   0.0   0.0  95.9   0.0    2    816    516    0    0    0  38.52    0.00  11.06   5.94  21.53  57.05  57.00  41.05  20.00  58.00  58.00  40.05   0.00
22:27:37   4.2   0.0   0.0  95.8   0.0    2    914    528    0    0    0  39.54    0.00  11.25   5.94  22.36  58.05  58.00  41.05  20.00  58.00  58.00  40.05   0.00
22:27:38   4.2   0.0   0.0  95.8   0.0    1    881    564    0    0    0  38.55    0.00  11.06   5.94  21.55  57.05  57.00  41.05  20.00  57.00  58.00  40.05   0.00
22:27:39   4.2   0.0   0.0  95.8   0.0    2    940    577    0    0    0  38.58    0.00  11.06   5.95  21.56  57.05  57.00  41.05  20.00  57.00  58.00  40.05   0.00
22:27:40   4.1   0.0   0.0  95.8   0.0    2    937    516    0    0    0  38.46    0.00  11.03   5.93  21.50  58.05  58.00  41.05  20.00  58.00  58.00  40.05   0.00
22:27:41   4.1   0.0   0.0  95.9   0.0    2    800    540    0    0    0  39.47    0.00  11.23   5.93  22.32  58.05  58.00  41.05  20.00  58.00  58.00  40.05   0.00
22:27:42   4.2   0.0   0.0  95.8   0.0    2    998    548    0    0    0  38.57    0.00  11.05   5.94  21.58  58.05  58.00  40.05  20.00  58.00  58.00  40.05   0.00
