Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2   SEN3 TCPU_P iwlwif acpitz INT340
12:21:29   0.0   0.0   0.0 100.0   0.0    1    127    104    0    0    0   2.77    0.00   0.77   0.14   1.86  48.05  49.00  39.05  39.05  49.00  33.00  52.00  20.00
12:21:30   0.0   0.0   0.0 100.0   0.0    1    242    132    0    0    0   2.60    0.00   0.74   0.08   1.78  49.05  49.00  39.05  38.05  49.00  33.00  52.00  20.00
12:21:31   0.0   0.0   0.3  99.7   0.0    2    256    241    4    3    3   6.95    0.00   1.95   0.41   4.59  48.05  48.00  39.05  38.05  48.00  33.00  50.00  20.00
12:21:32  33.0   0.0   2.7  64.3   0.0   17  33096  20368   65    0    0 102.61    0.00  30.38  24.70  47.53  55.05  55.00  38.05  38.05  57.00  33.00  50.00  20.00
12:21:33  11.2   0.0   0.2  88.6   0.0    2   2711   4585    1    0    0  60.85    0.00  17.93  12.98  29.94  65.05  65.00  38.05  38.05  65.00  33.00  57.00  20.00
12:21:34   4.4   0.0   0.1  95.5   0.0    3   1243   1116    0    0    0  51.14    0.00  15.34  10.48  25.32  66.05  66.00  38.05  38.05  66.00  33.00  57.00  20.00
12:21:35   5.1   0.0   0.0  94.8   0.0    2   1308   1206    0    0    0  52.01    0.00  15.53  10.75  25.74  66.05  66.00  38.05  38.05  65.00  33.00  67.00  20.00
12:21:36   4.6   0.0   0.1  95.3   0.0    2   1254   1216    0    0    0  50.81    0.00  15.30  10.58  24.93  66.05  66.00  38.05  38.05  66.00  33.00  67.00  20.00
12:21:37   4.2   0.0   0.0  95.7   0.0    2    894    876    0    0    0  49.11    0.00  14.88  10.18  24.06  65.05  65.00  39.05  38.05  65.00  32.00  67.00  20.00
12:21:38   4.2   0.0   0.2  95.6   0.0    2    898   4377    0    0    0  49.03    0.00  14.85  10.17  24.01  67.05  67.00  39.05  38.05  67.00  33.00  66.00  20.00
12:21:39   4.3   0.0   0.1  95.6   0.0    2    905   2761    0    0    0  49.16    0.00  14.88  10.19  24.09  65.05  65.00  39.05  38.05  65.00  33.00  66.00  20.00
12:21:40   4.2   0.0   0.1  95.7   0.0    2    889    897    0    0    0  49.07    0.00  14.87  10.18  24.02  67.05  67.00  39.05  39.05  67.00  33.00  66.00  20.00
12:21:41   4.2   0.0   0.0  95.8   0.0    2    851    994    0    0    0  49.05    0.00  14.86  10.18  24.01  67.05  67.00  39.05  39.05  65.00  33.00  67.00  20.00
12:21:42   4.2   0.0   0.1  95.7   0.0    3    853    967    0    0    0  49.09    0.00  14.88  10.19  24.02  67.05  67.00  39.05  39.05  67.00  33.00  67.00  20.00
12:21:43   4.3   0.0   0.0  95.7   0.1    2    883    980    0    0    0  50.26    0.00  15.11  10.23  24.92  67.05  67.00  39.05  39.05  67.00  33.00  67.00  20.00
12:21:44   4.2   0.0   0.0  95.8   0.0    2    840    978    0    0    0  49.10    0.00  14.89  10.21  24.01  65.05  65.00  39.05  39.05  65.00  33.00  67.00  20.00
12:21:45   4.2   0.0   0.0  95.7   0.0    2    982    968    0    0    0  49.38    0.00  14.91  10.21  24.27  67.05  67.00  39.05  39.05  67.00  35.00  67.00  20.00
12:21:46   4.2   0.0   0.0  95.8   0.0    2    847    937    0    0    0  49.32    0.00  14.95  10.25  24.12  67.05  67.00  39.05  39.05  67.00  33.00  67.00  20.00
12:21:47   4.2   0.0   0.1  95.7   0.0    2   1063   1060    0    0    0  51.56    0.00  15.35  10.44  25.77  68.05  68.00  39.05  39.05  68.00  33.00  67.00  20.00
12:21:48   5.3   0.0   0.0  94.7   0.0    2    885   1304    0    0    0  55.77    0.00  16.16  11.37  28.24  67.05  67.00  39.05  39.05  67.00  33.00  67.00  20.00
12:21:49   4.2   0.0   0.0  95.7   0.0    2    852    970    0    0    0  51.11    0.00  14.98  10.22  25.91  65.05  65.00  39.05  39.05  65.00  33.00  68.00  20.00
12:21:50   4.2   0.0   0.0  95.8   0.0    2    869    978    0    0    0  52.25    0.00  15.17  10.22  26.86  67.05  67.00  39.05  38.05  67.00  33.00  68.00  20.00
12:21:51   4.1   0.0   0.0  95.8   0.0    2    862    966    0    0    0  49.60    0.00  14.94  10.22  24.44  67.05  67.00  39.05  38.05  67.00  33.00  67.00  20.00
12:21:52   4.2   0.0   0.0  95.7   0.0    2    958   1011    0    0    1  49.42    0.00  14.94  10.22  24.26  67.05  67.00  39.05  38.05  68.00  34.00  67.00  20.00
12:21:53   4.3   0.0   0.1  95.6   0.0    2    846    957    0    0    0  49.22    0.00  14.90  10.21  24.11  67.05  67.00  39.05  38.05  67.00  33.00  67.00  20.00
12:21:54   4.2   0.0   0.0  95.8   0.0    2    854    946    0    0    0  49.33    0.01  14.94  10.20  24.17  67.05  67.00  39.05  38.05  68.00  33.00  67.00  20.00
12:21:55   4.2   0.0   0.0  95.8   0.0    2    901    949    0    0    0  49.21    0.00  14.91  10.20  24.11  68.05  68.00  39.05  39.05  68.00  33.00  68.00  20.00
12:21:56   4.2   0.0   0.0  95.8   0.0    2    872    932    0    0    0  49.14    0.00  14.90  10.19  24.05  67.05  67.00  39.05  39.05  67.00  33.00  68.00  20.00
12:21:57   4.2   0.0   0.1  95.6   0.0    2    886   1006    0    0    0  50.24    0.00  15.10  10.20  24.94  67.05  67.00  39.05  39.05  67.00  33.00  68.00  20.00
12:21:58   4.2   0.0   0.0  95.7   0.0    2    862    961    0    0    0  49.37    0.00  14.92  10.18  24.27  67.05  67.00  39.05  39.05  67.00  33.00  67.00  20.00
12:21:59   4.2   0.0   0.0  95.8   0.0    2    859    949    0    0    0  49.99    0.00  15.05  10.20  24.74  65.05  65.00  39.05  39.05  67.00  33.00  67.00  20.00
12:22:00   4.2   0.0   0.0  95.7   0.0    2    903    972    0    0    0  49.30    0.00  14.93  10.21  24.16  67.05  67.00  39.05  39.05  65.00  33.00  67.00  20.00
12:22:01   4.2   0.0   0.0  95.8   0.0    2    848    958    0    0    0  49.19    0.00  14.91  10.20  24.08  65.05  65.00  39.05  39.05  65.00  33.00  67.00  20.00
12:22:02   4.2   0.0   0.0  95.8   0.0    2    842    974    0    0    0  50.17    0.00  15.09  10.19  24.90  67.05  67.00  39.05  39.05  67.00  33.00  67.00  20.00
12:22:03   4.2   0.0   0.0  95.8   0.0    2    858    914    0    0    0  49.25    0.00  14.93  10.21  24.11  65.05  65.00  39.05  39.05  65.00  33.00  67.00  20.00
12:22:04   4.2   0.0   0.0  95.7   0.0    2    894    971    0    0    0  49.31    0.00  14.94  10.22  24.15  67.05  67.00  39.05  39.05  67.00  33.00  67.00  20.00
12:22:05   4.3   0.0   0.0  95.7   0.0    2    856    947    0    0    0  49.17    0.00  14.90  10.19  24.08  65.05  65.00  39.05  39.05  65.00  33.00  67.00  20.00
12:22:06   4.2   0.0   0.1  95.7   0.0    2    833    944    0    0    0  49.15    0.00  14.90  10.19  24.07  65.05  65.00  39.05  39.05  65.00  33.00  67.00  20.00
