Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2 INT340 TCPU_P iwlwif acpitz   SEN3
22:06:19   0.0   0.0   0.0 100.0   0.0    1    154    345    0    0    0   3.77    0.00   1.02   0.19   2.55  51.05  51.00  40.05  20.00  51.00  56.00  39.05   0.00
22:06:20   0.0   0.0   0.0 100.0   0.0    1    230    118    0    0    0   4.88    0.00   1.26   0.07   3.54  51.05  51.00  40.05  20.00  51.00  54.00  39.05   0.00
22:06:21   0.0   0.0   0.1  99.8   0.0    3    174    115    4    3    3   2.47    0.00   0.65   0.14   1.68  49.05  49.00  40.05  20.00  50.00  54.00  39.05   0.00
22:06:22   4.1   0.0   0.1  95.7   0.0    2   1869    804   12    0    0  39.05    0.00  11.10   5.90  22.05  54.05  54.00  40.05  20.00  54.00  53.00  39.05   0.00
22:06:23   4.1   0.0   0.1  95.8   0.0    2   1014    711    1    0    0  41.17    0.00  11.31   6.14  23.72  53.05  53.00  40.05  20.00  53.00  53.00  39.05   0.00
22:06:24   4.0   0.0   0.1  95.8   0.0    2    864    571    1    0    0  40.29    0.00  11.07   5.93  23.29  55.05  55.00  40.05  20.00  55.00  53.00  39.05   0.00
22:06:25   4.1   0.0   0.0  95.9   0.0    2    878    544    0    0    0  40.30    0.00  11.08   5.93  23.29  54.05  54.00  40.05  20.00  54.00  54.00  39.05   0.00
22:06:26   4.1   0.0   0.0  95.9   0.0    2    949    585    0    0    0  39.33    0.00  11.03   5.91  22.39  54.05  54.00  40.05  20.00  54.00  54.00  39.05   0.00
22:06:27   4.2   0.0   0.0  95.8   0.0    2    778    534    0    0    0  38.38    0.00  11.02   5.93  21.43  53.05  53.00  40.05  20.00  53.00  54.00  39.05   0.00
22:06:28   4.2   0.0   0.0  95.8   0.0    2    893    574    0    0    0  39.49    0.00  11.23   5.94  22.32  53.05  53.00  40.05  20.00  53.00  54.00  39.05   0.00
22:06:29   4.1   0.0   0.0  95.9   0.0    2    854    536    0    0    0  38.31    0.00  11.03   5.94  21.34  54.05  54.00  40.05  20.00  54.00  54.00  39.05   0.00
22:06:30   4.2   0.0   0.0  95.8   0.0    2    953    562    0    0    0  38.36    0.00  11.04   5.94  21.38  54.05  54.00  40.05  20.00  54.00  54.00  39.05   0.00
22:06:31   4.1   0.0   0.0  95.9   0.0    2    888    535    0    0    0  38.25    0.00  11.01   5.93  21.31  54.05  54.00  40.05  20.00  54.00  54.00  39.05   0.00
22:06:32   4.2   0.0   0.0  95.8   0.0    2    834    559    0    0    0  38.41    0.00  11.05   5.95  21.40  54.05  54.00  40.05  20.00  54.00  54.00  39.05   0.00
22:06:33   4.1   0.0   0.0  95.9   0.0    2    888    544    0    0    0  38.31    0.00  11.02   5.93  21.36  58.05  58.00  40.05  20.00  58.00  54.00  39.05   0.00
22:06:34   4.1   0.0   0.0  95.8   0.0    2   1046    630    1    0    0  39.38    0.00  11.23   5.95  22.20  58.05  58.00  40.05  20.00  58.00  54.00  39.05   0.00
