Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2   SEN3 TCPU_P iwlwif acpitz INT340
11:41:19   0.0   0.0   0.0 100.0   0.0    1    247    179    0    0    0   3.53    0.00   0.97   0.15   2.41  50.05  49.00  41.05  41.05  50.00  34.00  52.00  20.00
11:41:20   0.0   0.0   0.0 100.0   0.0    1    144     93    0    0    0   2.00    0.00   0.56   0.07   1.37  50.05  50.00  41.05  41.05  50.00  34.00  52.00  20.00
11:41:21   0.2   0.0   0.2  99.6   0.0    2    255    205    4    3    3   3.78    0.00   1.08   0.35   2.36  49.05  49.00  41.05  40.05  49.00  34.00  52.00  20.00
11:41:22  31.8   0.0   2.7  65.6   0.0    8  21467  19858   65    0    0 102.72    0.00  30.33  24.51  47.87  61.05  61.00  41.05  40.05  60.00  34.00  52.00  20.00
11:41:23  11.8   0.0   0.1  88.1   0.0    4   1947   3672    0    0    0  51.66    0.00  15.01   9.93  26.71  59.05  59.00  41.05  40.05  59.00  34.00  52.00  20.00
11:41:24   4.4   0.0   0.0  95.5   0.1    2    840    900    1    0    0  39.26    0.01  10.98   5.88  22.39  55.05  55.00  41.05  40.05  55.00  34.00  60.00  20.00
11:41:25   4.2   0.0   0.0  95.8   0.0    2    594    712    0    0    0  36.43    0.00  10.23   5.36  20.84  55.05  55.00  41.05  40.05  56.00  34.00  57.00  20.00
11:41:26   4.4   0.0   0.0  95.5   0.0    2    534    728    0    0    0  37.89    0.00  10.61   5.73  21.56  56.05  56.00  41.05  40.05  55.00  34.00  57.00  20.00
11:41:27   4.2   0.0   0.0  95.8   0.0    2    661    737    0    0    0  35.42    0.00  10.21   5.36  19.85  56.05  56.00  41.05  40.05  55.00  34.00  57.00  20.00
11:41:28   4.2   0.0   0.0  95.8   0.0    2    588    680    0    0    0  35.12    0.00  10.28   5.34  19.50  58.05  58.00  41.05  40.05  58.00  34.00  57.00  20.00
11:41:29   4.2   0.0   0.0  95.8   0.0    2    637    725    0    0    0  34.95    0.00  10.28   5.38  19.30  58.05  58.00  41.05  40.05  58.00  34.00  56.00  20.00
11:41:30   4.2   0.0   0.0  95.8   0.0    2    539    705    0    0    0  34.46    0.00  10.18   5.36  18.91  56.05  56.00  41.05  40.05  56.00  34.00  56.00  20.00
11:41:31   4.2   0.0   0.0  95.8   0.0    2    621    712    0    0    0  34.41    0.00  10.15   5.33  18.93  58.05  58.00  41.05  40.05  56.00  34.00  56.00  20.00
11:41:32   4.2   0.0   0.0  95.8   0.0    2    534    676    0    0    0  34.44    0.00  10.17   5.36  18.91  55.05  55.00  41.05  40.05  55.00  34.00  56.00  20.00
11:41:33   4.4   0.0   0.1  95.5   0.0    2   1150   1025    0    0    0  35.63    0.00  10.49   5.66  19.48  56.05  56.00  41.05  40.05  56.00  34.00  56.00  20.00
11:41:34   4.2   0.0   0.0  95.7   0.0    2    603    693    0    0    0  36.68    0.00  10.62   5.41  20.65  55.05  55.00  41.05  40.05  55.00  34.00  56.00  20.00
11:41:35   4.2   0.0   0.0  95.8   0.0    2    628    663    0    0    0  34.39    0.00  10.17   5.34  18.89  55.05  55.00  41.05  40.05  55.00  34.00  56.00  20.00
11:41:36   4.2   0.0   0.0  95.8   0.0    2    534    681    0    0    0  34.41    0.00  10.17   5.34  18.90  56.05  56.00  41.05  40.05  55.00  34.00  56.00  20.00
11:41:37   4.2   0.0   0.0  95.8   0.0    2    586    710    0    0    0  34.36    0.00  10.15   5.33  18.89  56.05  56.00  41.05  40.05  56.00  34.00  56.00  20.00
11:41:38   4.2   0.0   0.0  95.8   0.0    2    612    733    0    0    0  34.36    0.00  10.13   5.30  18.93  55.05  56.00  41.05  40.05  56.00  34.00  56.00  20.00
11:41:39   4.2   0.0   0.0  95.8   0.0    2    655    725    0    0    0  34.41    0.00  10.15   5.33  18.92  55.05  55.00  41.05  40.05  55.00  34.00  56.00  20.00
11:41:40   4.2   0.0   0.0  95.8   0.0    2    532    673    0    0    0  34.28    0.00  10.10   5.30  18.87  55.05  55.00  41.05  40.05  56.00  34.00  56.00  20.00
11:41:41   4.2   0.0   0.0  95.8   0.0    2    581    709    0    0    0  34.27    0.00  10.11   5.31  18.85  56.05  56.00  41.05  40.05  56.00  34.00  56.00  20.00
11:41:42   4.2   0.0   0.0  95.8   0.0    2    546    731    0    0    0  34.36    0.00  10.14   5.34  18.89  55.05  55.00  41.05  40.05  55.00  34.00  56.00  20.00
11:41:43   4.2   0.0   0.0  95.8   0.0    2    640    742    0    0    0  34.38    0.00  10.15   5.37  18.87  56.05  56.00  41.05  40.05  56.00  34.00  56.00  20.00
11:41:44   4.2   0.0   0.0  95.8   0.0    2    644    691    0    0    0  35.52    0.00  10.31   5.32  19.89  56.05  56.00  41.05  40.05  56.00  35.00  56.00  20.00
11:41:45   4.2   0.0   0.0  95.8   0.0    2    585    710    0    0    0  34.43    0.00  10.15   5.35  18.93  55.05  55.00  41.05  40.05  55.00  35.00  56.00  20.00
11:41:46   4.2   0.0   0.0  95.8   0.0    2    537    717    0    0    0  34.28    0.00  10.10   5.31  18.86  56.05  56.00  41.05  40.05  56.00  34.00  56.00  20.00
11:41:47   4.2   0.0   0.0  95.8   0.0    2    629    718    0    0    0  34.25    0.00  10.09   5.29  18.87  58.05  58.00  41.05  40.05  58.00  34.00  56.00  20.00
