Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2   SEN3 TCPU_P iwlwif acpitz INT340
12:01:24   0.0   0.0   0.0 100.0   0.0    1    186    180    0    0    0   3.25    0.00   0.90   0.15   2.19  49.05  49.00  38.05  39.05  49.00  33.00  53.00  20.00
12:01:25   0.0   0.0   0.0 100.0   0.0    1    197    105    0    0    0   2.21    0.00   0.63   0.07   1.52  48.05  48.00  39.05  39.05  48.00  33.00  53.00  20.00
12:01:26   0.1   0.0   0.3  99.7   0.0    2    294    266    4    3    3   5.11    0.00   1.46   0.42   3.23  50.05  48.00  39.05  39.05  48.00  33.00  50.00  20.00
12:01:27  31.9   0.0   2.5  65.5   0.0    6  24911  19569   65    0    0 100.99    0.00  29.77  23.78  47.44  59.05  59.00  39.05  39.05  59.00  32.00  50.00  20.00
12:01:28  11.0   0.0   0.1  88.9   0.0    4   1966   3086    0    0    0  49.67    0.00  14.38   9.35  25.93  56.05  56.00  39.05  38.05  56.00  32.00  57.00  20.00
12:01:29   4.5   0.0   0.0  95.5   0.0    2    549    677    0    0    0  34.75    0.00  10.22   5.45  19.07  53.05  53.00  39.05  38.05  53.00  32.00  57.00  20.00
12:01:30   4.2   0.0   0.0  95.8   0.0    2    625    670    0    0    0  33.73    0.00   9.95   5.19  18.60  53.05  53.00  39.05  38.05  53.00  32.00  57.00  20.00
12:01:31   4.5   0.0   0.0  95.5   0.0    2    584    656    0    0    0  34.32    0.00  10.13   5.37  18.83  51.05  51.00  39.05  38.05  51.00  32.00  52.00  20.00
12:01:32   4.2   0.0   0.0  95.8   0.0    2    602    648    0    0    0  33.68    0.00   9.91   5.16  18.60  53.05  53.00  39.05  38.05  53.00  32.00  53.00  20.00
12:01:33   4.2   0.0   0.0  95.8   0.0    2    544    627    0    0    0  34.68    0.00  10.11   5.16  19.41  53.05  53.00  39.05  39.05  51.00  33.00  53.00  20.00
