    PID %CPU %MEM   RSS    VSZ   PSS S RBYTES WBYTES   ELAPSED     TIME USER     COMMAND
   9484  578  0.7 520408 14699512 520731 S 0 40960       00:10 00:01:01 ionutba+ java
   9484  526  0.7 520600 14699512 520899 S 0 40960       00:11 00:01:01 ionutba+ java
   9484  483  0.7 520792 14699512 520943 S 0 40960       00:12 00:01:01 ionutba+ java
   9484  447  0.7 520792 14699512 520967 S 0 40960       00:13 00:01:01 ionutba+ java
   9484  415  0.7 520792 14699512 520991 S 0 40960       00:14 00:01:02 ionutba+ java
   9484  388  0.7 520792 14699512 521011 S 0 40960       00:16 00:01:02 ionutba+ java
   9484  366  0.7 520792 14699512 521071 S 0 40960       00:17 00:01:02 ionutba+ java
   9484  345  0.7 520792 14699512 521075 S 0 40960       00:18 00:01:02 ionutba+ java
   9484  326  0.7 520984 14699512 521079 S 0 40960       00:19 00:01:02 ionutba+ java
   9484  309  0.7 520984 14699512 521087 S 0 40960       00:20 00:01:02 ionutba+ java
   9484  294  0.7 520984 14699512 521087 S 0 40960       00:21 00:01:02 ionutba+ java
   9484  280  0.7 521176 14699512 521195 S 0 40960       00:22 00:01:03 ionutba+ java
   9484  268  0.7 521176 14699512 521195 S 0 40960       00:23 00:01:03 ionutba+ java
   9484  257  0.7 521176 14699512 521243 S 0 40960       00:24 00:01:03 ionutba+ java
   9484  247  0.7 521176 14699512 521283 S 0 40960       00:25 00:01:03 ionutba+ java
   9484  237  0.7 521176 14699512 521283 S 0 40960       00:26 00:01:03 ionutba+ java
   9484  228  0.7 521176 14699512 521283 S 0 40960       00:27 00:01:03 ionutba+ java
   9484  221  0.7 521176 14699512 521339 S 0 40960       00:28 00:01:03 ionutba+ java
   9484  213  0.7 521176 14699512 521339 S 0 40960       00:29 00:01:03 ionutba+ java
   9484  206  0.7 521176 14699512 521343 S 0 49152       00:30 00:01:03 ionutba+ java
   9484  199  0.7 521176 14699512 521343 S 0 53248       00:32 00:01:04 ionutba+ java
   9484  193  0.7 521176 14699512 521343 S 0 53248       00:33 00:01:04 ionutba+ java
   9484  188  0.7 523096 14699512 523119 S 0 53248       00:34 00:01:04 ionutba+ java
   9484  183  0.7 518216 14699512 518275 S 0 57344       00:35 00:01:04 ionutba+ java
   9484  177  0.7 518216 14699512 518275 S 0 57344       00:36 00:01:04 ionutba+ java
   9484  172  0.7 518216 14699512 518275 S 0 57344       00:37 00:01:04 ionutba+ java
   9484  168  0.7 518216 14699512 518275 S 0 57344       00:38 00:01:04 ionutba+ java
   9484  163  0.7 518216 14699512 518275 S 0 57344       00:39 00:01:04 ionutba+ java
   9484  159  0.7 518216 14699512 518279 S 0 57344       00:40 00:01:04 ionutba+ java
   9484  155  0.7 518216 14699512 518279 S 0 57344       00:41 00:01:04 ionutba+ java
   9484  151  0.7 518216 14699512 518279 S 0 57344       00:42 00:01:04 ionutba+ java
   9484  148  0.7 518216 14699512 518279 S 0 57344       00:43 00:01:05 ionutba+ java
   9484  144  0.7 518216 14699512 518279 S 0 57344       00:44 00:01:05 ionutba+ java
   9484  160  0.8 545288 14699512 425455 S 0 73728       00:45 00:01:13 ionutba+ java
   9484  182  0.8 566732 14699512 566775 S 0 73728       00:47 00:01:26 ionutba+ java
   9484  202  0.8 573800 14699512 568232 S 0 73728       00:48 00:01:37 ionutba+ java
   9484  219  0.9 613476 14699512 614127 S 0 73728       00:49 00:01:48 ionutba+ java
   9484  237  0.9 623460 14699512 624091 S 0 73728       00:50 00:01:59 ionutba+ java
   9484  255  0.9 639940 14702832 424092 S 0 73728       00:51 00:02:11 ionutba+ java
   9484  271  1.0 691832 14699512 601367 S 0 73728       00:52 00:02:22 ionutba+ java
   9484  287  1.0 712708 14699512 712799 S 0 73728       00:53 00:02:34 ionutba+ java
   9484  302  1.0 715588 14699512 642081 S 0 73728       00:54 00:02:46 ionutba+ java
   9484  314  1.1 779908 14699512 780355 S 0 73728       00:56 00:02:56 ionutba+ java
   9484  323  1.1 782596 14699512 782995 S 0 73728       00:57 00:03:05 ionutba+ java
   9484  331  1.1 786244 14699512 786739 S 0 73728       00:58 00:03:13 ionutba+ java
   9484  335  1.3 869572 14699512 804843 S 0 73728       00:59 00:03:19 ionutba+ java
   9484  336  1.3 865212 14699512 865179 S 0 90112       01:00 00:03:23 ionutba+ java
   9484  335  1.3 913596 14699512 911311 S 0 90112       01:01 00:03:27 ionutba+ java
   9484  334  1.4 951996 14699512 951747 S 0 90112       01:02 00:03:29 ionutba+ java
   9484  332  1.4 951996 14699512 951787 S 0 90112       01:03 00:03:32 ionutba+ java
   9484  331  1.4 952380 14699512 952059 S 0 90112       01:05 00:03:35 ionutba+ java
   9484  329  1.5 1018620 14699512 1016039 S 0 90112     01:06 00:03:37 ionutba+ java
   9484  328  1.5 1046844 14699512 1046963 S 0 90112     01:07 00:03:41 ionutba+ java
   9484  327  1.5 1046844 14699512 1047099 S 0 90112     01:08 00:03:43 ionutba+ java
   9484  326  1.5 1046844 14699512 1047243 S 0 90112     01:09 00:03:46 ionutba+ java
   9484  324  1.5 1046844 14699512 1047311 S 0 90112     01:10 00:03:49 ionutba+ java
   9484  323  1.5 1046844 14699512 1047331 S 0 90112     01:11 00:03:51 ionutba+ java
   9484  321  1.5 1047036 14699512 1047375 S 0 90112     01:12 00:03:54 ionutba+ java
   9484  320  1.5 1047228 14699512 1047407 S 0 90112     01:13 00:03:56 ionutba+ java
   9484  318  1.5 1047228 14699512 1047431 S 0 90112     01:15 00:03:59 ionutba+ java
   9484  317  1.5 1047228 14699512 1047455 S 0 102400    01:16 00:04:01 ionutba+ java
   9484  315  1.5 1047228 14699512 1047479 S 0 106496    01:17 00:04:03 ionutba+ java
   9484  314  1.5 1047228 14699512 1047487 S 0 106496    01:18 00:04:06 ionutba+ java
   9484  312  1.5 1047228 14699512 1047495 S 0 106496    01:19 00:04:08 ionutba+ java
   9484  311  1.5 1047612 14699512 1047751 S 0 106496    01:20 00:04:10 ionutba+ java
   9484  310  1.5 1047804 14699512 1048087 S 0 106496    01:21 00:04:13 ionutba+ java
   9484  309  1.5 1047804 14699512 1048087 S 0 106496    01:22 00:04:15 ionutba+ java
   9484  307  1.5 1047804 14699512 1048131 S 0 106496    01:23 00:04:18 ionutba+ java
   9484  306  1.5 1047804 14699512 1048171 S 0 106496    01:24 00:04:20 ionutba+ java
   9484  305  1.5 1047804 14699512 1048327 S 0 106496    01:26 00:04:22 ionutba+ java
   9484  304  1.5 1047996 14699512 1048355 S 0 106496    01:27 00:04:25 ionutba+ java
   9484  303  1.5 1048188 14699512 1048379 S 0 106496    01:28 00:04:27 ionutba+ java
   9484  302  1.5 1048188 14699512 1048387 S 0 106496    01:29 00:04:30 ionutba+ java
   9484  301  1.6 1048572 14699512 1048535 S 0 110592    01:30 00:04:32 ionutba+ java
   9484  301  1.6 1048572 14699512 1048527 S 0 122880    01:31 00:04:35 ionutba+ java
   9484  300  1.6 1048572 14699512 1048539 S 0 122880    01:32 00:04:37 ionutba+ java
   9484  299  1.6 1048572 14699512 1048615 S 0 122880    01:33 00:04:40 ionutba+ java
