     Test Category;  Geometric Mean (Watt⋅sec);  Normalized Geometric Mean;  Samples
  baseline-idle-os;                    920.150;                      1.000;        3

# Note: The reference value 'baseline-idle-os' was considered for the normalized geometric mean
