          Category;  Run Identifier;         Score;          Score Metric
      native-image;             pgo;     15703.720;  Throughput (ops/sec)
     azul-prime-vm;         default;     13562.010;  Throughput (ops/sec)
 eclipse-openj9-vm;         default;     12228.140;  Throughput (ops/sec)
        graalvm-ce;         default;     18721.960;  Throughput (ops/sec)
      native-image;         default;      9631.740;  Throughput (ops/sec)
openjdk-hotspot-vm;         default;     19014.330;  Throughput (ops/sec)
    oracle-graalvm;         default;     19495.420;  Throughput (ops/sec)
