Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2   SEN3 TCPU_P iwlwif acpitz INT340
11:21:15   0.0   0.0   0.0 100.0   0.0    1    213    169    0    0    0   3.76    0.00   1.04   0.19   2.52  54.05  54.00  44.05  42.05  54.00  35.00  58.00  20.00
11:21:16   0.0   0.0   0.0 100.0   0.0    1    187    103    0    0    0   1.63    0.00   0.45   0.07   1.11  53.05  53.00  44.05  42.05  52.00  35.00  58.00  20.00
11:21:17   0.1   0.0   0.3  99.7   0.0    2    257    221    4    3    3   4.01    0.00   1.13   0.34   2.54  52.05  52.00  44.05  42.05  52.00  35.00  58.00  20.00
11:21:18  30.3   0.0   2.9  66.8   0.0    7  20183  19079   65    0    0 102.22    0.00  30.12  24.28  47.81  65.05  65.00  44.05  42.05  65.00  35.00  55.00  20.00
11:21:19  25.1   0.0   0.5  74.5   0.0    3   7035  19377    0    0    0  86.12    0.00  24.70  19.05  42.36  70.05  70.00  44.05  42.05  70.00  35.00  61.00  20.00
11:21:20   8.7   0.0   0.2  91.0   0.0    3   3681   2243    0    0    0  57.21    0.00  16.24  10.79  30.18  57.05  57.00  44.05  42.05  58.00  35.00  61.00  20.00
11:21:21   9.0   0.0   0.2  90.8   0.0    3   3766   2594    0    0    0  53.74    0.00  15.48   9.58  28.68  58.05  58.00  44.05  42.05  58.00  35.00  64.00  20.00
11:21:22   9.6   0.0   0.3  90.1   0.0    3   4443   3192    0    0    0  53.45    0.00  15.61  10.10  27.74  58.05  58.00  43.05  42.05  58.00  35.00  64.00  20.00
11:21:23   8.5   0.0   0.3  91.2   0.0    3   4197   2759    0    0    0  52.22    0.00  14.99   9.45  27.77  58.05  58.00  43.05  42.05  58.00  35.00  59.00  20.00
11:21:24   6.9   0.0   0.4  92.7   0.0    2   4109   2722    0    0    0  48.24    0.00  13.50   8.01  26.73  54.05  54.00  43.05  42.05  56.00  35.00  59.00  20.00
11:21:25   4.5   0.0   0.3  95.2   0.0    2   3466   2672    0    0    0  42.61    0.00  11.77   6.37  24.47  54.05  54.00  43.05  42.05  54.00  35.00  57.00  20.00
11:21:26   4.5   0.0   0.2  95.2   0.0    2   3512   2601    0    0    0  43.01    0.00  11.92   6.35  24.74  56.05  54.00  43.05  42.05  54.00  35.00  57.00  20.00
11:21:27   4.7   0.0   0.3  95.0   0.0    2   3702   2678    0    0    0  40.89    0.00  11.72   6.39  22.78  54.05  54.00  44.05  42.05  54.00  35.00  57.00  20.00
11:21:28   4.3   0.0   0.2  95.4   0.0    2   3478   2422    0    0    0  40.45    0.00  11.67   6.33  22.45  56.05  56.00  44.05  42.05  56.00  35.00  56.00  20.00
11:21:29   4.4   0.0   0.3  95.3   0.0    2   3467   2535    0    0    0  40.48    0.00  11.67   6.34  22.47  56.05  56.00  44.05  42.05  56.00  35.00  56.00  20.00
11:21:30   4.6   0.0   0.2  95.2   0.0    2   3631   2507    0    0    0  40.65    0.00  11.71   6.38  22.57  54.05  54.00  44.05  42.05  56.00  35.00  56.00  20.00
11:21:31   4.6   0.0   0.2  95.2   0.0    2   3412   2502    0    0    0  40.51    0.00  11.69   6.35  22.47  54.05  54.00  44.05  42.05  54.00  35.00  56.00  20.00
11:21:32   4.6   0.0   0.3  95.1   0.0    2   3708   2341    0    0    0  40.64    0.00  11.71   6.38  22.56  54.05  54.00  43.05  42.05  54.00  35.00  56.00  20.00
11:21:33   4.5   0.0   0.2  95.2   0.0    2   3488   2580    0    0    0  40.57    0.00  11.69   6.36  22.52  56.05  56.00  43.05  42.05  56.00  35.00  56.00  20.00
11:21:34   4.4   0.0   0.2  95.4   0.0    2   3385   2499    0    0    0  40.52    0.00  11.69   6.36  22.48  56.05  56.00  43.05  42.05  56.00  35.00  56.00  20.00
11:21:35   4.5   0.0   0.2  95.3   0.0    2   3649   2519    0    0    0  40.63    0.00  11.70   6.37  22.56  56.05  56.00  43.05  42.05  56.00  35.00  56.00  20.00
11:21:36   4.3   0.0   0.2  95.4   0.0    2   3497   2708    0    0    0  40.55    0.00  11.68   6.35  22.51  56.05  56.00  43.05  42.05  56.00  35.00  56.00  20.00
11:21:37   4.5   0.0   0.4  95.2   0.0    2   3624   2747    0    0    0  40.60    0.00  11.72   6.38  22.50  56.05  56.00  43.05  42.05  56.00  35.00  56.00  20.00
11:21:38   4.5   0.0   0.1  95.4   0.0    2   3465   2502    0    0    0  40.57    0.00  11.71   6.37  22.49  56.05  56.00  43.05  42.05  56.00  35.00  56.00  20.00
11:21:39   4.6   0.0   0.3  95.1   0.0    2   3647   2598    0    0    0  40.67    0.00  11.72   6.38  22.57  56.05  54.00  43.05  42.05  54.00  35.00  56.00  20.00
11:21:40   4.5   0.0   0.2  95.2   0.0    2   3557   2723    0    0    0  40.57    0.00  11.67   6.37  22.53  54.05  56.00  43.05  42.05  56.00  35.00  56.00  20.00
