Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2 INT340 TCPU_P iwlwif acpitz   SEN3
20:23:28   0.0   0.0   0.0 100.0   0.0    1    219    311    0    0    0   6.64    0.00   1.74   0.14   4.76  52.05  52.00  40.05  20.00  51.00  62.00  40.05   0.00
20:23:29   0.0   0.0   0.0 100.0   0.0    1    159     93    0    0    0   4.79    0.00   1.24   0.04   3.50  53.05  53.00  40.05  20.00  51.00  55.00  40.05   0.00
20:23:30   0.0   0.0   0.1  99.9   0.0    1    368    172   12    3    3   5.57    0.00   1.47   0.13   3.97  51.05  51.00  41.05  20.00  51.00  55.00  40.05   0.00
20:23:31   3.7   0.0   0.5  95.8   0.0    2   2634    756    9    0    0  41.55    0.00  11.93   6.38  23.24  55.05  55.00  41.05  20.00  55.00  54.00  40.05   0.00
20:23:32   3.9   0.0   0.3  95.8   0.0    2   1896    556    3    0    0  41.73    0.00  12.07   6.49  23.17  55.05  55.00  41.05  20.00  55.00  54.00  40.05   0.00
20:23:33   4.0   0.0   0.2  95.9   0.0    2   1871    568    5    0    0  42.47    0.00  12.16   6.40  23.90  55.05  55.00  41.05  20.00  55.00  57.00  40.05   0.00
20:23:34   4.0   0.0   0.2  95.9   0.0    2   1846    503    3    0    0  41.38    0.00  11.95   6.37  23.06  56.05  56.00  41.05  20.00  55.00  57.00  40.05   0.00
20:23:35   4.1   0.0   0.1  95.8   0.0    2   1954    451    0    0    0  42.11    0.00  12.18   6.55  23.38  55.05  55.00  41.05  20.00  55.00  57.00  40.05   0.00
20:23:36   4.4   0.0   0.0  95.5   0.0    2   1891    515    0    0    0  42.02    0.00  12.16   6.53  23.33  56.05  56.00  41.05  20.00  56.00  57.00  40.05   0.00
20:23:37   4.1   0.0   0.2  95.7   0.0    2   1879    525    0    0    0  41.96    0.00  12.12   6.50  23.34  56.05  56.00  41.05  20.00  56.00  57.00  40.05   0.00
20:23:38   4.1   0.0   0.0  95.8   0.0    2   1970    534    0    0    0  43.03    0.00  12.34   6.53  24.17  56.05  56.00  41.05  20.00  56.00  57.00  41.05   0.00
20:23:39   4.1   0.0   0.0  95.9   0.0    2   1817    455    0    0    0  41.95    0.00  12.15   6.54  23.27  56.05  56.00  41.05  20.00  56.00  57.00  41.05   0.00
20:23:40   4.1   0.0   0.0  95.9   0.0    2   1895    485    0    0    0  41.92    0.00  12.12   6.51  23.29  56.05  56.00  41.05  20.00  56.00  57.00  41.05   0.00
20:23:41   4.5   0.0   0.0  95.5   0.0    2   1892    491    0    0    0  42.81    0.00  12.26   6.49  24.06  56.05  56.00  41.05  20.00  56.00  57.00  41.05   0.00
20:23:42   4.1   0.0   0.1  95.7   0.0    2   1965    531    0    0    0  42.13    0.00  12.14   6.51  23.47  56.05  56.00  41.05  20.00  56.00  57.00  41.05   0.00
20:23:43   4.1   0.0   0.0  95.8   0.0    2   1892    443    0    0    0  42.66    0.00  12.25   6.51  23.90  56.05  56.00  41.05  20.00  56.00  57.00  41.05   0.00
20:23:44   4.5   0.0   0.2  95.3   0.0    2   1860    508    0    0    0  42.90    0.00  12.28   6.51  24.11  56.05  56.00  41.05  20.00  56.00  57.00  41.05   0.00
