Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2 INT340 TCPU_P iwlwif acpitz   SEN3
20:44:03   0.0   0.0   0.0 100.0   0.0    1    189    473    0    0    0   4.48    0.00   1.13   0.18   3.16  53.05  53.00  43.05  20.00  53.00  67.00  41.05   0.00
20:44:04   0.0   0.0   0.0 100.0   0.0    1    237    116    0    0    0   5.55    0.00   1.36   0.08   4.11  54.05  54.00  43.05  20.00  54.00  67.00  41.05   0.00
20:44:05   0.1   0.0   0.1  99.8   0.0    2    368    155   11    3    3   3.80    0.00   0.95   0.21   2.63  52.05  52.00  43.05  20.00  52.00  58.00  41.05   0.00
20:44:06   3.8   0.0   0.4  95.8   0.0    2   2663    900   10    0    0  45.07    0.00  12.07   6.27  26.73  58.05  58.00  43.05  20.00  58.00  56.00  41.05   0.00
20:44:07   3.9   0.0   0.3  95.8   0.0    2   1752    570    3    0    0  43.55    0.00  12.05   6.58  24.91  60.05  60.00  43.05  20.00  60.00  56.00  41.05   0.00
20:44:08   4.0   0.0   0.2  95.9   0.0    2   1980    608    5    0    1  42.64    0.00  11.93   6.50  24.21  58.05  58.00  43.05  20.00  58.00  60.00  41.05   0.00
20:44:09   4.0   0.0   0.2  95.8   0.0    2   2353    613    3    0    0  49.26    0.00  13.95   8.56  26.75  66.05  66.00  43.05  20.00  66.00  60.00  41.05   0.00
20:44:10   4.2   0.0   0.3  95.5   0.0    2   2507    639    0    0    0  58.68    0.00  16.84  11.46  30.38  56.05  56.00  43.05  20.00  56.00  63.00  41.05   0.00
20:44:11   4.1   0.0   0.0  95.7   0.1    2   1612    563    0    0    0  47.64    0.00  13.30   7.67  26.66  71.05  71.00  43.05  20.00  71.00  63.00  41.05   0.00
20:44:12   4.1   0.0   0.0  95.8   0.0    2   2692    613    0    0    0  59.54    0.00  17.11  11.74  30.69  72.05  72.00  43.05  20.00  72.00  58.00  42.05   0.00
20:44:13   4.1   0.0   0.0  95.8   0.0    2   2734    601    0    0    0  59.40    0.00  17.06  11.70  30.64  70.05  70.00  43.05  20.00  70.00  58.00  42.05   0.00
20:44:14   4.2   0.0   0.0  95.8   0.0    2   2485    574    0    0    0  59.74    0.00  17.15  11.78  30.82  72.05  72.00  43.05  20.00  72.00  58.00  42.05   0.00
20:44:15   4.1   0.0   0.1  95.8   0.0    2   2781    534    0    0    0  59.50    0.00  17.10  11.71  30.69  70.05  70.00  43.05  20.00  70.00  72.00  42.05   0.00
20:44:16   4.2   0.0   0.2  95.6   0.0    2   2365    539    0    0    0  59.59    0.00  17.12  11.74  30.73  71.05  71.00  43.05  20.00  72.00  72.00  42.05   0.00
20:44:17   4.2   0.0   0.2  95.6   0.0    2   2702    534    0    0    0  59.51    0.00  17.10  11.73  30.68  71.05  71.00  43.05  20.00  71.00  72.00  42.05   0.00
20:44:18   4.2   0.0   0.0  95.8   0.0    2   2481    555    0    0    0  60.58    0.00  17.31  11.74  31.53  71.05  71.00  43.05  20.00  71.00  72.00  42.05   0.00
20:44:19   4.1   0.0   0.0  95.8   0.0    2   2664    499    0    0    0  59.58    0.00  17.12  11.75  30.71  71.05  71.00  43.05  20.00  71.00  72.00  42.05   0.00
