Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2 INT340 TCPU_P iwlwif acpitz   SEN3
17:17:27   0.0   0.0   0.0 100.0   0.0    1    190    426    0    0    0   6.94    0.00   1.80   0.15   4.99  52.05  52.00  41.05  20.00  52.00  59.00  40.05   0.00
17:17:28   0.0   0.0   0.0 100.0   0.0    1    218    124    0    0    0   7.29    0.00   1.87   0.05   5.36  51.05  53.00  41.05  20.00  51.00  59.00  40.05   0.00
17:17:29   0.1   0.0   0.1  99.8   0.0    2    299    165   11    3    3   7.92    0.00   2.07   0.13   5.73  51.05  51.00  41.05  20.00  50.00  54.00  40.05   0.00
17:17:30   3.9   0.0   0.3  95.9   0.0    2   2180    820    5    0    0  38.85    0.00  11.18   5.89  21.77  55.05  55.00  41.05  20.00  55.00  54.00  40.05   0.00
17:17:31   4.0   0.0   0.0  95.9   0.0    2   1094    607    2    0    0  38.89    0.00  11.23   5.90  21.75  54.05  54.00  41.05  20.00  54.00  56.00  40.05   0.00
17:17:32   4.1   0.0   0.1  95.8   0.0    2    914    574    0    0    0  38.92    0.00  11.26   5.93  21.73  54.05  54.00  41.05  20.00  54.00  56.00  40.05   0.00
17:17:33   4.2   0.0   0.0  95.8   0.0    2    944    594    0    0    0  39.00    0.00  11.26   5.93  21.80  55.05  55.00  41.05  20.00  55.00  56.00  41.05   0.00
17:17:34   4.1   0.0   0.0  95.9   0.0    2   1076    571    0    0    0  39.01    0.00  11.28   5.94  21.80  55.05  55.00  41.05  20.00  55.00  56.00  41.05   0.00
17:17:35   4.1   0.0   0.0  95.8   0.0    2    878    576    0    0    0  39.91    0.00  11.45   5.94  22.53  55.05  55.00  42.05  20.00  55.00  56.00  41.05   0.00
17:17:36   4.1   0.0   0.1  95.8   0.0    2    905    592    1    0    0  38.89    0.00  11.25   5.92  21.72  54.05  54.00  42.05  20.00  54.00  56.00  41.05   0.00
17:17:37   4.1   0.0   0.0  95.9   0.0    2    882    546    0    0    0  38.95    0.00  11.28   5.94  21.73  55.05  55.00  42.05  20.00  55.00  56.00  41.05   0.00
17:17:38   4.2   0.0   0.0  95.8   0.0    2    953    570    0    0    0  39.14    0.00  11.35   5.94  21.85  55.05  55.00  42.05  20.00  55.00  56.00  41.05   0.00
17:17:39   4.1   0.0   0.0  95.8   0.0    2    889    566    0    0    0  39.40    0.00  11.44   5.94  22.02  55.05  55.00  42.05  20.00  55.00  56.00  41.05   0.00
