benchmark,duration_ns,uptime_ns,vm_start_unix_ms
philosophers,9296536517,1024616273694,1689006141959
philosophers,4207267700,1033953795375,1689006141959
philosophers,3764826386,1038213729590,1689006141959
philosophers,3571329040,1042016545608,1689006141959
philosophers,3418252529,1045627375058,1689006141959
philosophers,3906740807,1049085780290,1689006141959
philosophers,3736093438,1053027718288,1689006141959
philosophers,3724377066,1056799738552,1689006141959
philosophers,3794507264,1060560398705,1689006141959
philosophers,3454009108,1064393463417,1689006141959
philosophers,3696089310,1067885961769,1689006141959
philosophers,3629949634,1071622556624,1689006141959
philosophers,3899294041,1075291685990,1689006141959
philosophers,3694317779,1079228856508,1689006141959
philosophers,3877852020,1082961704274,1689006141959
philosophers,3592843508,1086875943156,1689006141959
philosophers,3633146715,1090507081022,1689006141959
philosophers,3665625883,1094180720899,1689006141959
philosophers,3607450072,1097887434115,1689006141959
philosophers,3588434809,1101532213463,1689006141959
philosophers,3605735567,1105160628689,1689006141959
philosophers,3599351296,1108806199730,1689006141959
philosophers,3485287901,1112442569032,1689006141959
philosophers,3701128508,1115964426397,1689006141959
philosophers,3549931130,1119703201967,1689006141959
philosophers,3582950585,1123289864811,1689006141959
philosophers,3602712848,1126911319066,1689006141959
philosophers,3829523654,1130554276079,1689006141959
philosophers,3938826590,1134422430120,1689006141959
philosophers,3712596019,1138399744596,1689006141959
philosophers,3788550523,1142150494522,1689006141959
philosophers,4235601811,1145977638447,1689006141959
philosophers,3856397741,1150253984070,1689006141959
philosophers,3971350695,1154147725080,1689006141959
philosophers,4490077474,1158156506509,1689006141959
philosophers,3628410417,1162686213609,1689006141959
philosophers,3650150058,1166352170576,1689006141959
philosophers,3658759551,1170037366181,1689006141959
philosophers,3719144922,1173733063257,1689006141959
philosophers,3615859331,1177489191840,1689006141959
philosophers,3582715494,1181142771587,1689006141959
philosophers,3635301218,1184766299571,1689006141959
philosophers,3693665296,1188441894391,1689006141959
philosophers,3561937195,1192174929496,1689006141959
philosophers,3610911916,1195776976307,1689006141959
philosophers,3468519092,1199427617589,1689006141959
philosophers,3809045839,1202936161135,1689006141959
philosophers,3811013830,1206786229300,1689006141959
philosophers,3616041120,1210637077525,1689006141959
philosophers,3728735129,1214291174969,1689006141959
philosophers,3712108191,1218055678186,1689006141959
philosophers,3642630181,1221808088513,1689006141959
philosophers,3783980247,1225489430133,1689006141959
philosophers,3830303761,1229323708967,1689006141959
philosophers,3701603718,1233193076856,1689006141959
philosophers,3667116628,1236935062752,1689006141959
philosophers,3749499638,1240641656726,1689006141959
philosophers,3423729467,1244431926528,1689006141959
philosophers,3626540481,1247890882440,1689006141959
