          Category;  Run Identifier;         Score;  Score Metric
      native-image;        pgo_g1gc;        83.280;  Power (Watt)
      native-image;        pgo_g1gc;        84.490;  Power (Watt)
      native-image;        pgo_g1gc;        76.700;  Power (Watt)
      native-image;        pgo_g1gc;        38.040;  Power (Watt)
      native-image;        pgo_g1gc;        37.230;  Power (Watt)
      native-image;        pgo_g1gc;        36.500;  Power (Watt)
      native-image;        pgo_g1gc;        36.530;  Power (Watt)
      native-image;        pgo_g1gc;        38.070;  Power (Watt)
      native-image;        pgo_g1gc;        37.500;  Power (Watt)
      native-image;        pgo_g1gc;        35.900;  Power (Watt)
      native-image;        pgo_g1gc;        35.140;  Power (Watt)
      native-image;        pgo_g1gc;        36.970;  Power (Watt)
      native-image;        pgo_g1gc;        35.440;  Power (Watt)
      native-image;        pgo_g1gc;        35.230;  Power (Watt)
      native-image;        pgo_g1gc;        38.580;  Power (Watt)
      native-image;        pgo_g1gc;        36.150;  Power (Watt)
      native-image;        pgo_g1gc;        36.150;  Power (Watt)
      native-image;        pgo_g1gc;        32.210;  Power (Watt)
      native-image;        pgo_g1gc;        35.640;  Power (Watt)
      native-image;        pgo_g1gc;        36.220;  Power (Watt)
      native-image;        pgo_g1gc;        39.040;  Power (Watt)
      native-image;        pgo_g1gc;        38.240;  Power (Watt)
      native-image;        pgo_g1gc;        37.550;  Power (Watt)
      native-image;        pgo_g1gc;        38.170;  Power (Watt)
      native-image;        pgo_g1gc;        36.820;  Power (Watt)
      native-image;        pgo_g1gc;        35.790;  Power (Watt)
      native-image;        pgo_g1gc;        35.870;  Power (Watt)
      native-image;        pgo_g1gc;        37.690;  Power (Watt)
      native-image;        pgo_g1gc;        47.690;  Power (Watt)
      native-image;        pgo_g1gc;        37.240;  Power (Watt)
      native-image;        pgo_g1gc;        35.730;  Power (Watt)
      native-image;        pgo_g1gc;        36.490;  Power (Watt)
      native-image;        pgo_g1gc;        36.100;  Power (Watt)
      native-image;        pgo_g1gc;        37.010;  Power (Watt)
      native-image;        pgo_g1gc;        50.740;  Power (Watt)
      native-image;        pgo_g1gc;        60.660;  Power (Watt)
      native-image;        pgo_g1gc;        38.510;  Power (Watt)
      native-image;        pgo_g1gc;        32.450;  Power (Watt)
        graalvm-ce;         default;         9.230;  Power (Watt)
        graalvm-ce;         default;         7.040;  Power (Watt)
        graalvm-ce;         default;         7.360;  Power (Watt)
        graalvm-ce;         default;        42.750;  Power (Watt)
        graalvm-ce;         default;        43.850;  Power (Watt)
        graalvm-ce;         default;        40.900;  Power (Watt)
        graalvm-ce;         default;        41.830;  Power (Watt)
        graalvm-ce;         default;        41.880;  Power (Watt)
        graalvm-ce;         default;        45.400;  Power (Watt)
        graalvm-ce;         default;        51.730;  Power (Watt)
        graalvm-ce;         default;        49.970;  Power (Watt)
        graalvm-ce;         default;        48.960;  Power (Watt)
openjdk-hotspot-vm;         default;        27.940;  Power (Watt)
openjdk-hotspot-vm;         default;        28.000;  Power (Watt)
openjdk-hotspot-vm;         default;        27.650;  Power (Watt)
openjdk-hotspot-vm;         default;        45.410;  Power (Watt)
openjdk-hotspot-vm;         default;        46.500;  Power (Watt)
openjdk-hotspot-vm;         default;        52.460;  Power (Watt)
openjdk-hotspot-vm;         default;        49.800;  Power (Watt)
openjdk-hotspot-vm;         default;        56.160;  Power (Watt)
openjdk-hotspot-vm;         default;        56.050;  Power (Watt)
openjdk-hotspot-vm;         default;        48.920;  Power (Watt)
openjdk-hotspot-vm;         default;        53.200;  Power (Watt)
openjdk-hotspot-vm;         default;        47.310;  Power (Watt)
