          Category;  Run Identifier;  Power (Watt)
        graalvm-ce;         default;        61.490
        graalvm-ce;         default;        79.250
        graalvm-ce;         default;        66.620
        graalvm-ce;         default;        57.790
        graalvm-ce;         default;        65.460
        graalvm-ce;         default;        78.290
        graalvm-ce;         default;        66.550
        graalvm-ce;         default;        60.350
        graalvm-ce;         default;        61.650
        graalvm-ce;         default;        80.470
        graalvm-ce;         default;        65.350
        graalvm-ce;         default;        62.000
        graalvm-ce;         default;        74.790
        graalvm-ce;         default;        73.770
        graalvm-ce;         default;        61.290
        graalvm-ce;         default;        67.350
        graalvm-ce;         default;        83.410
        graalvm-ce;         default;        69.170
        graalvm-ce;         default;        62.590
        graalvm-ce;         default;        66.460
        graalvm-ce;         default;        80.950
        graalvm-ce;         default;        59.520
        graalvm-ce;         default;        59.340
        graalvm-ce;         default;        74.230
        graalvm-ce;         default;        68.550
        graalvm-ce;         default;        58.730
        graalvm-ce;         default;        60.840
        graalvm-ce;         default;        78.460
        graalvm-ce;         default;        66.880
        graalvm-ce;         default;        55.550
        graalvm-ce;         default;        58.910
        graalvm-ce;         default;        74.810
        graalvm-ce;         default;        63.620
        graalvm-ce;         default;        58.010
        graalvm-ce;         default;        62.470
        graalvm-ce;         default;        77.900
        graalvm-ce;         default;        64.140
        graalvm-ce;         default;        57.750
        graalvm-ce;         default;        61.560
        graalvm-ce;         default;        78.970
        graalvm-ce;         default;        66.880
        graalvm-ce;         default;        60.980
        graalvm-ce;         default;        72.670
        graalvm-ce;         default;        71.560
        graalvm-ce;         default;        61.990
        graalvm-ce;         default;        61.490
        graalvm-ce;         default;        76.530
        graalvm-ce;         default;        62.800
        graalvm-ce;         default;        57.390
        graalvm-ce;         default;        59.200
        graalvm-ce;         default;        75.920
        graalvm-ce;         default;        60.430
        graalvm-ce;         default;        57.680
        graalvm-ce;         default;        61.380
        graalvm-ce;         default;        76.960
        graalvm-ce;         default;        57.910
        graalvm-ce;         default;        56.520
        graalvm-ce;         default;        67.270
        graalvm-ce;         default;        73.060
        graalvm-ce;         default;        56.880
        graalvm-ce;         default;        57.040
        graalvm-ce;         default;        68.770
        graalvm-ce;         default;        70.430
        graalvm-ce;         default;        57.360
        graalvm-ce;         default;        60.880
        graalvm-ce;         default;        74.570
        graalvm-ce;         default;        63.340
        graalvm-ce;         default;        55.700
        graalvm-ce;         default;        60.000
        graalvm-ce;         default;        74.950
        graalvm-ce;         default;        61.990
        graalvm-ce;         default;        56.630
        graalvm-ce;         default;        60.300
        graalvm-ce;         default;        74.570
        graalvm-ce;         default;        61.540
        graalvm-ce;         default;        57.650
        graalvm-ce;         default;        63.100
        graalvm-ce;         default;        75.980
        graalvm-ce;         default;        62.180
        graalvm-ce;         default;        56.020
        graalvm-ce;         default;        61.530
        graalvm-ce;         default;        73.850
        graalvm-ce;         default;        58.120
        graalvm-ce;         default;        57.660
        graalvm-ce;         default;        64.660
        graalvm-ce;         default;        72.600
        graalvm-ce;         default;        56.800
        graalvm-ce;         default;        56.780
        graalvm-ce;         default;        71.050
        graalvm-ce;         default;        67.640
        graalvm-ce;         default;        59.340
        graalvm-ce;         default;        60.170
        graalvm-ce;         default;        76.280
        graalvm-ce;         default;        66.510
        graalvm-ce;         default;        62.120
        graalvm-ce;         default;        65.090
        graalvm-ce;         default;        78.450
        graalvm-ce;         default;        67.970
        graalvm-ce;         default;        63.800
        graalvm-ce;         default;        73.280
        graalvm-ce;         default;        76.680
        graalvm-ce;         default;        63.720
        graalvm-ce;         default;        63.800
        graalvm-ce;         default;        81.010
        graalvm-ce;         default;        67.570
        graalvm-ce;         default;        60.770
        graalvm-ce;         default;        64.700
        graalvm-ce;         default;        79.660
        graalvm-ce;         default;        64.130
        graalvm-ce;         default;        62.660
        graalvm-ce;         default;        71.330
        graalvm-ce;         default;        77.400
        graalvm-ce;         default;        61.270
        graalvm-ce;         default;        63.280
        graalvm-ce;         default;        79.930
        graalvm-ce;         default;        68.790
        graalvm-ce;         default;        60.490
        graalvm-ce;         default;        65.100
        graalvm-ce;         default;        80.120
        graalvm-ce;         default;        65.520
        graalvm-ce;         default;        59.940
        graalvm-ce;         default;        71.910
        graalvm-ce;         default;        75.170
        graalvm-ce;         default;        59.300
        graalvm-ce;         default;        58.930
        graalvm-ce;         default;        73.680
        graalvm-ce;         default;        69.220
        graalvm-ce;         default;        59.510
        graalvm-ce;         default;        59.210
        graalvm-ce;         default;        76.200
        graalvm-ce;         default;        63.850
        graalvm-ce;         default;        57.220
        graalvm-ce;         default;        60.510
        graalvm-ce;         default;        74.680
        graalvm-ce;         default;        62.790
        graalvm-ce;         default;        58.180
        graalvm-ce;         default;        62.760
        graalvm-ce;         default;        76.390
        graalvm-ce;         default;        63.310
        graalvm-ce;         default;        58.180
        graalvm-ce;         default;        59.280
        graalvm-ce;         default;        73.000
        graalvm-ce;         default;        62.310
        graalvm-ce;         default;        55.970
        graalvm-ce;         default;        58.850
        graalvm-ce;         default;        74.370
        graalvm-ce;         default;        60.100
        graalvm-ce;         default;        56.690
        graalvm-ce;         default;        66.850
        graalvm-ce;         default;        72.870
        graalvm-ce;         default;        59.070
        graalvm-ce;         default;        58.300
        graalvm-ce;         default;        75.110
        graalvm-ce;         default;        68.570
        graalvm-ce;         default;        55.950
        graalvm-ce;         default;        58.750
        graalvm-ce;         default;        75.300
        graalvm-ce;         default;        65.120
        graalvm-ce;         default;        56.560
        graalvm-ce;         default;        60.990
        graalvm-ce;         default;        76.060
        graalvm-ce;         default;        64.780
        graalvm-ce;         default;        58.850
        graalvm-ce;         default;        65.300
        graalvm-ce;         default;        77.970
        graalvm-ce;         default;        58.860
        graalvm-ce;         default;        57.950
        graalvm-ce;         default;        70.230
        graalvm-ce;         default;        69.500
        graalvm-ce;         default;        53.490
        graalvm-ce;         default;        56.860
        graalvm-ce;         default;        69.480
        graalvm-ce;         default;        65.280
        graalvm-ce;         default;        54.020
        graalvm-ce;         default;        55.080
        graalvm-ce;         default;        70.610
        graalvm-ce;         default;        63.970
        graalvm-ce;         default;        56.190
        graalvm-ce;         default;        55.140
        graalvm-ce;         default;        68.630
        graalvm-ce;         default;        62.870
        graalvm-ce;         default;        54.800
        graalvm-ce;         default;        56.710
        graalvm-ce;         default;        70.770
        graalvm-ce;         default;        61.470
        graalvm-ce;         default;        54.410
        graalvm-ce;         default;        56.470
        graalvm-ce;         default;        72.740
        graalvm-ce;         default;        60.710
        graalvm-ce;         default;        54.530
        graalvm-ce;         default;        58.500
        graalvm-ce;         default;        73.240
        graalvm-ce;         default;        62.790
        graalvm-ce;         default;        55.430
        graalvm-ce;         default;        58.670
        graalvm-ce;         default;        77.690
        graalvm-ce;         default;        67.010
        graalvm-ce;         default;        58.550
        graalvm-ce;         default;        60.060
        graalvm-ce;         default;        73.580
        graalvm-ce;         default;        65.400
        graalvm-ce;         default;        59.620
        graalvm-ce;         default;        64.060
        graalvm-ce;         default;        75.990
        graalvm-ce;         default;        62.990
        graalvm-ce;         default;        61.470
        graalvm-ce;         default;        73.260
        graalvm-ce;         default;        67.570
        graalvm-ce;         default;        58.820
        graalvm-ce;         default;        60.730
        graalvm-ce;         default;        77.720
        graalvm-ce;         default;        62.630
        graalvm-ce;         default;        57.890
        graalvm-ce;         default;        65.000
        graalvm-ce;         default;        78.220
        graalvm-ce;         default;        62.360
        graalvm-ce;         default;        61.610
        graalvm-ce;         default;        70.250
        graalvm-ce;         default;        70.810
        graalvm-ce;         default;        59.100
        graalvm-ce;         default;        61.300
        graalvm-ce;         default;        80.060
        graalvm-ce;         default;        65.550
        graalvm-ce;         default;        56.430
        graalvm-ce;         default;        57.060
        graalvm-ce;         default;        74.340
        graalvm-ce;         default;        61.690
        graalvm-ce;         default;        56.900
        graalvm-ce;         default;        60.230
        graalvm-ce;         default;        75.880
        graalvm-ce;         default;        60.510
        graalvm-ce;         default;        55.940
        graalvm-ce;         default;        62.850
        graalvm-ce;         default;        73.820
        graalvm-ce;         default;        62.380
        graalvm-ce;         default;        64.070
        graalvm-ce;         default;        75.190
        graalvm-ce;         default;        69.180
        graalvm-ce;         default;        61.670
        graalvm-ce;         default;        61.770
        graalvm-ce;         default;        78.150
        graalvm-ce;         default;        65.010
        graalvm-ce;         default;        61.010
        graalvm-ce;         default;        66.060
        graalvm-ce;         default;        77.400
        graalvm-ce;         default;        60.420
        graalvm-ce;         default;        56.090
        graalvm-ce;         default;        64.300
        graalvm-ce;         default;        72.900
        graalvm-ce;         default;        58.850
        graalvm-ce;         default;        56.740
        graalvm-ce;         default;        64.700
        graalvm-ce;         default;        74.790
        graalvm-ce;         default;        60.870
        graalvm-ce;         default;        58.780
        graalvm-ce;         default;        74.390
        graalvm-ce;         default;        65.990
        graalvm-ce;         default;        58.250
        graalvm-ce;         default;        59.060
        graalvm-ce;         default;        76.830
        graalvm-ce;         default;        67.280
        graalvm-ce;         default;        56.470
        graalvm-ce;         default;        58.990
        graalvm-ce;         default;        75.200
        graalvm-ce;         default;        62.340
        graalvm-ce;         default;        59.130
        graalvm-ce;         default;        64.330
        graalvm-ce;         default;        77.470
        graalvm-ce;         default;        61.800
        graalvm-ce;         default;        58.290
        graalvm-ce;         default;        68.430
        graalvm-ce;         default;        75.300
        graalvm-ce;         default;        58.480
        graalvm-ce;         default;        60.700
        graalvm-ce;         default;        75.200
        graalvm-ce;         default;        65.980
        graalvm-ce;         default;        55.930
        graalvm-ce;         default;        60.310
        graalvm-ce;         default;        76.000
        graalvm-ce;         default;        62.740
        graalvm-ce;         default;        57.680
        graalvm-ce;         default;        65.720
        graalvm-ce;         default;        79.890
        graalvm-ce;         default;        66.510
        graalvm-ce;         default;        61.540
        graalvm-ce;         default;        69.390
        graalvm-ce;         default;        76.860
        graalvm-ce;         default;        60.990
        graalvm-ce;         default;        61.630
        graalvm-ce;         default;        80.250
        graalvm-ce;         default;        66.390
        graalvm-ce;         default;        56.300
        graalvm-ce;         default;        60.730
        graalvm-ce;         default;        77.560
        graalvm-ce;         default;        66.840
        graalvm-ce;         default;        60.540
        graalvm-ce;         default;        70.640
        graalvm-ce;         default;        78.070
        graalvm-ce;         default;        60.350
        graalvm-ce;         default;        63.410
        graalvm-ce;         default;        79.680
        graalvm-ce;         default;        69.950
        graalvm-ce;         default;        61.510
        graalvm-ce;         default;        63.970
        graalvm-ce;         default;        77.860
        graalvm-ce;         default;        65.390
        graalvm-ce;         default;        60.820
        graalvm-ce;         default;        70.330
        graalvm-ce;         default;        77.170
        graalvm-ce;         default;        61.030
        graalvm-ce;         default;        59.840
        graalvm-ce;         default;        75.390
        graalvm-ce;         default;        68.430
        graalvm-ce;         default;        58.080
        graalvm-ce;         default;        61.770
        graalvm-ce;         default;        77.750
        graalvm-ce;         default;        66.070
        graalvm-ce;         default;        60.950
        graalvm-ce;         default;        66.320
        graalvm-ce;         default;        78.950
        graalvm-ce;         default;        67.000
        graalvm-ce;         default;        63.610
        graalvm-ce;         default;        72.160
        graalvm-ce;         default;        71.750
        graalvm-ce;         default;        61.550
        graalvm-ce;         default;        65.270
        graalvm-ce;         default;        79.080
        graalvm-ce;         default;        68.280
        graalvm-ce;         default;        61.390
        graalvm-ce;         default;        68.340
        graalvm-ce;         default;        78.730
        graalvm-ce;         default;        61.570
        graalvm-ce;         default;        61.690
        graalvm-ce;         default;        74.080
        graalvm-ce;         default;        72.820
        graalvm-ce;         default;        61.240
        graalvm-ce;         default;        64.970
        graalvm-ce;         default;        78.570
        graalvm-ce;         default;        67.460
        graalvm-ce;         default;        61.260
        graalvm-ce;         default;        68.060
        graalvm-ce;         default;        80.190
        graalvm-ce;         default;        61.160
        graalvm-ce;         default;        59.060
        graalvm-ce;         default;        67.800
        graalvm-ce;         default;        70.320
        graalvm-ce;         default;        56.120
        graalvm-ce;         default;        58.110
        graalvm-ce;         default;        72.760
        graalvm-ce;         default;        65.290
        graalvm-ce;         default;        57.760
        graalvm-ce;         default;        57.040
        graalvm-ce;         default;        75.510
        graalvm-ce;         default;        63.460
        graalvm-ce;         default;        57.550
        graalvm-ce;         default;        61.630
        graalvm-ce;         default;        75.680
        graalvm-ce;         default;        60.010
        graalvm-ce;         default;        53.840
        graalvm-ce;         default;        61.120
        graalvm-ce;         default;        73.600
        graalvm-ce;         default;        58.300
        graalvm-ce;         default;        54.510
        graalvm-ce;         default;        58.920
        graalvm-ce;         default;        72.870
        graalvm-ce;         default;        61.690
        graalvm-ce;         default;        57.130
        graalvm-ce;         default;        64.030
        graalvm-ce;         default;        73.260
        graalvm-ce;         default;        56.480
        graalvm-ce;         default;        56.250
        graalvm-ce;         default;        64.030
        graalvm-ce;         default;        69.360
        graalvm-ce;         default;        57.620
        graalvm-ce;         default;        57.630
        graalvm-ce;         default;        71.940
        graalvm-ce;         default;        69.870
        graalvm-ce;         default;        57.910
        graalvm-ce;         default;        57.500
        graalvm-ce;         default;        75.850
        graalvm-ce;         default;        63.890
        graalvm-ce;         default;        55.920
        graalvm-ce;         default;        57.480
        graalvm-ce;         default;        76.290
        graalvm-ce;         default;        66.180
        graalvm-ce;         default;        58.630
        graalvm-ce;         default;        61.940
        graalvm-ce;         default;        79.190
        graalvm-ce;         default;        65.040
        graalvm-ce;         default;        58.450
        graalvm-ce;         default;        65.400
        graalvm-ce;         default;        78.010
        graalvm-ce;         default;        60.370
        graalvm-ce;         default;        58.920
        graalvm-ce;         default;        75.010
        graalvm-ce;         default;        68.760
        graalvm-ce;         default;        61.010
        graalvm-ce;         default;        59.390
        graalvm-ce;         default;        76.820
        graalvm-ce;         default;        65.470
        graalvm-ce;         default;        63.850
        graalvm-ce;         default;        65.030
        graalvm-ce;         default;        77.500
        graalvm-ce;         default;        65.190
        graalvm-ce;         default;        59.920
        graalvm-ce;         default;        73.660
        graalvm-ce;         default;        64.360
        graalvm-ce;         default;        58.850
        graalvm-ce;         default;        60.190
        graalvm-ce;         default;        79.090
        graalvm-ce;         default;        63.620
        graalvm-ce;         default;        58.910
        graalvm-ce;         default;        64.630
        graalvm-ce;         default;        78.080
        graalvm-ce;         default;        60.940
        graalvm-ce;         default;        57.680
        graalvm-ce;         default;        70.160
        graalvm-ce;         default;        74.020
        graalvm-ce;         default;        59.630
        graalvm-ce;         default;        58.950
        graalvm-ce;         default;        76.150
        graalvm-ce;         default;        68.900
        graalvm-ce;         default;        60.030
        graalvm-ce;         default;        66.360
        graalvm-ce;         default;        79.670
        graalvm-ce;         default;        64.730
        graalvm-ce;         default;        60.170
        graalvm-ce;         default;        72.010
        graalvm-ce;         default;        77.550
        graalvm-ce;         default;        60.190
        graalvm-ce;         default;        59.570
        graalvm-ce;         default;        75.300
        graalvm-ce;         default;        69.760
        graalvm-ce;         default;        63.530
        graalvm-ce;         default;        63.540
        graalvm-ce;         default;        82.700
        graalvm-ce;         default;        68.530
        graalvm-ce;         default;        62.410
        graalvm-ce;         default;        66.670
        graalvm-ce;         default;        82.360
        graalvm-ce;         default;        68.230
        graalvm-ce;         default;        63.890
        graalvm-ce;         default;        71.340
        graalvm-ce;         default;        79.010
        graalvm-ce;         default;        62.850
        graalvm-ce;         default;        65.210
        graalvm-ce;         default;        83.400
        graalvm-ce;         default;        71.600
        graalvm-ce;         default;        62.030
        graalvm-ce;         default;        66.370
        graalvm-ce;         default;        79.150
        graalvm-ce;         default;        64.550
        graalvm-ce;         default;        59.880
        graalvm-ce;         default;        70.300
        graalvm-ce;         default;        77.840
        graalvm-ce;         default;        58.560
        graalvm-ce;         default;        60.370
        graalvm-ce;         default;        74.320
        graalvm-ce;         default;        68.020
        graalvm-ce;         default;        58.960
        graalvm-ce;         default;        62.570
        graalvm-ce;         default;        76.780
        graalvm-ce;         default;        65.100
        graalvm-ce;         default;        58.450
        graalvm-ce;         default;        63.700
        graalvm-ce;         default;        77.330
        graalvm-ce;         default;        62.820
        graalvm-ce;         default;        58.050
        graalvm-ce;         default;        66.860
        graalvm-ce;         default;        77.430
        graalvm-ce;         default;        59.270
        graalvm-ce;         default;        60.780
        graalvm-ce;         default;        76.840
        graalvm-ce;         default;        71.500
        graalvm-ce;         default;        60.180
        graalvm-ce;         default;        59.030
        graalvm-ce;         default;        77.200
        graalvm-ce;         default;        65.260
        graalvm-ce;         default;        58.640
        graalvm-ce;         default;        65.260
        graalvm-ce;         default;        76.720
        graalvm-ce;         default;        61.940
        graalvm-ce;         default;        60.260
        graalvm-ce;         default;        69.620
        graalvm-ce;         default;        75.930
        graalvm-ce;         default;        58.340
        graalvm-ce;         default;        58.760
        graalvm-ce;         default;        75.600
        graalvm-ce;         default;        68.150
        graalvm-ce;         default;        57.460
        graalvm-ce;         default;        57.820
        graalvm-ce;         default;        76.390
        graalvm-ce;         default;        67.330
        graalvm-ce;         default;        65.730
        graalvm-ce;         default;        65.890
        graalvm-ce;         default;        78.940
        graalvm-ce;         default;        64.860
        graalvm-ce;         default;        65.850
        graalvm-ce;         default;        75.130
        graalvm-ce;         default;        68.820
        graalvm-ce;         default;        59.040
        graalvm-ce;         default;        63.700
        graalvm-ce;         default;        78.060
        graalvm-ce;         default;        62.650
        graalvm-ce;         default;        58.420
        graalvm-ce;         default;        68.470
        graalvm-ce;         default;        75.740
        graalvm-ce;         default;        59.490
        graalvm-ce;         default;        60.310
        graalvm-ce;         default;        76.090
        graalvm-ce;         default;        68.350
        graalvm-ce;         default;        57.930
        graalvm-ce;         default;        65.030
        graalvm-ce;         default;        77.020
        graalvm-ce;         default;        63.500
        graalvm-ce;         default;        57.650
        graalvm-ce;         default;        65.680
        graalvm-ce;         default;        77.340
        graalvm-ce;         default;        62.960
        graalvm-ce;         default;        58.400
        graalvm-ce;         default;        68.280
        graalvm-ce;         default;        73.850
        graalvm-ce;         default;        62.660
        graalvm-ce;         default;        64.820
        graalvm-ce;         default;        80.140
        graalvm-ce;         default;        70.350
        graalvm-ce;         default;        60.540
        graalvm-ce;         default;        65.830
        graalvm-ce;         default;        78.510
        graalvm-ce;         default;        65.590
        graalvm-ce;         default;        60.800
        graalvm-ce;         default;        67.790
        graalvm-ce;         default;        77.910
        graalvm-ce;         default;        60.370
        graalvm-ce;         default;        64.320
        graalvm-ce;         default;        80.880
        graalvm-ce;         default;        69.840
        graalvm-ce;         default;        62.230
        graalvm-ce;         default;        63.000
        graalvm-ce;         default;        78.240
        graalvm-ce;         default;        65.410
        graalvm-ce;         default;        62.650
        graalvm-ce;         default;        69.810
        graalvm-ce;         default;        74.070
        graalvm-ce;         default;        62.370
        graalvm-ce;         default;        59.210
        graalvm-ce;         default;        73.380
        graalvm-ce;         default;        67.160
        graalvm-ce;         default;        58.590
        graalvm-ce;         default;        61.660
        graalvm-ce;         default;        77.190
        graalvm-ce;         default;        62.270
        graalvm-ce;         default;        56.940
        graalvm-ce;         default;        59.960
        graalvm-ce;         default;        74.440
        graalvm-ce;         default;        63.570
        graalvm-ce;         default;        59.220
        graalvm-ce;         default;        62.850
        graalvm-ce;         default;        74.140
        graalvm-ce;         default;        60.990
        graalvm-ce;         default;        56.920
        graalvm-ce;         default;        64.000
        graalvm-ce;         default;        74.120
        graalvm-ce;         default;        57.840
        graalvm-ce;         default;        57.850
        graalvm-ce;         default;        69.070
        graalvm-ce;         default;        69.510
        graalvm-ce;         default;        60.850
        graalvm-ce;         default;        58.230
        graalvm-ce;         default;        75.580
        graalvm-ce;         default;        63.970
        graalvm-ce;         default;        56.290
        graalvm-ce;         default;        56.390
        graalvm-ce;         default;        74.420
        graalvm-ce;         default;        60.720
        graalvm-ce;         default;        57.530
        graalvm-ce;         default;        61.240
        graalvm-ce;         default;        75.670
        graalvm-ce;         default;        60.120
        graalvm-ce;         default;        54.240
        graalvm-ce;         default;        61.300
        graalvm-ce;         default;        74.930
        graalvm-ce;         default;        61.660
        graalvm-ce;         default;        58.050
        graalvm-ce;         default;        61.070
        graalvm-ce;         default;        73.700
        graalvm-ce;         default;        61.150
        graalvm-ce;         default;        59.890
        graalvm-ce;         default;        70.940
        graalvm-ce;         default;        73.430
        graalvm-ce;         default;        59.820
        graalvm-ce;         default;        63.600
        graalvm-ce;         default;        78.970
        graalvm-ce;         default;        65.830
        graalvm-ce;         default;        61.840
        graalvm-ce;         default;        64.310
        graalvm-ce;         default;        79.850
        graalvm-ce;         default;        64.850
        graalvm-ce;         default;        59.540
        graalvm-ce;         default;        75.380
        graalvm-ce;         default;        76.780
        graalvm-ce;         default;        61.730
        graalvm-ce;         default;        62.150
        graalvm-ce;         default;        78.680
        graalvm-ce;         default;        65.900
        graalvm-ce;         default;        58.260
        graalvm-ce;         default;        63.430
        graalvm-ce;         default;        75.830
        graalvm-ce;         default;        60.460
        graalvm-ce;         default;        56.670
        graalvm-ce;         default;        61.860
        graalvm-ce;         default;        72.970
        graalvm-ce;         default;        61.160
        graalvm-ce;         default;        57.060
        graalvm-ce;         default;        66.490
        graalvm-ce;         default;        74.220
        graalvm-ce;         default;        62.600
        graalvm-ce;         default;        61.390
        graalvm-ce;         default;        75.130
        graalvm-ce;         default;        64.420
        graalvm-ce;         default;        58.050
        graalvm-ce;         default;        62.260
        graalvm-ce;         default;        77.160
        graalvm-ce;         default;        64.270
        graalvm-ce;         default;        58.900
        graalvm-ce;         default;        64.910
        graalvm-ce;         default;        77.410
        graalvm-ce;         default;        59.090
        graalvm-ce;         default;        62.350
        graalvm-ce;         default;        70.400
        graalvm-ce;         default;        72.980
        graalvm-ce;         default;        58.780
        graalvm-ce;         default;        60.340
        graalvm-ce;         default;        76.960
        graalvm-ce;         default;        65.690
        graalvm-ce;         default;        60.270
        graalvm-ce;         default;        63.270
        graalvm-ce;         default;        76.420
        graalvm-ce;         default;        61.200
        graalvm-ce;         default;        57.820
        graalvm-ce;         default;        66.540
        graalvm-ce;         default;        76.900
        graalvm-ce;         default;        59.870
        graalvm-ce;         default;        58.860
        graalvm-ce;         default;        68.490
        graalvm-ce;         default;        66.680
        graalvm-ce;         default;        18.540
        graalvm-ce;         default;         4.740
        graalvm-ce;         default;         7.520
        graalvm-ce;         default;         9.820
        graalvm-ce;         default;         8.320
        graalvm-ce;         default;         7.610
        graalvm-ce;         default;         7.520
        graalvm-ce;         default;         8.350
        graalvm-ce;         default;         4.020
        graalvm-ce;         default;         7.540
        graalvm-ce;         default;         9.610
        graalvm-ce;         default;         7.900
        graalvm-ce;         default;         7.880
        graalvm-ce;         default;         7.660
        graalvm-ce;         default;         9.530
        graalvm-ce;         default;         3.540
        graalvm-ce;         default;         7.630
        graalvm-ce;         default;         9.940
        graalvm-ce;         default;         8.080
        graalvm-ce;         default;        10.230
        graalvm-ce;         default;         7.980
        graalvm-ce;         default;         7.490
        graalvm-ce;         default;         6.470
        graalvm-ce;         default;         9.190
        graalvm-ce;         default;        10.590
        graalvm-ce;         default;         7.670
        graalvm-ce;         default;         7.510
        graalvm-ce;         default;         7.760
        graalvm-ce;         default;         8.180
        graalvm-ce;         default;         8.650
        graalvm-ce;         default;         7.290
        graalvm-ce;         default;        10.920
        graalvm-ce;         default;         7.530
        graalvm-ce;         default;         7.440
        graalvm-ce;         default;         7.340
        graalvm-ce;         default;         6.850
        graalvm-ce;         default;         6.950
        graalvm-ce;         default;         5.340
        graalvm-ce;         default;         7.380
        graalvm-ce;         default;         6.660
        graalvm-ce;         default;         7.670
        graalvm-ce;         default;         7.080
        graalvm-ce;         default;        10.300
        graalvm-ce;         default;         5.970
        graalvm-ce;         default;         8.560
        graalvm-ce;         default;         7.180
        graalvm-ce;         default;         7.310
        graalvm-ce;         default;         6.700
        graalvm-ce;         default;         9.930
        graalvm-ce;         default;         8.160
        graalvm-ce;         default;         7.560
        graalvm-ce;         default;         3.590
        graalvm-ce;         default;         5.980
        graalvm-ce;         default;        10.010
        graalvm-ce;         default;        13.760
        graalvm-ce;         default;         8.640
        graalvm-ce;         default;         8.980
        graalvm-ce;         default;         7.690
        graalvm-ce;         default;         5.150
        graalvm-ce;         default;         9.810
        graalvm-ce;         default;         7.810
        graalvm-ce;         default;         9.310
        graalvm-ce;         default;         7.060
        graalvm-ce;         default;         6.820
        graalvm-ce;         default;         7.620
        graalvm-ce;         default;         5.410
        graalvm-ce;         default;         4.570
        graalvm-ce;         default;         7.080
        graalvm-ce;         default;         9.470
        graalvm-ce;         default;         7.160
        graalvm-ce;         default;         7.080
        graalvm-ce;         default;         7.800
        graalvm-ce;         default;         6.850
        graalvm-ce;         default;         3.710
        graalvm-ce;         default;         9.110
        graalvm-ce;         default;         7.350
        graalvm-ce;         default;         7.270
        graalvm-ce;         default;         6.900
        graalvm-ce;         default;         8.160
        graalvm-ce;         default;         8.650
        graalvm-ce;         default;        21.840
        graalvm-ce;         default;        13.220
        graalvm-ce;         default;        14.730
        graalvm-ce;         default;        16.190
        graalvm-ce;         default;        39.940
        graalvm-ce;         default;        28.310
        graalvm-ce;         default;        13.480
        graalvm-ce;         default;        12.750
        graalvm-ce;         default;        15.330
        graalvm-ce;         default;        21.710
        graalvm-ce;         default;        18.670
        graalvm-ce;         default;        20.740
        graalvm-ce;         default;        14.390
        graalvm-ce;         default;        14.230
        graalvm-ce;         default;        12.940
        graalvm-ce;         default;        13.830
        graalvm-ce;         default;        13.320
        graalvm-ce;         default;        12.120
        graalvm-ce;         default;        12.010
     azul-prime-vm;         default;        26.710
     azul-prime-vm;         default;        25.560
     azul-prime-vm;         default;        25.030
     azul-prime-vm;         default;        53.410
     azul-prime-vm;         default;        71.090
     azul-prime-vm;         default;        61.100
     azul-prime-vm;         default;        65.530
     azul-prime-vm;         default;        79.220
     azul-prime-vm;         default;        79.940
     azul-prime-vm;         default;        74.170
     azul-prime-vm;         default;        72.780
     azul-prime-vm;         default;        79.460
     azul-prime-vm;         default;        80.170
     azul-prime-vm;         default;        80.250
     azul-prime-vm;         default;        79.970
     azul-prime-vm;         default;        81.090
     azul-prime-vm;         default;        79.000
     azul-prime-vm;         default;        66.250
     azul-prime-vm;         default;        69.210
     azul-prime-vm;         default;        80.230
     azul-prime-vm;         default;        80.630
     azul-prime-vm;         default;        78.500
     azul-prime-vm;         default;        76.740
     azul-prime-vm;         default;        76.910
     azul-prime-vm;         default;        79.280
     azul-prime-vm;         default;        80.670
     azul-prime-vm;         default;        77.490
     azul-prime-vm;         default;        77.720
     azul-prime-vm;         default;        76.710
     azul-prime-vm;         default;        77.840
     azul-prime-vm;         default;        76.440
     azul-prime-vm;         default;        78.010
     azul-prime-vm;         default;        75.570
     azul-prime-vm;         default;        52.820
     azul-prime-vm;         default;        46.320
     azul-prime-vm;         default;        40.310
     azul-prime-vm;         default;        29.570
     azul-prime-vm;         default;        68.840
     azul-prime-vm;         default;        79.940
     azul-prime-vm;         default;        76.350
     azul-prime-vm;         default;        74.150
     azul-prime-vm;         default;        79.370
     azul-prime-vm;         default;        80.900
     azul-prime-vm;         default;        78.610
     azul-prime-vm;         default;        78.900
     azul-prime-vm;         default;        80.090
     azul-prime-vm;         default;        79.960
     azul-prime-vm;         default;        83.300
     azul-prime-vm;         default;        79.120
     azul-prime-vm;         default;        78.270
     azul-prime-vm;         default;        83.370
     azul-prime-vm;         default;        80.880
     azul-prime-vm;         default;        77.840
     azul-prime-vm;         default;        82.400
     azul-prime-vm;         default;        78.620
     azul-prime-vm;         default;        69.060
     azul-prime-vm;         default;        76.560
     azul-prime-vm;         default;        73.460
     azul-prime-vm;         default;        80.220
     azul-prime-vm;         default;        80.090
     azul-prime-vm;         default;        81.750
     azul-prime-vm;         default;        86.490
     azul-prime-vm;         default;        81.320
     azul-prime-vm;         default;        85.050
     azul-prime-vm;         default;        78.380
     azul-prime-vm;         default;        79.650
     azul-prime-vm;         default;        79.740
     azul-prime-vm;         default;        81.590
     azul-prime-vm;         default;        78.380
     azul-prime-vm;         default;        78.750
     azul-prime-vm;         default;        78.360
     azul-prime-vm;         default;        76.700
     azul-prime-vm;         default;        78.750
