Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2   SEN3 TCPU_P iwlwif acpitz INT340
13:41:48   0.0   0.0   0.0 100.0   0.0    1    354    285    0    0    0   5.30    0.00   1.38   0.37   3.55  52.05  52.00  41.05  41.05  52.00  34.00  66.00  20.00
13:41:49   0.0   0.0   0.0 100.0   0.0    1    218     93    0    0    0   2.21    0.00   0.56   0.08   1.57  50.05  50.00  41.05  41.05  50.00  34.00  66.00  20.00
13:41:50   0.1   0.0   0.2  99.7   0.0    2    341    240    4    3    3   7.41    0.00   1.89   0.40   5.11  51.05  51.00  41.05  41.05  51.00  34.00  55.00  20.00
13:41:51  30.6   0.0   2.8  66.7   0.0    6  24902  19599   65    0    0 101.93    0.00  29.98  24.21  47.74  66.05  66.00  41.05  41.05  66.00  34.00  55.00  20.00
13:41:52  11.1   0.0   0.1  88.8   0.0    2   6295   3233    0    0    1  52.09    0.00  15.13   9.95  27.01  57.05  57.00  41.05  41.05  57.00  36.00  63.00  20.00
13:41:53   4.3   0.0   0.0  95.6   0.0    2    541    718    0    0    0  38.58    0.00  11.38   6.17  21.02  57.05  57.00  41.05  41.05  57.00  34.00  63.00  20.00
13:41:54   4.2   0.0   0.0  95.8   0.0    2    623    734    0    0    0  37.02    0.00  11.01   6.01  20.00  57.05  57.00  41.05  41.05  57.00  34.00  63.00  20.00
13:41:55   4.2   0.0   0.0  95.8   0.0    2    652    749    0    0    1  37.04    0.01  10.98   5.97  20.08  57.05  57.00  41.05  41.05  57.00  34.00  58.00  20.00
13:41:56   4.2   0.0   0.0  95.7   0.0    2    668    673    0    0    0  37.82    0.00  11.13   5.94  20.75  57.05  57.00  41.05  41.05  57.00  34.00  58.00  20.00
13:41:57   4.2   0.0   0.0  95.8   0.0    2    539    708    0    0    0  51.64    0.00  15.66  10.97  25.01  67.05  67.00  41.05  41.05  67.00  34.00  58.00  20.00
13:41:58   4.2   0.0   0.0  95.8   0.0    2    599    700    0    0    0  51.77    0.00  15.69  10.99  25.08  67.05  67.00  41.05  41.05  67.00  34.00  67.00  20.00
13:41:59   4.2   0.0   0.0  95.7   0.0    2    632    723    0    0    0  51.89    0.00  15.72  11.02  25.15  67.05  67.00  41.05  41.05  67.00  34.00  67.00  20.00
13:42:00   4.2   0.0   0.0  95.8   0.0    3    671    671    0    0    0  51.85    0.00  15.71  11.01  25.12  67.05  67.00  41.05  41.05  67.00  34.00  68.00  20.00
13:42:01   4.2   0.0   0.0  95.8   0.0    2    543    634    0    0    0  51.76    0.00  15.70  11.00  25.06  67.05  67.00  41.05  41.05  67.00  34.00  68.00  20.00
13:42:02   4.2   0.0   0.0  95.7   0.1    2    649    762    1    0    0  52.91    0.00  15.92  11.03  25.97  67.05  67.00  41.05  40.05  67.00  34.00  68.00  20.00
13:42:03   4.1   0.0   0.0  95.8   0.0    2    526    692    0    0    0  51.86    0.00  15.72  11.03  25.11  67.05  67.00  41.05  40.05  67.00  34.00  68.00  20.00
13:42:04   4.2   0.0   0.0  95.8   0.0    2    657    743    0    0    0  51.93    0.00  15.77  11.00  25.16  67.05  67.00  41.05  40.05  68.00  34.00  68.00  20.00
13:42:05   4.2   0.0   0.0  95.8   0.0    2    536    694    0    0    0  51.87    0.00  15.73  11.01  25.13  67.05  67.00  41.05  40.05  67.00  34.00  68.00  20.00
13:42:06   4.2   0.0   0.0  95.8   0.0    2    606    702    0    0    0  51.81    0.00  15.72  11.02  25.08  67.05  67.00  41.05  40.05  67.00  34.00  68.00  20.00
13:42:07   4.2   0.0   0.0  95.8   0.0    2    556    717    0    0    0  51.85    0.00  15.72  11.02  25.10  68.05  68.00  41.05  41.05  68.00  34.00  68.00  20.00
13:42:08   4.2   0.0   0.0  95.7   0.0    2    638    727    0    0    0  52.92    0.00  15.92  11.04  25.96  68.05  68.00  41.05  41.05  68.00  34.00  68.00  20.00
13:42:09   4.2   0.0   0.0  95.8   0.0    2    546    571    0    0    0  51.74    0.00  15.69  11.00  25.05  67.05  67.00  41.05  41.05  67.00  34.00  68.00  20.00
13:42:10   4.1   0.0   0.0  95.9   0.0    2    598    689    0    0    0  51.79    0.00  15.71  11.01  25.08  67.05  67.00  41.05  41.05  67.00  34.00  68.00  20.00
13:42:11   4.2   0.0   0.0  95.7   0.0    2    580    715    0    0    0  51.93    0.00  15.73  11.03  25.17  67.05  67.00  41.05  41.05  67.00  34.00  68.00  20.00
13:42:12   4.2   0.0   0.0  95.8   0.0    2    644    723    0    0    0  51.89    0.00  15.72  11.02  25.14  67.05  67.00  41.05  41.05  68.00  34.00  68.00  20.00
