          Category;                      Type;  Run Identifier;  Sample Identifier;         Score;  Score Metric
      native-image;                merge_sort;         default;                 28;       101.580;  Power (Watt)
      native-image;                merge_sort;         default;                 29;       100.890;  Power (Watt)
      native-image;                merge_sort;         default;                 30;       101.070;  Power (Watt)
      native-image;                merge_sort;         default;                 31;       100.800;  Power (Watt)
      native-image;                merge_sort;         default;                 32;       100.960;  Power (Watt)
      native-image;                merge_sort;         default;                 33;        90.240;  Power (Watt)
      native-image;                merge_sort;         default;                 34;        83.590;  Power (Watt)
      native-image;                merge_sort;         default;                 35;        67.280;  Power (Watt)
      native-image;                merge_sort;         default;                 36;        59.940;  Power (Watt)
openjdk-hotspot-vm;                radix_sort;         default;                  1;         6.630;  Power (Watt)
openjdk-hotspot-vm;                radix_sort;         default;                  2;         2.160;  Power (Watt)
openjdk-hotspot-vm;                radix_sort;         default;                  3;         3.630;  Power (Watt)
openjdk-hotspot-vm;                radix_sort;         default;                  4;       107.660;  Power (Watt)
 eclipse-openj9-vm;                quick_sort;         default;                  1;        11.560;  Power (Watt)
 eclipse-openj9-vm;                quick_sort;         default;                  2;         7.680;  Power (Watt)
 eclipse-openj9-vm;                quick_sort;         default;                  3;        10.520;  Power (Watt)
 eclipse-openj9-vm;                quick_sort;         default;                  4;        48.280;  Power (Watt)
 eclipse-openj9-vm;                quick_sort;         default;                  5;        55.090;  Power (Watt)
 eclipse-openj9-vm;                quick_sort;         default;                  6;        58.700;  Power (Watt)
     azul-prime-vm;                quick_sort;         default;                  1;         4.220;  Power (Watt)
     azul-prime-vm;                quick_sort;         default;                  2;         1.780;  Power (Watt)
     azul-prime-vm;                quick_sort;         default;                  3;         2.460;  Power (Watt)
     azul-prime-vm;                quick_sort;         default;                  4;        97.910;  Power (Watt)
     azul-prime-vm;                quick_sort;         default;                  5;       103.950;  Power (Watt)
     azul-prime-vm;                quick_sort;         default;                  6;       100.730;  Power (Watt)
     azul-prime-vm;                quick_sort;         default;                  7;       104.950;  Power (Watt)
     azul-prime-vm;                quick_sort;         default;                  8;       102.060;  Power (Watt)
     azul-prime-vm;                quick_sort;         default;                  9;        77.470;  Power (Watt)
      native-image;                merge_sort;             pgo;                  1;         4.640;  Power (Watt)
      native-image;                merge_sort;             pgo;                  2;         4.770;  Power (Watt)
      native-image;                merge_sort;             pgo;                  3;         2.760;  Power (Watt)
      native-image;                merge_sort;             pgo;                  4;       103.340;  Power (Watt)
      native-image;                merge_sort;             pgo;                  5;       104.060;  Power (Watt)
      native-image;                merge_sort;             pgo;                  6;        80.320;  Power (Watt)
      native-image;                merge_sort;             pgo;                  7;        82.800;  Power (Watt)
      native-image;                merge_sort;             pgo;                  8;        71.070;  Power (Watt)
      native-image;                merge_sort;             pgo;                  9;       108.020;  Power (Watt)
      native-image;                merge_sort;             pgo;                 10;       111.570;  Power (Watt)
      native-image;                merge_sort;             pgo;                 11;       103.160;  Power (Watt)
      native-image;                merge_sort;             pgo;                 12;       101.980;  Power (Watt)
      native-image;                merge_sort;             pgo;                 13;       100.980;  Power (Watt)
      native-image;                merge_sort;             pgo;                 14;       101.540;  Power (Watt)
      native-image;                merge_sort;             pgo;                 15;       102.380;  Power (Watt)
      native-image;                merge_sort;             pgo;                 16;       109.150;  Power (Watt)
      native-image;                merge_sort;             pgo;                 17;       101.590;  Power (Watt)
      native-image;                merge_sort;             pgo;                 18;        97.680;  Power (Watt)
      native-image;                merge_sort;             pgo;                 19;        93.450;  Power (Watt)
      native-image;                merge_sort;             pgo;                 20;       102.290;  Power (Watt)
      native-image;                merge_sort;             pgo;                 21;       101.940;  Power (Watt)
      native-image;                merge_sort;             pgo;                 22;       100.840;  Power (Watt)
      native-image;                merge_sort;             pgo;                 23;       101.500;  Power (Watt)
      native-image;                merge_sort;             pgo;                 24;       100.990;  Power (Watt)
      native-image;                merge_sort;             pgo;                 25;       101.840;  Power (Watt)
      native-image;                merge_sort;             pgo;                 26;       101.020;  Power (Watt)
      native-image;                merge_sort;             pgo;                 27;       100.870;  Power (Watt)
      native-image;                merge_sort;             pgo;                 28;        96.960;  Power (Watt)
      native-image;                merge_sort;             pgo;                 29;       104.230;  Power (Watt)
      native-image;                merge_sort;             pgo;                 30;        67.470;  Power (Watt)
      native-image;                merge_sort;             pgo;                 31;         5.350;  Power (Watt)
      native-image;                merge_sort;             pgo;                 32;         2.850;  Power (Watt)
      native-image;                merge_sort;             pgo;                 33;         3.320;  Power (Watt)
      native-image;                merge_sort;             pgo;                 34;       107.890;  Power (Watt)
      native-image;                merge_sort;             pgo;                 35;       102.400;  Power (Watt)
      native-image;                merge_sort;             pgo;                 36;        71.690;  Power (Watt)
      native-image;                merge_sort;             pgo;                 37;        81.630;  Power (Watt)
      native-image;                merge_sort;             pgo;                 38;        72.480;  Power (Watt)
      native-image;                merge_sort;             pgo;                 39;        96.540;  Power (Watt)
      native-image;                merge_sort;             pgo;                 40;       119.980;  Power (Watt)
      native-image;                merge_sort;             pgo;                 41;       102.300;  Power (Watt)
      native-image;                merge_sort;             pgo;                 42;       102.990;  Power (Watt)
      native-image;                merge_sort;             pgo;                 43;       100.380;  Power (Watt)
      native-image;                merge_sort;             pgo;                 44;       102.210;  Power (Watt)
      native-image;                merge_sort;             pgo;                 45;        93.760;  Power (Watt)
      native-image;                merge_sort;             pgo;                 46;       111.560;  Power (Watt)
      native-image;                merge_sort;             pgo;                 47;       101.080;  Power (Watt)
      native-image;                merge_sort;             pgo;                 48;       107.250;  Power (Watt)
      native-image;                merge_sort;             pgo;                 49;        97.830;  Power (Watt)
      native-image;                merge_sort;             pgo;                 50;       108.360;  Power (Watt)
      native-image;                merge_sort;             pgo;                 51;       101.900;  Power (Watt)
      native-image;                merge_sort;             pgo;                 52;       100.460;  Power (Watt)
      native-image;                merge_sort;             pgo;                 53;       100.840;  Power (Watt)
      native-image;                merge_sort;             pgo;                 54;       101.130;  Power (Watt)
      native-image;                merge_sort;             pgo;                 55;       101.200;  Power (Watt)
      native-image;                merge_sort;             pgo;                 56;       101.220;  Power (Watt)
      native-image;                merge_sort;             pgo;                 57;        99.410;  Power (Watt)
      native-image;                merge_sort;             pgo;                 58;       103.180;  Power (Watt)
      native-image;                merge_sort;             pgo;                 59;        99.150;  Power (Watt)
      native-image;                merge_sort;             pgo;                 60;       102.800;  Power (Watt)
      native-image;                merge_sort;             pgo;                 61;       102.900;  Power (Watt)
      native-image;                merge_sort;             pgo;                 62;       102.670;  Power (Watt)
      native-image;                merge_sort;             pgo;                 63;       103.810;  Power (Watt)
      native-image;                merge_sort;             pgo;                 64;       105.060;  Power (Watt)
      native-image;                merge_sort;             pgo;                 65;       105.020;  Power (Watt)
      native-image;                merge_sort;             pgo;                 66;        95.040;  Power (Watt)
      native-image;                merge_sort;             pgo;                 67;       109.720;  Power (Watt)
      native-image;                merge_sort;             pgo;                 68;       104.360;  Power (Watt)
      native-image;                merge_sort;             pgo;                 69;       101.480;  Power (Watt)
      native-image;                merge_sort;             pgo;                 70;       103.890;  Power (Watt)
      native-image;                merge_sort;             pgo;                 71;        92.570;  Power (Watt)
      native-image;                merge_sort;             pgo;                 72;        73.740;  Power (Watt)
      native-image;                merge_sort;             pgo;                 73;        82.310;  Power (Watt)
      native-image;                merge_sort;             pgo;                 74;        66.880;  Power (Watt)
      native-image;                merge_sort;             pgo;                 75;        40.600;  Power (Watt)
      native-image;                merge_sort;             pgo;                 76;        33.610;  Power (Watt)
      native-image;                merge_sort;             pgo;                 77;        33.630;  Power (Watt)
      native-image;                merge_sort;             pgo;                 78;        49.790;  Power (Watt)
      native-image;                merge_sort;             pgo;                 79;        79.960;  Power (Watt)
      native-image;                merge_sort;             pgo;                 80;        46.230;  Power (Watt)
      native-image;                merge_sort;             pgo;                 81;        35.020;  Power (Watt)
      native-image;                merge_sort;             pgo;                 82;        33.710;  Power (Watt)
      native-image;                merge_sort;             pgo;                 83;        33.640;  Power (Watt)
      native-image;                merge_sort;             pgo;                 84;        43.740;  Power (Watt)
     azul-prime-vm;                radix_sort;         default;                  1;         3.860;  Power (Watt)
     azul-prime-vm;                radix_sort;         default;                  2;         2.160;  Power (Watt)
     azul-prime-vm;                radix_sort;         default;                  3;         2.280;  Power (Watt)
     azul-prime-vm;                radix_sort;         default;                  4;       105.350;  Power (Watt)
     azul-prime-vm;                radix_sort;         default;                  5;       106.930;  Power (Watt)
     azul-prime-vm;                radix_sort;         default;                  6;       102.370;  Power (Watt)
     azul-prime-vm;                radix_sort;         default;                  7;       105.560;  Power (Watt)
     azul-prime-vm;                radix_sort;         default;                  8;       102.010;  Power (Watt)
     azul-prime-vm;                radix_sort;         default;                  9;       101.990;  Power (Watt)
        graalvm-ce;                quick_sort;         default;                  1;         5.010;  Power (Watt)
        graalvm-ce;                quick_sort;         default;                  2;         2.270;  Power (Watt)
        graalvm-ce;                quick_sort;         default;                  3;         2.590;  Power (Watt)
        graalvm-ce;                quick_sort;         default;                  4;        93.050;  Power (Watt)
     azul-prime-vm;                merge_sort;         default;                  1;         4.210;  Power (Watt)
     azul-prime-vm;                merge_sort;         default;                  2;         2.370;  Power (Watt)
     azul-prime-vm;                merge_sort;         default;                  3;         4.370;  Power (Watt)
     azul-prime-vm;                merge_sort;         default;                  4;        99.790;  Power (Watt)
     azul-prime-vm;                merge_sort;         default;                  5;       105.980;  Power (Watt)
     azul-prime-vm;                merge_sort;         default;                  6;       101.430;  Power (Watt)
     azul-prime-vm;                merge_sort;         default;                  7;       105.860;  Power (Watt)
     azul-prime-vm;                merge_sort;         default;                  8;       100.780;  Power (Watt)
     azul-prime-vm;                merge_sort;         default;                  9;       101.520;  Power (Watt)
 eclipse-openj9-vm;                radix_sort;         default;                  1;         7.180;  Power (Watt)
 eclipse-openj9-vm;                radix_sort;         default;                  2;         3.260;  Power (Watt)
 eclipse-openj9-vm;                radix_sort;         default;                  3;         3.770;  Power (Watt)
 eclipse-openj9-vm;                radix_sort;         default;                  4;        45.670;  Power (Watt)
 eclipse-openj9-vm;                radix_sort;         default;                  5;        54.480;  Power (Watt)
 eclipse-openj9-vm;                radix_sort;         default;                  6;        61.970;  Power (Watt)
    oracle-graalvm;                merge_sort;         default;                  1;         4.380;  Power (Watt)
    oracle-graalvm;                merge_sort;         default;                  2;         1.930;  Power (Watt)
    oracle-graalvm;                merge_sort;         default;                  3;         2.710;  Power (Watt)
    oracle-graalvm;                merge_sort;         default;                  4;        90.720;  Power (Watt)
    oracle-graalvm;                merge_sort;         default;                  5;        79.460;  Power (Watt)
openjdk-hotspot-vm;                merge_sort;         default;                  1;         4.440;  Power (Watt)
openjdk-hotspot-vm;                merge_sort;         default;                  2;         1.720;  Power (Watt)
openjdk-hotspot-vm;                merge_sort;         default;                  3;         2.470;  Power (Watt)
openjdk-hotspot-vm;                merge_sort;         default;                  4;       108.390;  Power (Watt)
      native-image;                radix_sort;         default;                  1;         4.630;  Power (Watt)
      native-image;                radix_sort;         default;                  2;         1.990;  Power (Watt)
      native-image;                radix_sort;         default;                  3;         3.170;  Power (Watt)
      native-image;                radix_sort;         default;                  4;        70.640;  Power (Watt)
      native-image;                radix_sort;         default;                  5;        87.040;  Power (Watt)
      native-image;                radix_sort;         default;                  6;        76.490;  Power (Watt)
      native-image;                radix_sort;         default;                  7;       103.390;  Power (Watt)
      native-image;                radix_sort;         default;                  8;        87.400;  Power (Watt)
      native-image;                radix_sort;         default;                  9;        88.700;  Power (Watt)
      native-image;                radix_sort;         default;                 10;       118.580;  Power (Watt)
      native-image;                radix_sort;         default;                 11;       103.240;  Power (Watt)
      native-image;                radix_sort;         default;                 12;       100.220;  Power (Watt)
      native-image;                radix_sort;         default;                 13;       101.670;  Power (Watt)
      native-image;                radix_sort;         default;                 14;        93.390;  Power (Watt)
      native-image;                radix_sort;         default;                 15;       104.040;  Power (Watt)
      native-image;                radix_sort;         default;                 16;       101.450;  Power (Watt)
      native-image;                radix_sort;         default;                 17;       107.030;  Power (Watt)
      native-image;                radix_sort;         default;                 18;       101.700;  Power (Watt)
      native-image;                radix_sort;         default;                 19;       100.600;  Power (Watt)
      native-image;                radix_sort;         default;                 20;       101.380;  Power (Watt)
      native-image;                radix_sort;         default;                 21;       103.160;  Power (Watt)
      native-image;                radix_sort;         default;                 22;       100.930;  Power (Watt)
      native-image;                radix_sort;         default;                 23;       101.730;  Power (Watt)
      native-image;                radix_sort;         default;                 24;       100.890;  Power (Watt)
      native-image;                radix_sort;         default;                 25;       101.300;  Power (Watt)
      native-image;                radix_sort;         default;                 26;       102.580;  Power (Watt)
      native-image;                radix_sort;         default;                 27;       102.810;  Power (Watt)
      native-image;                radix_sort;         default;                 28;       102.940;  Power (Watt)
      native-image;                radix_sort;         default;                 29;       102.090;  Power (Watt)
      native-image;                radix_sort;         default;                 30;       100.940;  Power (Watt)
      native-image;                radix_sort;         default;                 31;       100.850;  Power (Watt)
      native-image;                radix_sort;         default;                 32;       101.040;  Power (Watt)
      native-image;                radix_sort;         default;                 33;       100.850;  Power (Watt)
      native-image;                radix_sort;         default;                 34;        97.410;  Power (Watt)
      native-image;                radix_sort;         default;                 35;       102.960;  Power (Watt)
      native-image;                radix_sort;         default;                 36;        82.120;  Power (Watt)
      native-image;                radix_sort;         default;                 37;        71.770;  Power (Watt)
        graalvm-ce;                radix_sort;         default;                  1;         4.560;  Power (Watt)
        graalvm-ce;                radix_sort;         default;                  2;         2.070;  Power (Watt)
        graalvm-ce;                radix_sort;         default;                  3;         2.600;  Power (Watt)
        graalvm-ce;                radix_sort;         default;                  4;        98.830;  Power (Watt)
      native-image;                quick_sort;         default;                  1;         4.390;  Power (Watt)
      native-image;                quick_sort;         default;                  2;         2.090;  Power (Watt)
      native-image;                quick_sort;         default;                  3;         2.590;  Power (Watt)
      native-image;                quick_sort;         default;                  4;       106.270;  Power (Watt)
      native-image;                quick_sort;         default;                  5;       102.700;  Power (Watt)
      native-image;                quick_sort;         default;                  6;        74.960;  Power (Watt)
      native-image;                quick_sort;         default;                  7;        86.150;  Power (Watt)
      native-image;                quick_sort;         default;                  8;        79.170;  Power (Watt)
      native-image;                quick_sort;         default;                  9;       113.620;  Power (Watt)
      native-image;                quick_sort;         default;                 10;       104.300;  Power (Watt)
      native-image;                quick_sort;         default;                 11;       103.700;  Power (Watt)
      native-image;                quick_sort;         default;                 12;       102.380;  Power (Watt)
      native-image;                quick_sort;         default;                 13;       100.100;  Power (Watt)
      native-image;                quick_sort;         default;                 14;       101.140;  Power (Watt)
      native-image;                quick_sort;         default;                 15;        95.570;  Power (Watt)
      native-image;                quick_sort;         default;                 16;       107.450;  Power (Watt)
      native-image;                quick_sort;         default;                 17;       108.010;  Power (Watt)
      native-image;                quick_sort;         default;                 18;       102.890;  Power (Watt)
      native-image;                quick_sort;         default;                 19;        99.770;  Power (Watt)
      native-image;                quick_sort;         default;                 20;       103.790;  Power (Watt)
      native-image;                quick_sort;         default;                 21;       100.740;  Power (Watt)
      native-image;                quick_sort;         default;                 22;       101.730;  Power (Watt)
      native-image;                quick_sort;         default;                 23;       102.790;  Power (Watt)
      native-image;                quick_sort;         default;                 24;       102.690;  Power (Watt)
      native-image;                quick_sort;         default;                 25;       102.410;  Power (Watt)
      native-image;                quick_sort;         default;                 26;       102.190;  Power (Watt)
      native-image;                quick_sort;         default;                 27;       100.990;  Power (Watt)
      native-image;                quick_sort;         default;                 28;       101.330;  Power (Watt)
      native-image;                quick_sort;         default;                 29;       100.690;  Power (Watt)
      native-image;                quick_sort;         default;                 30;       100.740;  Power (Watt)
      native-image;                quick_sort;         default;                 31;       101.910;  Power (Watt)
      native-image;                quick_sort;         default;                 32;       101.890;  Power (Watt)
      native-image;                quick_sort;         default;                 33;        88.890;  Power (Watt)
      native-image;                quick_sort;         default;                 34;        82.310;  Power (Watt)
      native-image;                quick_sort;         default;                 35;        69.500;  Power (Watt)
      native-image;                quick_sort;         default;                 36;        62.100;  Power (Watt)
        graalvm-ce;                merge_sort;         default;                  1;         5.170;  Power (Watt)
        graalvm-ce;                merge_sort;         default;                  2;         2.740;  Power (Watt)
        graalvm-ce;                merge_sort;         default;                  3;         3.430;  Power (Watt)
        graalvm-ce;                merge_sort;         default;                  4;       108.220;  Power (Watt)
      native-image;                quick_sort;             pgo;                  1;         8.160;  Power (Watt)
      native-image;                quick_sort;             pgo;                  2;         1.840;  Power (Watt)
      native-image;                quick_sort;             pgo;                  3;         2.700;  Power (Watt)
      native-image;                quick_sort;             pgo;                  4;        94.810;  Power (Watt)
      native-image;                quick_sort;             pgo;                  5;        97.370;  Power (Watt)
      native-image;                quick_sort;             pgo;                  6;        80.050;  Power (Watt)
      native-image;                quick_sort;             pgo;                  7;        83.800;  Power (Watt)
      native-image;                quick_sort;             pgo;                  8;        79.040;  Power (Watt)
      native-image;                quick_sort;             pgo;                  9;       108.210;  Power (Watt)
      native-image;                quick_sort;             pgo;                 10;       111.480;  Power (Watt)
      native-image;                quick_sort;             pgo;                 11;       100.920;  Power (Watt)
      native-image;                quick_sort;             pgo;                 12;       103.110;  Power (Watt)
      native-image;                quick_sort;             pgo;                 13;       101.930;  Power (Watt)
      native-image;                quick_sort;             pgo;                 14;       101.100;  Power (Watt)
      native-image;                quick_sort;             pgo;                 15;       100.460;  Power (Watt)
      native-image;                quick_sort;             pgo;                 16;       108.120;  Power (Watt)
      native-image;                quick_sort;             pgo;                 17;       101.200;  Power (Watt)
      native-image;                quick_sort;             pgo;                 18;        97.580;  Power (Watt)
      native-image;                quick_sort;             pgo;                 19;       106.560;  Power (Watt)
      native-image;                quick_sort;             pgo;                 20;       100.630;  Power (Watt)
      native-image;                quick_sort;             pgo;                 21;       101.120;  Power (Watt)
      native-image;                quick_sort;             pgo;                 22;       101.670;  Power (Watt)
      native-image;                quick_sort;             pgo;                 23;       101.290;  Power (Watt)
      native-image;                quick_sort;             pgo;                 24;       101.570;  Power (Watt)
      native-image;                quick_sort;             pgo;                 25;       101.590;  Power (Watt)
      native-image;                quick_sort;             pgo;                 26;        99.110;  Power (Watt)
      native-image;                quick_sort;             pgo;                 27;        92.830;  Power (Watt)
      native-image;                quick_sort;             pgo;                 28;        84.780;  Power (Watt)
      native-image;                quick_sort;             pgo;                 29;        64.620;  Power (Watt)
      native-image;                quick_sort;             pgo;                 30;        49.420;  Power (Watt)
      native-image;                quick_sort;             pgo;                 31;         4.810;  Power (Watt)
      native-image;                quick_sort;             pgo;                 32;         6.430;  Power (Watt)
      native-image;                quick_sort;             pgo;                 33;         3.410;  Power (Watt)
      native-image;                quick_sort;             pgo;                 34;        88.240;  Power (Watt)
      native-image;                quick_sort;             pgo;                 35;        90.010;  Power (Watt)
      native-image;                quick_sort;             pgo;                 36;        97.360;  Power (Watt)
      native-image;                quick_sort;             pgo;                 37;        97.660;  Power (Watt)
      native-image;                quick_sort;             pgo;                 38;        77.280;  Power (Watt)
      native-image;                quick_sort;             pgo;                 39;        80.240;  Power (Watt)
      native-image;                quick_sort;             pgo;                 40;       114.780;  Power (Watt)
      native-image;                quick_sort;             pgo;                 41;       102.250;  Power (Watt)
      native-image;                quick_sort;             pgo;                 42;       101.250;  Power (Watt)
      native-image;                quick_sort;             pgo;                 43;       101.700;  Power (Watt)
      native-image;                quick_sort;             pgo;                 44;       100.320;  Power (Watt)
      native-image;                quick_sort;             pgo;                 45;        98.790;  Power (Watt)
      native-image;                quick_sort;             pgo;                 46;       104.960;  Power (Watt)
      native-image;                quick_sort;             pgo;                 47;       106.940;  Power (Watt)
      native-image;                quick_sort;             pgo;                 48;       101.280;  Power (Watt)
      native-image;                quick_sort;             pgo;                 49;       100.760;  Power (Watt)
      native-image;                quick_sort;             pgo;                 50;       102.680;  Power (Watt)
      native-image;                quick_sort;             pgo;                 51;       101.610;  Power (Watt)
      native-image;                quick_sort;             pgo;                 52;       101.050;  Power (Watt)
      native-image;                quick_sort;             pgo;                 53;       100.560;  Power (Watt)
      native-image;                quick_sort;             pgo;                 54;       101.590;  Power (Watt)
      native-image;                quick_sort;             pgo;                 55;       100.850;  Power (Watt)
      native-image;                quick_sort;             pgo;                 56;       101.300;  Power (Watt)
