    PID %CPU %MEM   RSS    VSZ   PSS S RBYTES WBYTES   ELAPSED     TIME USER     COMMAND
 227315  709  7.5 4965792 9689667492 857305 S 0 36864    00:04 00:00:33 ionutba+ java
 227315  590  7.6 4986824 9689686948 1087225 S 0 36864   00:05 00:00:34 ionutba+ java
 227315  496  7.6 4986824 9689686948 1087225 S 0 57344   00:07 00:00:34 ionutba+ java
 227315  428  7.6 4986824 9689686948 1087225 S 0 57344   00:08 00:00:34 ionutba+ java
 227315  377  7.6 4986824 9689686948 1087225 S 0 57344   00:09 00:00:35 ionutba+ java
 227315  336  7.6 4986824 9689686948 1087225 S 0 57344   00:10 00:00:35 ionutba+ java
 227315  303  7.6 4986824 9689686948 1087225 S 0 57344   00:11 00:00:35 ionutba+ java
 227315  276  7.6 4986824 9689686948 1087225 S 0 57344   00:12 00:00:35 ionutba+ java
 227315  254  7.6 4986824 9689686948 1087225 S 0 57344   00:13 00:00:35 ionutba+ java
 227315  235  7.6 4986824 9689686948 1087225 S 0 57344   00:14 00:00:35 ionutba+ java
 227315  218  7.6 4986824 9689686948 1087225 S 0 57344   00:16 00:00:35 ionutba+ java
 227315  204  7.6 4986824 9689686948 1087225 S 0 57344   00:17 00:00:35 ionutba+ java
 227315  191  7.6 4986824 9689686948 1087225 S 0 57344   00:18 00:00:35 ionutba+ java
 227315  180  7.6 4986824 9689686948 1087225 S 0 57344   00:19 00:00:35 ionutba+ java
 227315  171  7.6 4986824 9689686948 1087225 S 0 57344   00:20 00:00:35 ionutba+ java
 227315  162  7.6 4986824 9689686948 1087225 S 0 57344   00:21 00:00:35 ionutba+ java
 227315  154  7.6 4986824 9689686948 1087225 S 0 57344   00:22 00:00:35 ionutba+ java
 227315  147  7.6 4986824 9689686948 1087225 S 0 57344   00:23 00:00:35 ionutba+ java
 227315  140  7.6 4986824 9689686948 842679 S 0 57344    00:25 00:00:35 ionutba+ java
 227315  134  7.6 4986824 9689686948 1087225 S 0 57344   00:26 00:00:35 ionutba+ java
 227315  129  7.6 4986824 9689686948 1087225 S 0 57344   00:27 00:00:35 ionutba+ java
 227315  124  7.6 4986824 9689686948 1087225 S 0 57344   00:28 00:00:35 ionutba+ java
 227315  122  7.5 4960940 9690227652 717718 S 262144 57344 00:29 00:00:36 ionutba+ java
 227315  189  7.6 5008804 9690298840 640244 S 262144 57344 00:30 00:00:58 ionutba+ java
 227315  260  7.7 5073124 9690321888 697903 S 262144 57344 00:32 00:01:23 ionutba+ java
 227315  327  7.7 5100912 9690348488 626911 S 262144 57344 00:33 00:01:48 ionutba+ java
 227315  387  7.8 5153172 9690380456 783963 S 262144 57344 00:34 00:02:13 ionutba+ java
 227315  441  7.8 5175144 9690405892 532654 S 262144 57344 00:35 00:02:37 ionutba+ java
 227315  491  7.9 5181832 9690422216 840831 S 262144 77824 00:36 00:03:01 ionutba+ java
 227315  538  7.9 5227312 9690435528 564283 S 262144 77824 00:38 00:03:25 ionutba+ java
 227315  580  7.9 5230244 9690440648 1071005 S 262144 77824 00:39 00:03:48 ionutba+ java
 227315  620  8.0 5243248 9690477512 916323 S 262144 77824 00:40 00:04:12 ionutba+ java
 227315  657  8.0 5288916 9690493008 564355 S 262144 77824 00:41 00:04:35 ionutba+ java
 227315  691  8.1 5330844 9690533832 641846 S 262144 77824 00:43 00:04:58 ionutba+ java
 227315  723  8.1 5363600 9690566600 1094274 S 262144 77824 00:44 00:05:21 ionutba+ java
 227315  753  8.3 5442192 9690616280 867637 S 262144 77824 00:45 00:05:44 ionutba+ java
 227315  781  8.3 5458108 9690657736 1153629 S 262144 77824 00:46 00:06:06 ionutba+ java
 227315  807  8.3 5440516 9690670024 974853 S 262144 77824 00:48 00:06:29 ionutba+ java
 227315  831  8.3 5465804 9690681288 865359 S 262144 77824 00:49 00:06:51 ionutba+ java
 227315  855  8.4 5509492 9690712008 1312769 S 262144 77824 00:50 00:07:14 ionutba+ java
 227315  877  8.4 5514984 9690748924 953239 S 262144 77824 00:52 00:07:36 ionutba+ java
 227315  898  8.5 5579600 9690781332 835124 S 262144 98304 00:53 00:07:58 ionutba+ java
 227315  919  8.5 5624892 9690823636 1113944 S 262144 98304 00:54 00:08:20 ionutba+ java
 227315  936  8.6 5686580 9690894280 1357877 S 262144 98304 00:55 00:08:41 ionutba+ java
 227315  953  8.6 5686876 9690902616 1374895 S 262144 98304 00:56 00:09:02 ionutba+ java
 227315  961  8.6 5677748 9690927316 909442 S 262144 98304 00:58 00:09:18 ionutba+ java
 227315  955  8.7 5722348 9691003848 1610433 S 262144 98304 00:59 00:09:26 ionutba+ java
 227315  949  8.7 5725432 9691003848 1746217 S 262144 98304 01:00 00:09:34 ionutba+ java
 227315  941  8.7 5747536 9691018184 1847429 S 262144 98304 01:01 00:09:40 ionutba+ java
 227315  928  8.7 5734668 9691018184 1834669 S 262144 98304 01:02 00:09:44 ionutba+ java
 227315  915  8.6 5696076 9691018184 1796017 S 262144 98304 01:04 00:09:47 ionutba+ java
 227315  902  8.7 5714124 9691036616 1813993 S 262144 98304 01:05 00:09:50 ionutba+ java
 227315  889  8.7 5721108 9691048904 1820905 S 262144 98304 01:06 00:09:52 ionutba+ java
 227315  876  8.7 5721108 9691048904 780837 S 262144 118784 01:07 00:09:54 ionutba+ java
 227315  864  8.7 5721108 9691048904 1820905 S 262144 118784 01:08 00:09:55 ionutba+ java
 227315  851  8.7 5721108 9691048904 1820905 S 262144 118784 01:10 00:09:57 ionutba+ java
 227315  839  8.7 5721108 9691048904 1820905 S 262144 118784 01:11 00:09:59 ionutba+ java
 227315  827  8.7 5721108 9691048904 1821169 S 262144 118784 01:12 00:10:01 ionutba+ java
 227315  816  8.6 5684960 9691048904 1475673 S 262144 118784 01:13 00:10:03 ionutba+ java
 227315  806  8.6 5656676 9691048904 1687743 S 262144 118784 01:15 00:10:05 ionutba+ java
 227315  796  8.6 5658596 9691048904 1758897 S 262144 118784 01:16 00:10:07 ionutba+ java
 227315  786  8.5 5612832 9691048904 1713105 S 262144 118784 01:17 00:10:09 ionutba+ java
 227315  776  8.5 5612832 9691048904 1713117 S 262144 118784 01:18 00:10:11 ionutba+ java
 227315  767  8.5 5612832 9691048904 1713117 S 262144 118784 01:19 00:10:13 ionutba+ java
 227315  757  8.5 5612832 9691048904 1713117 S 262144 118784 01:21 00:10:14 ionutba+ java
 227315  749  8.5 5612832 9691048904 1713117 S 262144 139264 01:22 00:10:16 ionutba+ java
 227315  740  8.5 5612832 9691048904 1713117 S 262144 139264 01:23 00:10:18 ionutba+ java
 227315  732  8.5 5612832 9691048904 1713117 S 262144 139264 01:24 00:10:20 ionutba+ java
 227315  724  8.5 5612832 9691048904 1713117 S 262144 139264 01:25 00:10:21 ionutba+ java
 227315  717  8.5 5612832 9691048904 1713117 S 262144 139264 01:26 00:10:23 ionutba+ java
 227315  709  8.5 5612832 9691048904 1713117 S 262144 139264 01:28 00:10:25 ionutba+ java
 227315  702  8.5 5616064 9691048904 1716093 S 262144 139264 01:29 00:10:27 ionutba+ java
 227315  700  8.3 5487024 9691049008 1326879 S 262144 139264 01:30 00:10:34 ionutba+ java
 227315  695  8.3 5479108 9691048904 1579722 S 262144 139264 01:31 00:10:38 ionutba+ java
 227315  690  8.3 5488448 9691048904 1588294 S 262144 139264 01:33 00:10:42 ionutba+ java
 227315  701  8.3 5473876 9691049000 1134862 S 262144 147456 01:34 00:11:01 ionutba+ java
 227315  715  8.4 5528856 9691049452 665551 S 262144 147456 01:35 00:11:23 ionutba+ java
 227315  720  8.5 5574396 9691048904 1088550 S 262144 159744 01:36 00:11:37 ionutba+ java
 227315  722  8.5 5592816 9691048904 1365630 S 262144 180224 01:38 00:11:49 ionutba+ java
 227315  727  8.5 5603816 9691048904 1705073 S 262144 180224 01:39 00:12:02 ionutba+ java
 227315  731  8.5 5586552 9691048940 1265319 S 262144 180224 01:40 00:12:16 ionutba+ java
 227315  735  8.5 5574076 9691048904 1674617 S 262144 180224 01:41 00:12:29 ionutba+ java
 227315  738  8.5 5587480 9691079624 1209511 S 262144 180224 01:43 00:12:41 ionutba+ java
 227315  736  8.5 5619044 9691079624 1185610 S 262144 180224 01:44 00:12:48 ionutba+ java
 227315  732  8.5 5610080 9691093960 1710769 S 262144 180224 01:45 00:12:53 ionutba+ java
