    PID %CPU %MEM   RSS    VSZ   PSS S RBYTES WBYTES   ELAPSED     TIME USER     COMMAND
 189931  218  0.3 213984 8684936 214520 S  0 36864       00:03 00:00:07 ionutba+ java
 189931  166  0.3 213984 8684936 214520 S  0 36864       00:04 00:00:07 ionutba+ java
 189931  133  0.3 213984 8684936 214520 S  0 36864       00:05 00:00:07 ionutba+ java
 189931  111  0.3 213984 8684936 214520 S  0 36864       00:06 00:00:07 ionutba+ java
 189931 96.2  0.3 213984 8684936 214520 S  0 36864       00:07 00:00:07 ionutba+ java
 189931 84.4  0.3 213984 8684936 214520 S  0 36864       00:09 00:00:07 ionutba+ java
 189931 75.3  0.3 213984 8684936 214520 S  0 40960       00:10 00:00:07 ionutba+ java
 189931 67.9  0.3 213984 8684936 214520 S  0 40960       00:11 00:00:07 ionutba+ java
 189931 61.8  0.3 213984 8684936 214524 S  0 45056       00:12 00:00:07 ionutba+ java
 189931 56.7  0.3 213984 8684936 214524 S  0 45056       00:13 00:00:07 ionutba+ java
 189931 52.4  0.3 213984 8684936 214524 S  0 45056       00:14 00:00:07 ionutba+ java
 189931 83.2  0.3 255264 9283976 255628 S  0 53248       00:15 00:00:13 ionutba+ java
 189931  162  0.5 339360 9550216 294176 S  0 53248       00:16 00:00:27 ionutba+ java
 189931  228  0.5 385624 9550216 349703 S  0 53248       00:18 00:00:41 ionutba+ java
 189931  275  0.6 410192 9550216 379935 S  0 53248       00:19 00:00:53 ionutba+ java
 189931  306  0.6 408576 9550216 376516 S  0 53248       00:20 00:01:02 ionutba+ java
 189931  308  0.6 430264 9550216 430316 S  0 53248       00:21 00:01:06 ionutba+ java
 189931  301  0.6 450040 9550216 450036 S  0 53248       00:22 00:01:08 ionutba+ java
 189931  294  0.6 450232 9550216 450132 S  0 53248       00:24 00:01:10 ionutba+ java
 189931  289  0.6 441444 9550216 441184 S  0 53248       00:25 00:01:12 ionutba+ java
 189931  283  0.6 441636 9550216 441236 S  0 53248       00:26 00:01:14 ionutba+ java
 189931  278  0.6 441636 9550216 441260 S  0 53248       00:27 00:01:16 ionutba+ java
