Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2   SEN3 TCPU_P iwlwif acpitz INT340
08:39:19   0.0   0.0   0.0 100.0   0.0    1    142    130    0    0    0   3.24    0.00   0.89   0.15   2.19  50.05  50.00  40.05  40.05  51.00  34.00  54.00  20.00
08:39:20   0.0   0.0   0.0 100.0   0.0    1    225    125    0    0    0   2.09    0.00   0.59   0.07   1.43  50.05  50.00  40.05  40.05  50.00  34.00  54.00  20.00
08:39:21   0.1   0.0   0.3  99.7   0.0    2    241    198    4    3    3   3.98    0.00   1.14   0.34   2.51  49.05  49.00  40.05  40.05  49.00  34.00  54.00  20.00
08:39:22  29.8   0.0   3.0  67.2   0.0   11  24581  18843   65    0    0 103.93    0.00  30.72  25.03  48.18  61.05  61.00  40.05  40.05  61.00  34.00  52.00  20.00
08:39:23   2.1   0.0   4.1  93.8   0.0    2   1325   1612    0    0    0  44.65    0.00  12.80   7.28  24.57  53.05  53.00  40.05  40.05  53.00  34.00  58.00  20.00
08:39:24   1.8   0.0   8.2  89.9   0.0    3   3984  13549    0    0    0  47.61    0.00  13.48   7.75  26.38  55.05  55.00  40.05  40.05  53.00  34.00  58.00  20.00
08:39:25   3.2   0.0   5.8  91.1   0.0    2   2162   1932    0    0    0  44.37    0.00  12.72   7.40  24.26  50.05  50.00  40.05  40.05  50.00  34.00  55.00  20.00
08:39:26   4.0   0.0   0.2  95.8   0.0    2    560    611    0    0    0  33.14    0.00   9.21   4.25  19.68  50.05  50.00  40.05  40.05  50.00  34.00  55.00  20.00
08:39:27   4.0   0.0   0.2  95.8   0.0    2   2106   1580    0    0    0  33.25    0.00   9.20   4.24  19.81  50.05  50.00  40.05  40.05  50.00  34.00  51.00  20.00
08:39:28   4.0   0.0   0.3  95.8   0.0    2   2464   1849    0    0    0  33.15    0.00   9.20   4.24  19.72  50.05  50.00  40.05  40.05  50.00  34.00  51.00  20.00
08:39:29   3.8   0.0   0.4  95.8   0.0    2   2422   1815    0    0    0  31.57    0.00   9.15   4.23  18.19  50.05  50.00  40.05  40.05  50.00  34.00  51.00  20.00
08:39:30   4.0   0.0   0.2  95.7   0.0    2   2418   1849    0    0    0  31.47    0.01   9.18   4.25  18.03  49.05  49.00  40.05  40.05  49.00  34.00  51.00  20.00
08:39:31   3.9   0.0   0.3  95.8   0.0    2   2342   1818    0    0    0  31.33    0.00   9.15   4.23  17.95  50.05  50.00  40.05  40.05  50.00  34.00  51.00  20.00
08:39:32   3.8   0.0   0.5  95.7   0.0    2   2408   1841    0    0    0  31.32    0.00   9.15   4.24  17.94  50.05  50.00  40.05  40.05  50.00  34.00  51.00  20.00
08:39:33   4.0   0.0   0.2  95.8   0.0    2   2409   1800    0    0    0  31.34    0.00   9.15   4.24  17.95  49.05  49.00  40.05  40.05  49.00  34.00  51.00  20.00
08:39:34   4.0   0.0   0.3  95.7   0.1    2   2433   1833    0    0    0  33.45    0.00   9.55   4.24  19.66  49.05  49.00  40.05  40.05  50.00  34.00  51.00  20.00
08:39:35   8.2   0.0   0.2  91.6   0.0    3   6133   7998    0    0    0  46.76    0.00  13.66   8.33  24.78  54.05  54.00  40.05  40.05  54.00  34.00  52.00  20.00
08:39:36   4.8   0.0   0.0  95.2   0.0    2    622    818    0    0    0  39.11    0.00  11.61   6.13  21.37  52.05  52.00  40.05  40.05  52.00  34.00  52.00  20.00
08:39:37   4.2   0.0   0.0  95.7   0.0    2    587    694    0    0    0  28.71    0.00   8.26   2.84  17.61  50.05  50.00  40.05  40.05  50.00  34.00  54.00  20.00
08:39:38   4.2   0.0   0.0  95.8   0.0    2    570    725    0    0    0  28.48    0.00   8.17   2.75  17.55  49.05  49.00  40.05  40.05  49.00  34.00  54.00  20.00
08:39:39   4.2   0.0   0.0  95.7   0.0    2    601    715    0    0    0  29.47    0.00   8.35   2.75  18.37  52.05  52.00  40.05  40.05  52.00  34.00  51.00  20.00
