Running for 3600.0 seconds (3600 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   pkg-0   core   psys   TCPU iwlwif INT340   SEN3 TCPU_P x86_pk acpitz   SEN2
15:22:22   0.0   0.0   0.0 100.0   0.0    1    150     96    0    0    0   6.38    1.77   0.06   4.55  44.05  20.00  31.05  44.00  44.00  42.00  31.05   0.00
15:22:23   0.0   0.0   0.1  99.9   0.0    1    348    238    0    0    0   4.06    1.10   0.15   2.81  43.05  20.00  31.05  43.00  42.00  42.00  31.05   0.00
15:22:24   0.0   0.0   0.0 100.0   0.0    1    170     90    0    0    0   1.98    0.51   0.06   1.41  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:22:25   0.0   0.0   0.0 100.0   0.0    1    136     88    0    0    0   1.92    0.51   0.05   1.36  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:26   0.0   0.0   0.0 100.0   0.0    1    141     89    0    0    0   1.89    0.51   0.05   1.33  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:27   0.0   0.0   0.0 100.0   0.0    1    187     99    0    0    0   1.47    0.41   0.04   1.01  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:28   0.0   0.0   0.0 100.0   0.0    1    137     80    0    0    0   1.75    0.51   0.06   1.18  43.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:22:29   0.0   0.0   0.0 100.0   0.0    1    141     83    0    0    0   1.89    0.54   0.05   1.30  42.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:22:30   0.0   0.0   0.0 100.0   0.0    1    145     86    0    0    0   1.63    0.48   0.05   1.10  42.05  20.00  31.05  42.00  43.00  42.00  31.05   0.00
15:22:31   0.0   0.0   0.0 100.0   0.0    1    177    101    0    0    0   1.63    0.47   0.06   1.10  44.05  20.00  31.05  44.00  44.00  42.00  31.05   0.00
15:22:32   0.0   0.0   0.0  99.9   0.0    1    431    125    0    0    0   4.48    1.27   0.07   3.15  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:33   0.0   0.0   0.0 100.0   0.0    1    122     71    0    0    0   1.38    0.40   0.05   0.93  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:34   0.0   0.0   0.0 100.0   0.0    1    167     99    0    0    0   1.96    0.56   0.06   1.33  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:35   0.0   0.0   0.0 100.0   0.0    1    176     94    0    0    0   1.48    0.44   0.05   1.00  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:36   0.0   0.0   0.0 100.0   0.0    1    119     77    0    0    0   1.80    0.53   0.05   1.23  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:37   0.0   0.0   0.0 100.0   0.0    1    143     81    0    0    0   3.94    1.10   0.05   2.78  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:38   0.0   0.0   0.0 100.0   0.0    1    166     97    0    0    0   2.11    0.62   0.07   1.41  43.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:22:39   0.0   0.0   0.0 100.0   0.0    1    180    102    0    0    0   1.65    0.47   0.05   1.13  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:40   0.0   0.0   0.0 100.0   0.0    1    126     71    0    0    0   1.44    0.41   0.05   0.99  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:41   0.0   0.0   0.0 100.0   0.0    1    140     76    0    0    0   1.52    0.45   0.05   1.02  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:42   0.0   0.0   0.0 100.0   0.0    1    143     82    0    0    0   1.49    0.43   0.06   1.00  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:43   0.0   0.0   0.0 100.0   0.0    1    160     95    0    0    0   1.53    0.44   0.05   1.04  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:44   0.0   0.0   0.0 100.0   0.0    1    152     84    0    0    0   1.65    0.47   0.05   1.13  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:45   0.0   0.0   0.0 100.0   0.0    1    126     71    0    0    0   1.39    0.41   0.05   0.93  43.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:22:46   0.0   0.0   0.0 100.0   0.0    1    130     78    0    0    0   1.57    0.46   0.05   1.06  42.05  20.00  31.05  44.00  44.00  42.00  31.05   0.00
15:22:47   0.0   0.0   0.0 100.0   0.0    1    204    135    0    0    2   2.02    0.59   0.05   1.38  42.05  20.00  31.05  42.00  43.00  42.00  31.05   0.00
15:22:48   0.0   0.0   0.1  99.9   0.0    1    340    235    0    0    0   5.24    1.44   0.16   3.63  40.05  20.00  31.05  40.00  40.00  42.00  31.05   0.00
15:22:49   0.0   0.0   0.0 100.0   0.0    1    142     85    0    0    0   1.80    0.48   0.05   1.28  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:50   0.0   0.0   0.0 100.0   0.0    1    137     82    0    0    0   1.85    0.48   0.05   1.31  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:51   0.0   0.0   0.0  99.9   0.0    1    191    107    0    0    0   1.94    0.51   0.05   1.39  43.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:22:52   0.0   0.0   0.0 100.0   0.0    1    155     90    0    0    0   4.10    1.12   0.06   2.92  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:53   0.0   0.0   0.0 100.0   0.0    1    121     73    0    0    0   1.46    0.42   0.04   1.00  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:54   0.0   0.0   0.0 100.0   0.0    1    201    125    0    0    0   2.13    0.62   0.07   1.44  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:55   0.0   0.0   0.0 100.0   0.0    1    207    108    0    0    0   1.85    0.53   0.06   1.26  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:22:56   0.0   0.0   0.0 100.0   0.0    1    117     78    0    0    0   1.54    0.44   0.05   1.05  42.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:22:57   0.0   0.0   0.0 100.0   0.0    1    137     79    0    0    0   1.60    0.47   0.05   1.08  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:22:58   0.0   0.0   0.0 100.0   0.0    1    154    106    0    0    0   3.95    1.11   0.05   2.79  43.05  20.00  31.05  43.00  44.00  42.00  31.05   0.00
15:22:59   0.0   0.0   0.0 100.0   0.0    1    181    104    0    0    0   1.72    0.49   0.05   1.17  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:23:00   0.0   0.0   0.0 100.0   0.0    1    166    102    0    0    0   2.02    0.59   0.05   1.37  42.05  20.00  31.05  44.00  44.00  43.00  31.05   0.00
15:23:01   0.0   0.0   0.0 100.0   0.0    1    130     72    0    0    0   1.56    0.46   0.05   1.06  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:02   0.0   0.0   0.0  99.9   0.0    1    457    119    0    0    0   1.89    0.54   0.05   1.29  43.05  20.00  32.05  43.00  43.00  42.00  31.05   0.00
15:23:03   0.0   0.0   0.0 100.0   0.0    1    166     94    0    0    0   1.53    0.44   0.04   1.05  43.05  20.00  32.05  43.00  43.00  42.00  31.05   0.00
15:23:04   0.0   0.0   0.0 100.0   0.0    1    170    106    0    0    0   4.10    1.15   0.05   2.91  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:23:05   0.0   0.0   0.0 100.0   0.0    1    130     78    0    0    0   1.55    0.45   0.05   1.05  43.05  20.00  32.05  43.00  43.00  42.00  31.05   0.00
15:23:06   0.0   0.0   0.0 100.0   0.0    1    131     93    0    0    0   1.82    0.53   0.06   1.22  43.05  20.00  32.05  43.00  44.00  43.00  31.05   0.00
15:23:07   0.1   0.0   0.0  99.9   0.0    1    207    114    0    0    0   1.84    0.54   0.08   1.23  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:08   0.0   0.0   0.0 100.0   0.0    1    122     72    0    0    0   1.40    0.40   0.05   0.95  42.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:09   0.0   0.0   0.0 100.0   0.0    1    156     89    0    0    0   1.70    0.50   0.05   1.15  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:10   0.0   0.0   0.0 100.0   0.0    1    187     88    0    0    0   1.76    0.51   0.08   1.17  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:11   0.0   0.0   0.0 100.0   0.0    1    198    112    0    0    0   1.94    0.56   0.06   1.32  42.05  20.00  31.05  42.00  43.00  43.00  31.05   0.00
15:23:12   0.0   0.0   0.0 100.0   0.0    1    127     69    0    0    0   1.45    0.41   0.04   0.99  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:13   0.0   0.0   0.0 100.0   0.0    1    126     73    0    0    0   1.52    0.44   0.05   1.03  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:14   0.0   0.0   0.0 100.0   0.0    1    182    116    0    0    0   4.46    1.25   0.05   3.16  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:15   0.0   0.0   0.0 100.0   0.0    1    170     95    0    0    0   1.50    0.43   0.04   1.03  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:23:16   0.0   0.0   0.0 100.0   0.0    1    111     63    0    0    0   1.31    0.38   0.04   0.90  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:17   0.0   0.0   0.0 100.0   0.0    1    146     79    0    0    0   1.49    0.43   0.06   1.00  43.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:18   0.0   0.0   0.0 100.0   0.0    1    126     75    0    0    0   1.44    0.41   0.04   0.99  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:19   0.0   0.0   0.0 100.0   0.0    1    192    109    0    0    0   4.12    1.16   0.05   2.92  42.05  20.00  31.05  42.00  43.00  43.00  31.05   0.00
15:23:20   0.0   0.0   0.0 100.0   0.0    1    118     65    0    0    0   1.46    0.43   0.05   0.99  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:21   0.0   0.0   0.0 100.0   0.0    1    138     75    0    0    0   1.50    0.43   0.04   1.02  42.05  20.00  31.05  42.00  43.00  43.00  31.05   0.00
15:23:22   0.0   0.0   0.1  99.9   0.0    1    314    224    0    0    0   3.00    0.82   0.15   2.03  44.05  20.00  31.05  44.00  44.00  43.00  31.05   0.00
15:23:23   0.0   0.0   0.0 100.0   0.0    1    166     94    0    0    0   1.77    0.46   0.05   1.26  44.05  20.00  31.05  44.00  44.00  43.00  31.05   0.00
15:23:24   0.0   0.0   0.0 100.0   0.0    1    214    132    0    0    0   4.72    1.21   0.06   3.45  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:25   0.0   0.0   0.0 100.0   0.0    1    152     91    0    0    0   2.10    0.58   0.06   1.45  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:26   0.0   0.0   0.0 100.0   0.0    1    133     81    0    0    0   1.54    0.45   0.05   1.05  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:27   0.0   0.0   0.0 100.0   0.0    1    180    104    0    0    0   1.73    0.50   0.05   1.18  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:28   0.0   0.0   0.0 100.0   0.0    1    119     70    0    0    0   1.37    0.39   0.05   0.93  42.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:29   0.0   0.0   0.0 100.0   0.0    1    156     92    0    0    0   4.08    1.15   0.05   2.87  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:30   0.0   0.0   0.0 100.0   0.0    1    137     82    0    0    0   1.46    0.43   0.05   0.99  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:31   0.0   0.0   0.0  99.9   0.0    1    205    118    0    0    0   2.11    0.62   0.06   1.43  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:32   0.0   0.0   0.0  99.9   0.0    1    430    131    0    0    0   1.97    0.57   0.06   1.34  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:33   0.0   0.0   0.0 100.0   0.0    1    126     84    0    0    0   1.58    0.45   0.05   1.08  44.05  20.00  31.05  44.00  44.00  43.00  31.05   0.00
15:23:34   0.0   0.0   0.0  99.9   0.0    1    163    100    0    0    0   1.79    0.52   0.06   1.21  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:35   0.0   0.0   0.0 100.0   0.0    1    174     99    0    0    0   1.56    0.45   0.05   1.06  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:36   0.0   0.0   0.0 100.0   0.0    1    117     69    0    0    0   1.33    0.37   0.04   0.92  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:37   0.0   0.0   0.0 100.0   0.0    1    148     91    0    0    0   1.97    0.59   0.06   1.32  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:38   0.0   0.0   0.0 100.0   0.0    1    135     78    0    0    0   1.54    0.43   0.05   1.06  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:39   0.0   0.0   0.0 100.0   0.0    1    196    104    0    0    0   1.73    0.51   0.05   1.17  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:40   0.0   0.0   0.0  99.9   0.0    1    134     77    0    0    0   3.79    1.06   0.04   2.69  42.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:41   0.0   0.0   0.0 100.0   0.0    1    140     83    0    0    0   1.84    0.53   0.06   1.25  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:42   0.0   0.0   0.0 100.0   0.0    1    143     87    0    0    0   1.56    0.45   0.05   1.06  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:43   0.0   0.0   0.0 100.0   0.0    1    176     96    0    0    0   1.49    0.43   0.05   1.00  43.05  20.00  31.05  43.00  42.00  43.00  31.05   0.00
15:23:44   0.0   0.0   0.0 100.0   0.0    1    152     96    0    0    0   3.92    1.09   0.05   2.78  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:45   0.0   0.0   0.0 100.0   0.0    1    126     78    0    0    0   1.47    0.42   0.05   1.00  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:46   0.0   0.0   0.0 100.0   0.0    1    139     85    0    0    0   1.62    0.48   0.05   1.10  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:47   0.0   0.0   0.1  99.9   0.0    1    348    250    0    0    0   2.87    0.79   0.14   1.94  42.05  20.00  32.05  42.00  43.00  43.00  31.05   0.00
15:23:48   0.0   0.0   0.0 100.0   0.0    1    122     69    0    0    0   1.53    0.40   0.04   1.09  43.05  20.00  32.05  43.00  43.00  43.00  31.05   0.00
15:23:49   0.0   0.0   0.0 100.0   0.0    1    140     79    0    0    0   1.61    0.42   0.05   1.13  43.05  20.00  32.05  43.00  43.00  43.00  31.05   0.00
15:23:50   0.0   0.0   0.0 100.0   0.0    1    141     92    0    0    0   4.10    1.06   0.06   2.99  44.05  20.00  32.05  44.00  44.00  42.00  31.05   0.00
15:23:51   0.0   0.0   0.0 100.0   0.0    1    190    101    0    0    0   1.60    0.45   0.05   1.10  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:23:52   0.0   0.0   0.0 100.0   0.0    1    126     68    0    0    0   1.33    0.38   0.05   0.89  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:53   0.0   0.0   0.0 100.0   0.0    1    130     77    0    0    0   1.68    0.49   0.04   1.15  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:54   0.0   0.0   0.0 100.0   0.0    1    168    108    0    0    0   2.03    0.59   0.05   1.38  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:55   0.0   0.0   0.0 100.0   0.0    1    191    115    0    0    0   4.10    1.14   0.06   2.91  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:23:56   0.0   0.0   0.0 100.0   0.0    1    120     66    0    0    0   1.37    0.40   0.04   0.93  42.05  20.00  31.05  42.00  43.00  43.00  31.05   0.00
15:23:57   0.0   0.0   0.0 100.0   0.0    1    141     76    0    0    0   1.46    0.42   0.05   0.99  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:23:58   0.0   0.0   0.0 100.0   0.0    1    134     80    0    0    0   1.58    0.44   0.05   1.09  42.05  20.00  32.05  42.00  42.00  43.00  31.05   0.00
15:23:59   0.0   0.0   0.0 100.0   0.0    1    194    103    0    0    0   1.82    0.53   0.05   1.25  42.05  20.00  32.05  42.00  42.00  43.00  31.05   0.00
15:24:00   0.0   0.0   0.0  99.9   0.0    1    131     80    0    0    0   1.62    0.48   0.05   1.09  43.05  20.00  32.05  43.00  43.00  43.00  31.05   0.00
15:24:01   0.0   0.0   0.0 100.0   0.0    1    142     82    0    0    0   1.89    0.55   0.05   1.30  43.05  20.00  32.05  43.00  43.00  43.00  31.05   0.00
15:24:02   0.0   0.0   0.0 100.0   0.0    1    142     80    0    0    0   1.56    0.46   0.05   1.05  42.05  20.00  32.05  42.00  42.00  43.00  31.05   0.00
15:24:03   0.0   0.0   0.1  99.9   0.0    1    481    150    0    0    0   2.20    0.64   0.06   1.50  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:24:04   0.0   0.0   0.0 100.0   0.0    1    142     80    0    0    0   1.72    0.50   0.04   1.18  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:24:05   0.0   0.0   0.0 100.0   0.0    1    138     77    0    0    0   1.52    0.44   0.05   1.03  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:24:06   0.0   0.0   0.0 100.0   0.0    1    154     95    0    0    0   4.15    1.17   0.06   2.93  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:24:07   0.0   0.0   0.0 100.0   0.0    1    173     99    0    0    0   1.72    0.51   0.05   1.16  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:24:08   0.0   0.0   0.0 100.0   0.0    1    122     69    0    0    0   1.45    0.42   0.05   0.98  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:24:09   0.0   0.0   0.0 100.0   0.0    1    152     85    0    0    0   1.67    0.48   0.06   1.13  43.05  20.00  31.05  43.00  44.00  42.00  31.05   0.00
15:24:10   0.0   0.0   0.0 100.0   0.0    1    178     92    0    0    0   4.44    1.25   0.08   3.11  43.05  20.00  31.05  43.00  42.00  42.00  31.05   0.00
15:24:11   0.0   0.0   0.0 100.0   0.0    1    184     98    0    0    0   1.66    0.47   0.05   1.15  43.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:12   0.0   0.0   0.0 100.0   0.0    1    164     88    0    0    0   1.86    0.55   0.06   1.25  42.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:24:13   0.0   0.0   0.0 100.0   0.0    1    127     76    0    0    0   1.78    0.52   0.05   1.21  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:24:14   0.0   0.0   0.0 100.0   0.0    1    148     93    0    0    0   1.77    0.51   0.05   1.20  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:24:15   0.0   0.0   0.0 100.0   0.0    1    182    101    0    0    0   1.55    0.44   0.05   1.05  42.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:24:16   0.0   0.0   0.0 100.0   0.0    1    126     80    0    0    0   3.75    1.05   0.05   2.65  43.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:24:17   0.0   0.0   0.0 100.0   0.0    1    126     75    0    0    0   1.64    0.48   0.05   1.11  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:24:18   0.0   0.0   0.0 100.0   0.0    1    130     81    0    0    0   1.62    0.47   0.05   1.10  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:24:19   0.0   0.0   0.0 100.0   0.0    1    190    105    0    0    0   1.76    0.51   0.06   1.19  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:24:20   0.0   0.0   0.0 100.0   0.0    1    118     68    0    0    0   1.43    0.42   0.04   0.97  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:24:21   0.0   0.0   0.0 100.0   0.0    1    160     87    0    0    0   3.97    1.11   0.05   2.81  43.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:24:22   0.0   0.0   0.1  99.9   0.0    1    301    214    0    0    0   2.62    0.72   0.15   1.74  44.05  20.00  31.05  44.00  44.00  43.00  31.05   0.00
15:24:23   0.0   0.0   0.0 100.0   0.0    1    189    104    0    0    1   2.16    0.56   0.06   1.54  42.05  20.00  32.05  43.00  43.00  42.00  31.05   0.00
15:24:24   0.0   0.0   0.0 100.0   0.0    2    144     93    0    0    0   2.05    0.54   0.05   1.46  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:24:25   0.0   0.0   0.0 100.0   0.0    1    150     86    0    0    0   1.79    0.48   0.05   1.26  42.05  20.00  32.05  43.00  43.00  42.00  31.05   0.00
15:24:26   0.0   0.0   0.0 100.0   0.0    1    142     84    0    0    0   1.50    0.42   0.05   1.03  42.05  20.00  32.05  43.00  43.00  42.00  31.05   0.00
15:24:27   0.0   0.0   0.0 100.0   0.0    1    189    106    0    0    0   1.72    0.50   0.05   1.17  42.05  20.00  32.05  42.00  42.00  43.00  31.05   0.00
15:24:28   0.0   0.0   0.0 100.0   0.0    1    116     72    0    0    0   1.62    0.46   0.05   1.10  42.05  20.00  31.05  43.00  43.00  43.00  31.05   0.00
15:24:29   0.0   0.0   0.0 100.0   0.0    1    148     84    0    0    0   1.72    0.51   0.06   1.16  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:30   0.0   0.0   0.0 100.0   0.0    1    132     78    0    0    0   1.63    0.47   0.05   1.10  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:31   0.0   0.0   0.0 100.0   0.0    1    186    105    0    0    0   4.01    1.13   0.05   2.83  42.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:24:32   0.0   0.0   0.0 100.0   0.0    1    146     79    0    0    0   1.68    0.49   0.05   1.14  43.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:24:33   0.1   0.0   0.0  99.9   0.0    1    421    115    0    0    0   1.96    0.57   0.06   1.34  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:24:34   0.0   0.0   0.0 100.0   0.0    1    156     98    0    0    0   1.80    0.52   0.05   1.23  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:24:35   0.0   0.0   0.0 100.0   0.0    1    180    101    0    0    0   1.62    0.47   0.05   1.10  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:24:36   0.0   0.0   0.0 100.0   0.0    1    131     82    0    0    0   4.00    1.12   0.05   2.83  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:24:37   0.0   0.0   0.0 100.0   0.0    1    160     88    0    0    0   1.90    0.56   0.06   1.27  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:24:38   0.0   0.0   0.0 100.0   0.0    1    132     79    0    0    0   1.42    0.40   0.05   0.96  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:39   0.0   0.0   0.0 100.0   0.0    1    186    104    0    0    0   1.70    0.50   0.05   1.15  42.05  20.00  31.05  41.00  41.00  42.00  31.05   0.00
15:24:40   0.0   0.0   0.0 100.0   0.0    1    123     72    0    0    0   1.40    0.40   0.05   0.95  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:41   0.0   0.0   0.0 100.0   0.0    1    131     88    0    0    0   3.94    1.11   0.06   2.77  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:42   0.0   0.0   0.0 100.0   0.0    1    151     85    0    0    0   1.63    0.47   0.06   1.10  43.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:24:43   0.0   0.0   0.0 100.0   0.0    1    174     97    0    0    0   1.54    0.44   0.05   1.05  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:44   0.0   0.0   0.0 100.0   0.0    1    144     87    0    0    0   1.63    0.48   0.04   1.11  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:45   0.0   0.0   0.0 100.0   0.0    1    116     71    0    0    0   1.60    0.46   0.04   1.10  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:46   0.0   0.0   0.0 100.0   0.0    1    146     93    0    0    0   3.98    1.12   0.05   2.81  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:47   0.0   0.0   0.1  99.9   0.0    1    370    259    1    0    0   3.16    0.86   0.14   2.16  42.05  20.00  31.05  42.00  42.00  43.00  31.05   0.00
15:24:48   0.0   0.0   0.0 100.0   0.0    1    112     63    0    0    0   1.53    0.39   0.04   1.10  42.05  20.00  32.05  42.00  42.00  43.00  31.05   0.00
15:24:49   0.0   0.0   0.0 100.0   0.0    1    147     83    0    0    0   1.56    0.41   0.04   1.11  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:24:50   0.0   0.0   0.0 100.0   0.0    1    142     83    0    0    0   1.73    0.46   0.05   1.21  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:24:51   0.0   0.0   0.0 100.0   0.0    1    174    100    0    0    0   1.63    0.47   0.05   1.11  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:24:52   0.0   0.0   0.0 100.0   0.0    1    136     72    0    0    0   1.47    0.41   0.05   1.01  42.05  20.00  32.05  42.00  42.00  42.00  31.05   0.00
15:24:53   0.0   0.0   0.0 100.0   0.0    1    130     72    0    0    0   1.50    0.45   0.04   1.01  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:54   0.2   0.0   0.0  99.8   0.1    1    268    151    1    0    0   2.99    0.84   0.09   2.06  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:55   0.1   0.0   0.0  99.9   0.0    1    240    141    0    0    0   2.41    0.71   0.07   1.63  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:56   0.0   0.0   0.0 100.0   0.0    1    134     79    0    0    0   1.49    0.42   0.04   1.03  43.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:24:57   0.0   0.0   0.0 100.0   0.0    1    156     95    0    0    0   3.83    1.06   0.05   2.71  43.05  20.00  31.05  43.00  43.00  42.00  31.05   0.00
15:24:58   0.0   0.0   0.0 100.0   0.0    1    130     79    0    0    0   1.49    0.43   0.05   1.01  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:24:59   0.0   0.0   0.0 100.0   0.0    1    187     96    0    0    0   1.57    0.45   0.05   1.07  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:25:00   0.0   0.0   0.0 100.0   0.0    1    146     92    0    0    0   1.71    0.50   0.06   1.16  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:25:01   0.0   0.0   0.0  99.9   0.0    1    244    205    3    2    3   6.07    1.66   0.07   4.34  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
15:25:02   0.0   0.0   0.0 100.0   0.0    1    194    105    0    0    0   2.39    0.66   0.06   1.67  42.05  20.00  31.05  42.00  42.00  42.00  31.05   0.00
