Running for 3600.0 seconds (3600 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts   pkg-0   core   psys   TCPU iwlwif INT340   SEN3 TCPU_P x86_pk acpitz   SEN2
15:06:30   0.0   0.0   0.0  99.9   0.0    1    141     98    0    0    0   8.47    1.96   0.03   6.49  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:06:31   0.0   0.0   0.0 100.0   0.0    1    157     85    0    0    0   5.54    1.26   0.02   4.26  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:06:32   0.0   0.0   0.0 100.0   0.0    1    111     64    0    0    0   5.51    1.26   0.02   4.23  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:06:33   0.0   0.0   0.0 100.0   0.0    1    100     64    0    0    0   5.69    1.30   0.03   4.36  42.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:06:34   0.0   0.0   0.0 100.0   0.0    1    156    100    0    0    0   6.12    1.41   0.03   4.69  41.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:06:35   0.0   0.0   0.0 100.0   0.0    1    142     82    0    0    0   5.66    1.29   0.02   4.35  42.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:06:36   0.0   0.0   0.0 100.0   0.0    1    119     74    0    0    0   6.00    1.38   0.02   4.59  40.05  20.00  29.05  40.00  40.00  42.00  30.05   0.00
15:06:37   0.0   0.0   0.0 100.0   0.0    2    118     75    0    0    0   5.84    1.34   0.03   4.47  40.05  20.00  29.05  40.00  40.00  42.00  30.05   0.00
15:06:38   0.0   0.0   0.0 100.0   0.0    1    126     86    0    0    0   6.01    1.38   0.03   4.59  42.05  20.00  29.05  40.00  40.00  42.00  30.05   0.00
15:06:39   0.0   0.0   0.0 100.0   0.0    1    164     94    0    0    0   5.43    1.25   0.03   4.16  40.05  20.00  29.05  40.00  40.00  42.00  30.05   0.00
15:06:40   0.0   0.0   0.0 100.0   0.0    1    118     67    0    0    0   5.45    1.24   0.02   4.19  42.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:06:41   0.0   0.0   0.0 100.0   0.0    1    124     73    0    0    0   5.75    1.32   0.03   4.40  41.05  20.00  29.05  40.00  40.00  42.00  30.05   0.00
15:06:42   0.0   0.0   0.0 100.0   0.0    1    125     83    0    0    0   6.21    1.43   0.03   4.75  40.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:06:43   0.0   0.0   0.0 100.0   0.0    1    142     83    0    0    0   5.37    1.24   0.02   4.11  40.05  20.00  29.05  40.00  41.00  42.00  30.05   0.00
15:06:44   0.0   0.0   0.0 100.0   0.0    1    135     77    0    0    0   5.87    1.35   0.03   4.49  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:06:45   0.0   0.0   0.0 100.0   0.0    1     98     64    0    0    0   5.71    1.29   0.02   4.40  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:06:46   0.0   0.0   0.0 100.0   0.0    1    136     83    0    0    0   5.78    1.33   0.02   4.42  42.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:06:47   0.0   0.0   0.0 100.0   0.0    1    231    154    0    0    0   6.53    1.51   0.03   5.00  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:06:48   0.0   0.0   0.0 100.0   0.0    1    115     65    0    0    0   5.57    1.28   0.02   4.26  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:06:49   0.0   0.0   0.0 100.0   0.0    1    150     99    0    0    0   8.17    1.87   0.03   6.27  41.05  20.00  29.05  41.00  41.00  42.00  30.05   0.00
15:06:50   0.0   0.0   0.0 100.0   0.0    1    125     89    0    0    0   6.32    1.46   0.04   4.83  42.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:06:51   0.0   0.0   0.0 100.0   0.0    1    183    102    0    0    0   5.48    1.25   0.03   4.20  42.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:06:52   0.0   0.0   0.0 100.0   0.0    1    118     66    0    0    0   5.71    1.30   0.02   4.39  42.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:06:53   0.0   0.0   0.0 100.0   0.0    1     95     63    0    0    0   5.58    1.28   0.02   4.28  40.05  20.00  29.05  40.00  42.00  42.00  30.05   0.00
15:06:54   0.0   0.0   0.0  99.9   0.0    1    504    170    0    0    0   6.97    1.62   0.06   5.30  42.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:06:55   0.0   0.0   0.0 100.0   0.0    1    161     85    0    0    0   5.67    1.30   0.03   4.34  42.05  20.00  29.05  40.00  40.00  42.00  30.05   0.00
15:06:56   0.0   0.0   0.0 100.0   0.0    1    121     68    0    0    0   5.34    1.22   0.03   4.10  40.05  20.00  29.05  40.00  42.00  42.00  30.05   0.00
15:06:57   0.0   0.0   0.0 100.0   0.0    1    133     69    0    0    0   5.92    1.36   0.03   4.54  42.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:06:58   0.0   0.0   0.0 100.0   0.0    1    127     83    0    0    0   5.94    1.36   0.02   4.56  42.05  20.00  29.05  41.00  41.00  42.00  30.05   0.00
15:06:59   0.0   0.0   0.0 100.0   0.0    1    175    102    0    0    0   8.07    1.85   0.02   6.19  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:00   0.0   0.0   0.0 100.0   0.0    1    163    105    0    0    0   8.32    1.91   0.03   6.38  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:01   0.0   0.0   0.0 100.0   0.0    1    118     70    0    0    0   5.85    1.35   0.03   4.47  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:02   0.2   0.0   0.0  99.8   0.1    1    213    144    0    0    0   8.92    2.06   0.05   6.81  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:03   0.0   0.0   0.0 100.0   0.0    1    146     92    0    0    0   5.67    1.29   0.03   4.35  41.05  20.00  30.05  41.00  42.00  42.00  30.05   0.00
15:07:04   0.0   0.0   0.0 100.0   0.0    1    157     97    0    0    0   8.40    1.93   0.03   6.45  42.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:05   0.0   0.0   0.0 100.0   0.0    1    107     66    0    0    0   5.73    1.31   0.02   4.40  42.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:06   0.0   0.0   0.0 100.0   0.0    1    140     88    0    0    0   6.14    1.42   0.03   4.70  40.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:07:07   0.0   0.0   0.0 100.0   0.0    1    165     86    0    0    0   5.55    1.27   0.03   4.25  42.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:08   0.0   0.0   0.0 100.0   0.0    1    134     73    0    0    0   5.61    1.29   0.02   4.30  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:09   0.1   0.0   0.1  99.7   0.1    1    792    488    9    2    2   9.71    2.23   0.12   7.36  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:10   0.1   0.0   0.0  99.9   0.0    1    220     95    0    0    0   6.45    1.50   0.06   4.89  42.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:07:11   0.0   0.0   0.0 100.0   0.0    1    211    115    0    0    0   5.54    1.25   0.02   4.27  41.05  20.00  29.05  41.00  41.00  42.00  30.05   0.00
15:07:12   0.0   0.0   0.0 100.0   0.0    1    117     67    0    0    0   5.51    1.25   0.03   4.23  42.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:07:13   0.0   0.0   0.0 100.0   0.0    1    103     70    0    0    0   6.00    1.38   0.03   4.59  42.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:07:14   0.0   0.0   0.0 100.0   0.0    1    158     93    0    0    0   6.05    1.37   0.03   4.65  40.05  20.00  29.05  42.00  42.00  42.00  30.05   0.00
15:07:15   0.0   0.0   0.0 100.0   0.0    1    161     96    0    0    0   8.29    1.91   0.02   6.36  42.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:07:16   0.0   0.0   0.0 100.0   0.0    1    119     69    0    0    0   5.64    1.30   0.03   4.32  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:17   0.0   0.0   0.0 100.0   0.0    1    128     61    0    0    0   5.71    1.31   0.02   4.37  40.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:07:18   0.0   0.0   0.0 100.0   0.0    1    151     94    0    0    0   6.70    1.56   0.04   5.10  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:19   0.0   0.0   0.0 100.0   0.0    1    205     96    0    0    0   5.93    1.36   0.03   4.53  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:20   0.0   0.0   0.0 100.0   0.0    1    107     68    0    0    0   5.58    1.26   0.02   4.29  40.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:21   0.0   0.0   0.0 100.0   0.0    1    125     73    0    0    0   5.68    1.31   0.02   4.34  40.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:07:22   0.0   0.0   0.0 100.0   0.0    1    128     86    0    0    0   5.80    1.32   0.03   4.45  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:23   0.0   0.0   0.0 100.0   0.0    1    150     94    0    0    0   5.86    1.33   0.03   4.50  42.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:24   0.0   0.0   0.0  99.9   0.1    2    504    161    0    0    2   9.32    2.17   0.05   7.10  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:25   0.0   0.0   0.0 100.0   0.0    1    132     94    0    0    0   8.87    2.05   0.04   6.78  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:26   0.0   0.0   0.0 100.0   0.0    1    155     94    0    0    0   5.86    1.32   0.02   4.51  40.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:27   0.0   0.0   0.0 100.0   0.0    1    140     81    0    0    0   5.47    1.24   0.02   4.21  42.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:07:28   0.0   0.0   0.0 100.0   0.0    1    119     66    0    0    0   5.57    1.30   0.02   4.25  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:29   0.0   0.0   0.0 100.0   0.0    1    119     72    0    0    0   5.84    1.34   0.03   4.47  42.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:30   0.0   0.0   0.0 100.0   0.0    1    136     86    0    0    0   8.44    1.95   0.03   6.47  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:31   0.0   0.0   0.0 100.0   0.0    1    171     95    0    0    0   5.72    1.31   0.03   4.39  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:32   0.0   0.0   0.0 100.0   0.0    1    111     66    0    0    0   5.61    1.28   0.03   4.30  41.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:33   0.0   0.0   0.0 100.0   0.0    1    105     67    0    0    0   5.73    1.32   0.03   4.39  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:34   0.0   0.0   0.0 100.0   0.0    1    146     95    0    0    0   6.04    1.37   0.03   4.65  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:35   0.0   0.0   0.0 100.0   0.0    1    149     86    0    0    0   5.66    1.30   0.02   4.33  41.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:36   0.0   0.0   0.0 100.0   0.0    1    125     72    0    0    0   5.73    1.31   0.02   4.39  42.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:37   0.0   0.0   0.0 100.0   0.0    1     87     59    0    0    0   5.45    1.24   0.02   4.18  42.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:38   0.0   0.0   0.0 100.0   0.0    1    146     84    0    0    0   6.12    1.40   0.03   4.68  41.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:39   0.0   0.0   0.0 100.0   0.0    1    163     89    0    0    0   5.63    1.28   0.03   4.33  41.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:07:40   0.0   0.0   0.0 100.0   0.0    1    120     78    0    0    0   8.18    1.89   0.02   6.27  40.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:41   0.0   0.0   0.0 100.0   0.0    1    123     73    0    0    0   5.97    1.37   0.03   4.57  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:42   0.0   0.0   0.0 100.0   0.0    1    127     81    0    0    0   5.85    1.34   0.02   4.48  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:43   0.0   0.0   0.0 100.0   0.0    1    144     83    0    0    0   5.54    1.27   0.03   4.24  41.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:44   0.0   0.0   0.0 100.0   0.0    1    140     83    0    0    0   5.83    1.34   0.03   4.47  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:45   0.0   0.0   0.0 100.0   0.0    1    104     71    0    0    0   8.36    1.92   0.03   6.41  42.05  20.00  30.05  42.00  40.00  42.00  30.05   0.00
15:07:46   0.0   0.0   0.0 100.0   0.0    1    154     96    0    0    0   5.93    1.36   0.03   4.54  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:47   0.0   0.0   0.0 100.0   0.0    1    140     90    0    0    0   5.62    1.29   0.02   4.31  42.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:07:48   0.0   0.0   0.0 100.0   0.0    1    119     70    0    0    0   5.69    1.31   0.03   4.35  42.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:49   0.0   0.0   0.0 100.0   0.0    1    119     70    0    0    0   5.72    1.31   0.03   4.38  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:50   0.0   0.0   0.0 100.0   0.0    1    140     95    0    0    0   8.27    1.88   0.04   6.35  40.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:51   0.0   0.0   0.0 100.0   0.0    1    159     91    0    0    0   5.64    1.31   0.02   4.31  41.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:07:52   0.0   0.0   0.0 100.0   0.0    1    114     67    0    0    0   5.56    1.27   0.02   4.27  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:53   0.0   0.0   0.0 100.0   0.0    1    103     69    0    0    0   5.65    1.29   0.02   4.34  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:54   0.0   0.0   0.0 100.0   0.0    1    166    113    0    0    0   6.32    1.45   0.04   4.83  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:55   0.0   0.0   0.0  99.9   0.0    1    474    115    0    0    0   8.23    1.90   0.04   6.29  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:56   0.0   0.0   0.0 100.0   0.0    1    132     76    0    0    0   5.66    1.30   0.03   4.33  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:07:57   0.0   0.0   0.0 100.0   0.0    1     97     68    0    0    0   5.63    1.29   0.03   4.31  40.05  20.00  30.05  40.00  42.00  42.00  30.05   0.00
15:07:58   0.0   0.0   0.0 100.0   0.0    1    136     80    0    0    0   6.12    1.40   0.03   4.69  40.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:07:59   0.0   0.0   0.0 100.0   0.0    1    159     88    0    0    0   5.51    1.26   0.02   4.23  42.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:08:00   0.0   0.0   0.0 100.0   0.0    1    154     94    0    0    0   6.04    1.39   0.04   4.61  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:01   0.0   0.0   0.0 100.0   0.0    1    118     67    0    0    0   5.78    1.33   0.03   4.42  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:02   0.0   0.0   0.0 100.0   0.0    1    126     83    0    0    0   6.16    1.42   0.03   4.70  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:03   0.0   0.0   0.0 100.0   0.0    1    146     84    0    0    0   5.55    1.25   0.02   4.27  42.05  20.00  30.05  41.00  41.00  42.00  30.05   0.00
15:08:04   0.0   0.0   0.0 100.0   0.0    1    142     88    0    0    0   6.01    1.37   0.03   4.61  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:05   0.0   0.0   0.0 100.0   0.0    1    101     67    0    0    0   5.92    1.38   0.02   4.52  40.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:08:06   0.0   0.0   0.0 100.0   0.0    1    154    102    0    0    0   8.74    2.03   0.03   6.68  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:07   0.0   0.0   0.0 100.0   0.0    1    151     90    0    0    0   5.88    1.35   0.03   4.49  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:08   0.0   0.0   0.0 100.0   0.0    1    103     61    0    0    0   5.50    1.26   0.02   4.22  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:09   0.0   0.0   0.0 100.0   0.0    1    133     81    0    0    0   6.31    1.47   0.04   4.80  40.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:08:10   0.1   0.0   0.0  99.9   0.0    1    184    106    0    0    0   9.07    2.11   0.06   6.90  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:11   0.0   0.0   0.0 100.0   0.0    1    155     90    0    0    0   6.04    1.39   0.02   4.63  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:12   0.0   0.0   0.0 100.0   0.0    1    122     72    0    0    0   5.70    1.30   0.02   4.38  40.05  20.00  30.05  40.00  40.00  42.00  30.05   0.00
15:08:13   0.0   0.0   0.0 100.0   0.0    1    101     65    0    0    0   5.72    1.31   0.03   4.38  40.05  20.00  30.05  40.00  42.00  42.00  30.05   0.00
15:08:14   0.0   0.0   0.0 100.0   0.0    1    160    101    0    0    0   6.54    1.50   0.03   5.00  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:15   0.0   0.0   0.0 100.0   0.0    1    128     74    0    0    0   5.46    1.25   0.02   4.19  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:16   0.0   0.0   0.0 100.0   0.0    1    136     84    0    0    0   8.22    1.88   0.03   6.31  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:17   0.0   0.0   0.0 100.0   0.0    1    101     68    0    0    0   5.71    1.31   0.03   4.37  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:18   0.0   0.0   0.0 100.0   0.0    1    116     78    0    0    0   5.98    1.38   0.03   4.57  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:19   0.0   0.0   0.0 100.0   0.0    1    159     85    0    0    0   5.54    1.27   0.02   4.25  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:20   0.0   0.0   0.0 100.0   0.0    1    120     75    0    0    0   5.87    1.34   0.03   4.50  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:21   0.0   0.0   0.0 100.0   0.0    1    119     77    0    0    0   8.25    1.89   0.03   6.33  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:22   0.0   0.0   0.0 100.0   0.0    1    133     84    0    0    0   5.86    1.35   0.03   4.48  42.05  20.00  30.05  42.00  42.00  42.00  30.05   0.00
15:08:23   0.0   0.0   0.0 100.0   0.0    1    177     92    0    0    0   5.75    1.32   0.03   4.40  41.05  20.00  30.05  41.00  41.00  42.00  31.05   0.00
15:08:24   0.0   0.0   0.0 100.0   0.0    1    156     96    0    0    0   6.03    1.38   0.03   4.62  40.05  20.00  30.05  40.00  40.00  42.00  31.05   0.00
15:08:25   0.0   0.0   0.0 100.0   0.0    1    405    106    0    0    0   6.22    1.44   0.04   4.74  42.05  20.00  30.05  42.00  42.00  42.00  31.05   0.00
15:08:26   0.0   0.0   0.0 100.0   0.0    1    142     97    0    0    0   6.92    1.58   0.03   5.31  42.05  20.00  30.05  42.00  42.00  42.00  31.05   0.00
15:08:27   0.0   0.0   0.0 100.0   0.0    1    143     80    0    0    0   5.56    1.31   0.03   4.23  42.05  20.00  30.05  42.00  42.00  42.00  31.05   0.00
15:08:28   0.0   0.0   0.0 100.0   0.0    1    114     67    0    0    0   5.59    1.28   0.02   4.30  42.05  20.00  30.05  42.00  42.00  42.00  31.05   0.00
15:08:29   0.0   0.0   0.0 100.0   0.0    1    122     68    0    0    0   5.75    1.32   0.02   4.41  42.05  20.00  30.05  42.00  42.00  42.00  31.05   0.00
15:08:30   0.0   0.0   0.0 100.0   0.0    1    184    103    0    0    0   6.10    1.40   0.04   4.66  42.05  20.00  30.05  42.00  42.00  42.00  31.05   0.00
15:08:31   0.0   0.0   0.0 100.0   0.0    1    159     88    0    0    0   5.61    1.29   0.03   4.30  42.05  20.00  30.05  42.00  42.00  42.00  31.05   0.00
