    PID %CPU %MEM   RSS    VSZ   PSS S RBYTES WBYTES   ELAPSED     TIME USER     COMMAND
   5268  196  0.3 199872 7548800 200176 S 1196032 36864  00:03 00:00:06 ionutba+ java
   5268  150  0.3 200064 7548800 200192 S 1208320 36864  00:04 00:00:06 ionutba+ java
   5268  121  0.3 200064 7548800 200192 S 1208320 36864  00:05 00:00:06 ionutba+ java
   5268  101  0.3 200064 7548800 200192 S 1208320 36864  00:06 00:00:06 ionutba+ java
   5268 87.7  0.3 200064 7548800 200192 S 1208320 36864  00:07 00:00:06 ionutba+ java
   5268 77.0  0.3 200064 7548800 200184 S 1208320 36864  00:08 00:00:06 ionutba+ java
   5268 68.7  0.3 200064 7548800 200176 S 1208320 45056  00:10 00:00:06 ionutba+ java
   5268 62.0  0.3 200064 7548800 200176 S 1208320 45056  00:11 00:00:06 ionutba+ java
   5268 56.6  0.3 200064 7548800 200180 S 1208320 45056  00:12 00:00:06 ionutba+ java
   5268 56.2  0.3 204288 7748480 204172 S 1208320 53248  00:13 00:00:07 ionutba+ java
   5268  131  0.4 267456 8480640 190869 S 1339392 53248  00:14 00:00:18 ionutba+ java
   5268  212  0.5 346908 8480640 346864 S 1339392 53248  00:15 00:00:33 ionutba+ java
   5268  286  0.5 386764 8482804 387180 S 1339392 53248  00:16 00:00:47 ionutba+ java
   5268  344  0.6 404676 8480640 404700 S 1339392 53248  00:17 00:01:01 ionutba+ java
   5268  392  0.6 428624 8480640 429024 S 1339392 53248  00:18 00:01:14 ionutba+ java
   5268  419  0.6 427812 8480640 427808 S 1339392 53248  00:19 00:01:23 ionutba+ java
   5268  416  0.6 428196 8480640 428200 S 1339392 53248  00:21 00:01:27 ionutba+ java
   5268  413  0.6 450084 8480640 244650 S 1339392 53248  00:22 00:01:31 ionutba+ java
   5268  409  0.7 476196 8480640 476492 S 1339392 53248  00:23 00:01:35 ionutba+ java
   5268  406  0.7 476772 8480640 476716 S 1339392 53248  00:24 00:01:39 ionutba+ java
   5268  401  0.7 477156 8480640 477260 S 1339392 53248  00:25 00:01:42 ionutba+ java
   5268  398  0.7 477348 8480640 477644 S 1339392 53248  00:26 00:01:46 ionutba+ java
   5268  396  0.7 477732 8480640 477932 S 1339392 53248  00:27 00:01:49 ionutba+ java
   5268  394  0.7 477732 8480640 478059 S 1339392 53248  00:28 00:01:53 ionutba+ java
   5268  391  0.7 477732 8480640 478119 S 1339392 53248  00:29 00:01:57 ionutba+ java
   5268  389  0.7 477732 8480640 478147 S 1339392 53248  00:31 00:02:00 ionutba+ java
   5268  387  0.7 478692 8480640 478735 S 1339392 53248  00:32 00:02:04 ionutba+ java
   5268  385  0.7 479268 8480640 479179 S 1339392 53248  00:33 00:02:08 ionutba+ java
   5268  384  0.7 510372 8480640 510531 S 1339392 53248  00:34 00:02:12 ionutba+ java
   5268  383  0.7 511140 8480640 511095 S 1339392 53248  00:35 00:02:16 ionutba+ java
   5268  381  0.7 511524 8480640 511575 S 1339392 53248  00:36 00:02:19 ionutba+ java
   5268  381  0.7 512292 8480640 512135 S 1339392 53248  00:37 00:02:23 ionutba+ java
   5268  379  0.7 512484 8480640 512704 S 1339392 53248  00:38 00:02:27 ionutba+ java
   5268  377  0.7 512868 8480640 513108 S 1339392 69632  00:39 00:02:30 ionutba+ java
   5268  375  0.7 513636 8480640 513544 S 1339392 69632  00:41 00:02:34 ionutba+ java
   5268  374  0.7 514020 8480640 513960 S 1339392 69632  00:42 00:02:37 ionutba+ java
   5268  373  0.7 514212 8480640 514388 S 1339392 69632  00:43 00:02:41 ionutba+ java
   5268  372  0.7 514980 8480640 514972 S 1339392 69632  00:44 00:02:44 ionutba+ java
   5268  371  0.7 514980 8480640 515352 S 1339392 69632  00:45 00:02:48 ionutba+ java
   5268  370  0.7 515172 8480640 515632 S 1339392 69632  00:46 00:02:52 ionutba+ java
   5268  369  0.7 515556 8480640 515832 S 1339392 69632  00:47 00:02:55 ionutba+ java
   5268  367  0.7 515940 8480640 515960 S 1339392 69632  00:48 00:02:58 ionutba+ java
   5268  367  0.7 516324 8480640 516136 S 1339392 69632  00:49 00:03:02 ionutba+ java
   5268  366  0.7 516324 8480640 516256 S 1339392 69632  00:50 00:03:05 ionutba+ java
   5268  366  0.7 520356 8480640 520276 S 1339392 69632  00:51 00:03:10 ionutba+ java
   5268  366  0.7 513384 8480640 513136 S 1339392 69632  00:52 00:03:14 ionutba+ java
   5268  367  0.7 513768 8480640 513572 S 1339392 69632  00:54 00:03:18 ionutba+ java
   5268  367  0.7 513768 8480640 513780 S 1339392 86016  00:55 00:03:22 ionutba+ java
   5268  367  0.7 513768 8480640 513812 S 1339392 86016  00:56 00:03:26 ionutba+ java
   5268  367  0.7 513768 8480640 513860 S 1339392 86016  00:57 00:03:30 ionutba+ java
   5268  368  0.7 514152 8480640 514204 S 1339392 86016  00:58 00:03:35 ionutba+ java
   5268  368  0.7 514152 8480640 514224 S 1339392 86016  00:59 00:03:39 ionutba+ java
   5268  368  0.7 514344 8480640 514272 S 1339392 86016  01:00 00:03:43 ionutba+ java
   5268  369  0.7 514536 8480640 514612 S 1339392 86016  01:01 00:03:47 ionutba+ java
   5268  369  0.7 514536 8480640 514656 S 1339392 86016  01:02 00:03:52 ionutba+ java
   5268  369  0.7 514536 8480640 514696 S 1339392 86016  01:03 00:03:56 ionutba+ java
   5268  370  0.7 515112 8480640 515244 S 1339392 86016  01:04 00:04:00 ionutba+ java
   5268  370  0.7 515496 8480640 515508 S 1339392 86016  01:06 00:04:04 ionutba+ java
   5268  370  0.7 515688 8480640 515532 S 1339392 86016  01:07 00:04:09 ionutba+ java
   5268  371  0.7 515688 8480640 515572 S 1339392 86016  01:08 00:04:13 ionutba+ java
   5268  371  0.7 515880 8480640 515676 S 1339392 86016  01:09 00:04:17 ionutba+ java
   5268  371  0.7 516264 8480640 515800 S 1339392 102400 01:10 00:04:22 ionutba+ java
   5268  372  0.7 516264 8480640 515844 S 1339392 102400 01:11 00:04:26 ionutba+ java
