    PID %CPU %MEM   RSS    VSZ   PSS S RBYTES WBYTES   ELAPSED     TIME USER     COMMAND
  66539  391  0.8 562212 119589660 541953 S 9445376 40960 00:13 00:00:52 ionutba+ java
  66539  362  0.8 526472 86035228 515869 S 9445376 40960 00:14 00:00:52 ionutba+ java
  66539  338  0.7 478948 52480796 478425 S 9445376 40960 00:15 00:00:52 ionutba+ java
  66539  317  0.7 478948 52480796 478509 S 9445376 40960 00:16 00:00:52 ionutba+ java
  66539  298  0.7 478948 52480796 478525 S 9445376 40960 00:17 00:00:52 ionutba+ java
  66539  281  0.7 478948 52480796 478545 S 9445376 40960 00:18 00:00:53 ionutba+ java
  66539  266  0.7 478948 52480796 478553 S 9445376 40960 00:19 00:00:53 ionutba+ java
  66539  253  0.7 478948 52480796 478589 S 9449472 40960 00:21 00:00:53 ionutba+ java
  66539  241  0.6 434560 18926364 434201 S 9449472 40960 00:22 00:00:53 ionutba+ java
  66539  232  0.7 498112 119589660 375908 S 9449472 40960 00:23 00:00:53 ionutba+ java
  66539  279  0.9 594496 123320092 418462 S 9453568 40960 00:24 00:01:07 ionutba+ java
  66539  384  1.0 685504 127988508 661974 S 9453568 40960 00:25 00:01:39 ionutba+ java
  66539  483  1.6 1069888 128020252 979273 S 9453568 40960 00:27 00:02:10 ionutba+ java
  66539  569  1.7 1119808 128021276 1098857 S 9453568 40960 00:28 00:02:42 ionutba+ java
  66539  640  1.7 1127296 128021276 889516 S 9453568 40960 00:29 00:03:10 ionutba+ java
  66539  720  2.2 1492096 128021276 1431733 S 9453568 40960 00:30 00:03:43 ionutba+ java
  66539  793  2.2 1493948 128021276 1473169 S 9453568 40960 00:32 00:04:18 ionutba+ java
  66539  841  2.2 1494524 128021276 1458157 S 9453568 40960 00:33 00:04:45 ionutba+ java
  66539  901  2.2 1494716 128021276 1474157 S 9453568 40960 00:35 00:05:16 ionutba+ java
  66539  968  2.7 1782716 128021276 1762317 S 9453568 40960 00:36 00:05:56 ionutba+ java
  66539 1013  2.7 1783484 128021276 1756005 S 9453568 40960 00:38 00:06:27 ionutba+ java
  66539 1061  2.7 1784444 128021276 1763877 S 9453568 40960 00:39 00:07:01 ionutba+ java
  66539 1127  3.1 2048828 128021276 2028001 S 9453568 40960 00:41 00:07:43 ionutba+ java
  66539 1168  3.1 2051132 128021276 2021685 S 9453568 53248 00:42 00:08:20 ionutba+ java
  66539 1201  3.1 2051324 128021276 2030661 S 9453568 57344 00:44 00:08:53 ionutba+ java
  66539 1237  3.1 2052092 128021276 2031489 S 9453568 57344 00:45 00:09:28 ionutba+ java
  66539 1277  3.6 2373308 128021276 2141360 S 9453568 57344 00:47 00:10:04 ionutba+ java
  66539 1304  3.6 2377532 128021276 2357145 S 9453568 57344 00:48 00:10:38 ionutba+ java
  66539 1339  3.6 2377532 128021276 2195747 S 9453568 57344 00:50 00:11:15 ionutba+ java
  66539 1359  3.6 2377916 128021276 2357165 S 9453568 57344 00:51 00:11:45 ionutba+ java
  66539 1386  3.6 2379452 128021276 2133452 S 9453568 57344 00:53 00:12:18 ionutba+ java
  66539 1408  4.2 2757500 128021276 2736989 S 9453568 57344 00:54 00:12:49 ionutba+ java
  66539 1431  4.2 2759036 128021276 2738525 S 9453568 57344 00:56 00:13:22 ionutba+ java
  66539 1454  4.2 2759420 128021276 2506186 S 9453568 57344 00:57 00:13:54 ionutba+ java
  66539 1470  4.2 2759996 128021276 2732645 S 9453568 73728 00:58 00:14:23 ionutba+ java
  66539 1489  4.2 2760764 128021276 2740609 S 9453568 73728 01:00 00:14:55 ionutba+ java
  66539 1508  4.2 2761340 128021276 2741477 S 9453568 73728 01:01 00:15:25 ionutba+ java
  66539 1526  4.2 2762108 128021276 2742057 S 9453568 73728 01:02 00:15:56 ionutba+ java
  66539 1543  4.2 2763260 128021276 2742613 S 9453568 73728 01:04 00:16:28 ionutba+ java
  66539 1561  4.2 2765372 128021276 2744705 S 9453568 73728 01:05 00:17:02 ionutba+ java
  66539 1575  4.2 2765948 128021276 2745605 S 9453568 73728 01:06 00:17:34 ionutba+ java
  66539 1589  4.2 2766332 128021276 2736777 S 9453568 73728 01:08 00:18:04 ionutba+ java
  66539 1603  4.2 2767100 128021276 2746505 S 9453568 73728 01:09 00:18:37 ionutba+ java
  66539 1616  4.2 2767868 128021276 2747053 S 9453568 73728 01:10 00:19:07 ionutba+ java
  66539 1629  4.2 2768252 128021276 2747757 S 9453568 73728 01:12 00:19:36 ionutba+ java
  66539 1639  4.2 2771132 128021276 2750461 S 9453568 90112 01:13 00:20:05 ionutba+ java
  66539 1650  4.2 2771064 128021276 2750241 S 9715712 90112 01:14 00:20:33 ionutba+ java
  66539 1663  4.2 2772216 128021276 2726725 S 9715712 90112 01:16 00:21:04 ionutba+ java
  66539 1671  4.2 2772832 128021276 2744773 S 9715712 90112 01:17 00:21:33 ionutba+ java
  66539 1683  4.2 2773600 128021276 2753049 S 9715712 90112 01:18 00:22:05 ionutba+ java
  66539 1693  4.8 3190624 128021276 3169577 S 9715712 90112 01:20 00:22:37 ionutba+ java
  66539 1700  4.8 3194980 128021276 2927935 S 9715712 90112 01:21 00:23:04 ionutba+ java
  66539 1710  4.8 3198112 128021276 3168069 S 9715712 90112 01:22 00:23:33 ionutba+ java
  66539 1717  4.5 2957108 128093980 3120128 S 9715712 90112 01:23 00:24:00 ionutba+ java
  66539 1723  3.1 2047980 128184092 1882053 S 9715712 90112 01:25 00:24:27 ionutba+ java
  66539 1733  3.8 2521644 128305948 2492152 S 9715712 90112 01:26 00:24:56 ionutba+ java
  66539 1740  3.8 2531628 128383772 2503565 S 9715712 90112 01:27 00:25:24 ionutba+ java
  66539 1746  5.3 3489900 128454428 3420111 S 9715712 106496 01:28 00:25:52 ionutba+ java
  66539 1762  5.3 3498732 128466716 3478197 S 9715712 106496 01:30 00:26:28 ionutba+ java
  66539 1762  5.3 3498008 128466716 3477401 S 9715712 106496 01:31 00:26:57 ionutba+ java
  66539 1769  5.3 3498776 128466716 3478213 S 9715712 106496 01:32 00:27:24 ionutba+ java
  66539 1777  5.3 3500312 128466716 3479549 S 9715712 106496 01:34 00:27:52 ionutba+ java
  66539 1783  5.9 3894512 128466716 3874237 S 9715712 106496 01:35 00:28:21 ionutba+ java
  66539 1790  5.9 3895472 128466716 3875129 S 9822208 106496 01:36 00:28:51 ionutba+ java
  66539 1796  5.9 3896048 128466716 3867357 S 10055680 106496 01:37 00:29:20 ionutba+ java
  66539 1802  5.9 3897504 128466716 3876685 S 10055680 106496 01:39 00:29:48 ionutba+ java
  66539 1806  5.9 3898464 128466716 3569469 S 10055680 106496 01:40 00:30:14 ionutba+ java
  66539 1812  6.5 4276704 128466716 4256285 S 10055680 106496 01:41 00:30:41 ionutba+ java
  66539 1818  6.5 4276896 128466716 4256801 S 10055680 106496 01:43 00:31:12 ionutba+ java
  66539 1824  6.5 4277472 128466716 4257357 S 10055680 122880 01:44 00:31:42 ionutba+ java
  66539 1833  6.5 4278048 128466716 4258141 S 10055680 122880 01:45 00:32:16 ionutba+ java
  66539 1839  6.5 4278816 128466716 4059362 S 10055680 122880 01:47 00:32:49 ionutba+ java
  66539 1841  6.5 4286304 128466716 4259097 S 10055680 122880 01:48 00:33:17 ionutba+ java
  66539 1849  7.0 4643328 128466716 4493902 S 10055680 122880 01:49 00:33:48 ionutba+ java
  66539 1852  7.0 4647132 128466716 4626585 S 10055680 122880 01:51 00:34:19 ionutba+ java
  66539 1856  7.0 4646080 128466716 4625693 S 10055680 122880 01:52 00:34:47 ionutba+ java
  66539 1863  6.9 4547048 61357852 4547433 S 10055680 122880 01:53 00:35:19 ionutba+ java
  66539 1866  6.9 4547048 61357852 4547477 S 10055680 122880 01:55 00:35:51 ionutba+ java
  66539 1871  6.9 4547240 61357852 4547805 S 10055680 122880 01:56 00:36:20 ionutba+ java
  66539 1875  7.0 4587368 94912284 4268595 S 10055680 122880 01:57 00:36:51 ionutba+ java
  66539 1877  7.5 4931240 94912284 4921585 S 10055680 139264 01:59 00:37:19 ionutba+ java
  66539 1882  7.4 4892272 61357852 4893033 S 10055680 139264 02:00 00:37:49 ionutba+ java
  66539 1885  7.4 4892272 61357852 4893169 S 10055680 139264 02:01 00:38:15 ionutba+ java
  66539 1894  7.4 4892656 61357852 4893369 S 10055680 139264 02:02 00:38:49 ionutba+ java
  66539 1894  7.4 4892656 61357852 4893705 S 10055680 139264 02:04 00:39:16 ionutba+ java
  66539 1898  7.4 4893232 61357852 4893809 S 10055680 139264 02:05 00:39:44 ionutba+ java
  66539 1902  7.4 4893232 61357852 4893845 S 10055680 139264 02:06 00:40:14 ionutba+ java
  66539 1904  7.4 4893616 61357852 4894021 S 10055680 139264 02:08 00:40:39 ionutba+ java
  66539 1909  7.4 4894960 61358876 4895597 S 10055680 139264 02:09 00:41:09 ionutba+ java
  66539 1912  7.4 4895536 61358876 4896037 S 10055680 139264 02:10 00:41:38 ionutba+ java
  66539 1917  7.4 4895536 61360924 4896189 S 10055680 139264 02:11 00:42:08 ionutba+ java
  66539 1919  7.4 4895728 61360924 4896525 S 10055680 139264 02:13 00:42:38 ionutba+ java
  66539 1922  7.4 4894884 61360924 4895953 S 10055680 155648 02:14 00:43:08 ionutba+ java
  66539 1926  7.4 4895652 61360924 4896157 S 10055680 155648 02:15 00:43:38 ionutba+ java
  66539 1930  7.4 4895652 61360924 4896253 S 10055680 155648 02:17 00:44:07 ionutba+ java
  66539 1933  7.4 4896036 61365020 4896793 S 10055680 155648 02:18 00:44:41 ionutba+ java
  66539 1935  7.4 4896420 61365020 4897301 S 10055680 155648 02:20 00:45:11 ionutba+ java
  66539 1938  7.4 4896420 61365020 4897413 S 10055680 155648 02:21 00:45:38 ionutba+ java
  66539 1940  7.4 4896420 61365020 4897437 S 10055680 155648 02:22 00:46:06 ionutba+ java
  66539 1943  7.4 4866460 61365020 4867529 S 10055680 155648 02:23 00:46:32 ionutba+ java
  66539 1946  7.4 4866460 61365020 4855637 S 10055680 155648 02:24 00:47:01 ionutba+ java
  66539 1950  7.3 4847832 27810588 4848885 S 10055680 155648 02:26 00:47:33 ionutba+ java
  66539 1952  7.4 4886424 61365020 4590854 S 10055680 155648 02:27 00:48:01 ionutba+ java
  66539 1956  7.4 4895780 61365020 4896761 S 10055680 167936 02:28 00:48:31 ionutba+ java
  66539 1957  7.3 4848356 27810588 4849105 S 10055680 172032 02:30 00:49:00 ionutba+ java
  66539 1961  7.3 4848548 27810588 4849153 S 10055680 172032 02:31 00:49:31 ionutba+ java
  66539 1962  7.4 4862564 61365020 4863317 S 10055680 172032 02:32 00:50:00 ionutba+ java
  66539 1964  7.3 4848736 27810588 4849253 S 10055680 172032 02:34 00:50:28 ionutba+ java
  66539 1969  7.4 4862752 61365020 4862837 S 10055680 172032 02:35 00:50:58 ionutba+ java
  66539 1969  7.4 4862752 61365020 4862893 S 10055680 172032 02:36 00:51:25 ionutba+ java
