Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU x86_pk   SEN2   SEN3 TCPU_P iwlwif acpitz INT340
09:40:25   0.0   0.0   0.0 100.0   0.0    1    155    178    0    0    0   4.13    0.00   1.05   0.18   2.90  50.05  50.00  40.05  39.05  50.00  34.00  50.00  20.00
09:40:26   0.0   0.0   0.0 100.0   0.0    1    202    110    0    0    0   2.79    0.00   0.72   0.08   1.99  49.05  50.00  40.05  39.05  49.00  34.00  52.00  20.00
09:40:27   0.2   0.0   0.2  99.6   0.0    2    311    253    4    3    3   4.55    0.00   1.21   0.41   2.93  48.05  48.00  40.05  39.05  48.00  34.00  52.00  20.00
09:40:28  30.9   0.0   2.6  66.5   0.0    9  22287  19875   65    0    0 100.89    0.00  29.71  23.97  47.22  63.05  63.00  40.05  39.05  63.00  34.00  51.00  20.00
09:40:29   8.2   0.0   2.5  89.3   0.0    3  16519   4214    1    0    0  60.24    0.00  17.36  11.60  31.28  53.05  53.00  40.05  39.05  53.00  33.00  51.00  20.00
09:40:30   6.9   0.0   1.6  91.4   0.0    2  31158  12863    0    0    0  55.78    0.00  15.62   9.65  30.51  50.05  50.00  40.05  39.05  50.00  34.00  63.00  20.00
09:40:31   4.2   0.0   0.0  95.8   0.0    2    633    772    0    0    0  37.71    0.00  10.93   5.19  21.58  49.05  49.00  40.05  39.05  49.00  34.00  63.00  20.00
09:40:32   4.2   0.0   0.0  95.7   0.0    2    571    750    0    0    0  38.96    0.00  11.15   5.21  22.60  50.05  50.00  39.05  39.05  50.00  34.00  63.00  20.00
09:40:33   4.2   0.0   0.1  95.7   0.0    2   1357   1214    0    0    0  38.25    0.00  10.97   5.21  22.07  49.05  49.00  39.05  39.05  50.00  33.00  53.00  20.00
09:40:34   4.2   0.0   0.0  95.8   0.0    2    598    753    0    0    0  37.42    0.00  10.82   5.07  21.54  52.05  52.00  39.05  39.05  52.00  33.00  51.00  20.00
09:40:35   4.3   0.0   0.0  95.7   0.0    2    639    768    0    0    0  37.25    0.00  10.75   5.01  21.48  50.05  50.00  39.05  39.05  52.00  34.00  51.00  20.00
09:40:36   4.2   0.0   0.0  95.8   0.0    2    551    731    0    0    0  37.24    0.00  10.77   5.03  21.45  50.05  50.00  39.05  39.05  50.00  34.00  51.00  20.00
09:40:37   4.2   0.0   0.0  95.7   0.0    2    572    752    0    0    0  38.74    0.00  11.08   5.14  22.52  49.05  49.00  40.05  39.05  49.00  34.00  51.00  20.00
09:40:38   4.2   0.0   0.1  95.7   0.0    2   1228   1171    0    0    0  38.12    0.00  10.96   5.20  21.97  49.05  49.00  40.05  39.05  50.00  34.00  51.00  20.00
09:40:39   4.2   0.0   0.0  95.8   0.0    2    702    776    0    0    0  38.81    0.00  11.11   5.16  22.55  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:40:40   4.2   0.0   0.0  95.8   0.0    2    554    738    0    0    0  37.49    0.00  10.84   5.11  21.54  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:40:41   4.2   0.0   0.0  95.8   0.0    2    580    740    0    0    0  37.47    0.00  10.85   5.13  21.49  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:40:42   4.2   0.0   0.0  95.8   0.0    2    558    746    0    0    0  37.62    0.00  10.88   5.15  21.58  49.05  49.00  40.05  39.05  50.00  34.00  51.00  20.00
09:40:43   4.2   0.0   0.0  95.8   0.0    2    699    809    0    0    0  37.88    0.00  10.94   5.21  21.73  49.05  49.00  40.05  39.05  49.00  33.00  51.00  20.00
09:40:44   4.2   0.0   0.1  95.7   0.0    2   1394   1233    0    0    0  38.14    0.00  10.92   5.19  22.03  50.05  50.00  40.05  39.05  52.00  34.00  51.00  20.00
09:40:45   4.2   0.0   0.0  95.8   0.0    2    612    733    0    0    0  38.20    0.00  10.94   5.02  22.23  52.05  52.00  40.05  39.05  52.00  33.00  51.00  20.00
09:40:46   4.2   0.0   0.0  95.8   0.0    2    542    742    0    0    0  37.23    0.00  10.75   5.03  21.45  50.05  50.00  40.05  39.05  52.00  34.00  51.00  20.00
09:40:47   4.2   0.0   0.0  95.8   0.0    2    604    749    0    0    0  37.35    0.00  10.80   5.06  21.49  50.05  50.00  40.05  39.05  50.00  33.00  51.00  20.00
09:40:48   4.2   0.0   0.0  95.8   0.0    2    573    718    0    0    0  37.84    0.00  10.93   5.19  21.72  50.05  50.00  40.05  39.05  50.00  33.00  51.00  20.00
09:40:49   4.2   0.0   0.0  95.7   0.0    2   1497   1270    0    0    0  38.30    0.00  10.96   5.22  22.12  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:40:50   4.2   0.0   0.0  95.8   0.0    2    719    840    0    0    0  39.98    0.00  11.14   5.33  23.51  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:40:51   4.2   0.0   0.0  95.8   0.0    2    606    759    0    0    0  39.49    0.00  10.92   5.13  23.44  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:40:52   4.2   0.0   0.0  95.8   0.0    2    530    720    0    0    0  39.48    0.00  10.92   5.13  23.43  50.05  50.00  40.05  39.05  50.00  33.00  51.00  20.00
09:40:53   4.2   0.0   0.0  95.8   0.0    2    576    709    0    0    0  38.84    0.00  10.96   5.18  22.69  50.05  50.00  40.05  39.05  49.00  34.00  51.00  20.00
09:40:54   4.2   0.0   0.0  95.8   0.0    2    621    767    0    0    0  39.04    0.00  11.15   5.19  22.70  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:40:55   4.3   0.0   0.0  95.6   0.0    2   1505   1285    0    0    0  38.35    0.00  10.99   5.23  22.13  52.05  52.00  40.05  39.05  52.00  34.00  51.00  20.00
09:40:56   4.2   0.0   0.0  95.8   0.0    2    536    723    0    0    0  37.26    0.00  10.78   5.04  21.44  52.05  52.00  40.05  39.05  52.00  33.00  51.00  20.00
09:40:57   4.2   0.0   0.0  95.8   0.0    2    574    716    0    0    0  37.31    0.00  10.79   5.04  21.49  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:40:58   4.2   0.0   0.0  95.8   0.0    2    554    757    0    0    0  37.42    0.00  10.82   5.07  21.53  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:40:59   4.2   0.0   0.0  95.7   0.0    2    644    752    0    0    0  38.96    0.00  11.15   5.20  22.61  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:41:00   4.2   0.0   0.0  95.7   0.0    2   1471   1272    0    0    0  38.46    0.01  11.01   5.23  22.21  50.05  50.00  40.05  39.05  50.00  33.00  51.00  20.00
09:41:01   4.2   0.0   0.0  95.8   0.0    2    582    675    0    0    0  37.68    0.00  10.91   5.16  21.62  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:41:02   4.2   0.0   0.0  95.8   0.0    2    550    745    0    0    0  37.59    0.00  10.88   5.14  21.57  50.05  50.00  40.05  39.05  50.00  33.00  51.00  20.00
09:41:03   4.2   0.0   0.0  95.7   0.0    2    616    765    0    0    0  37.57    0.00  10.87   5.14  21.56  50.05  50.00  40.05  39.05  49.00  33.00  51.00  20.00
09:41:04   4.2   0.0   0.0  95.8   0.0    2    532    702    0    0    0  37.85    0.00  10.95   5.19  21.71  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
09:41:05   4.2   0.0   0.0  95.8   0.0    2    638    754    0    0    0  37.92    0.00  10.96   5.20  21.77  50.05  50.00  40.05  39.05  50.00  33.00  51.00  20.00
09:41:06   4.3   0.0   0.0  95.7   0.0    2   1428   1279    0    0    0  39.29    0.00  11.15   5.20  22.94  50.05  50.00  40.05  39.05  50.00  34.00  51.00  20.00
