          Category;                      Type;  Run Identifier;  Sample Identifier;         Score;  Score Metric
      native-image;             override_fist;             pgo;                 20;        98.460;  Power (Watt)
      native-image;             override_fist;             pgo;                 21;       103.990;  Power (Watt)
      native-image;             override_fist;             pgo;                 22;       101.900;  Power (Watt)
      native-image;             override_fist;             pgo;                 23;       101.750;  Power (Watt)
      native-image;             override_fist;             pgo;                 24;       101.530;  Power (Watt)
      native-image;             override_fist;             pgo;                 25;       101.920;  Power (Watt)
      native-image;             override_fist;             pgo;                 26;        94.550;  Power (Watt)
      native-image;             override_fist;             pgo;                 27;       103.470;  Power (Watt)
      native-image;             override_fist;             pgo;                 28;       102.580;  Power (Watt)
      native-image;             override_fist;             pgo;                 29;        79.370;  Power (Watt)
      native-image;             override_fist;             pgo;                 30;        63.260;  Power (Watt)
      native-image;             override_fist;             pgo;                 31;         4.140;  Power (Watt)
      native-image;             override_fist;             pgo;                 32;         2.120;  Power (Watt)
      native-image;             override_fist;             pgo;                 33;         2.590;  Power (Watt)
      native-image;             override_fist;             pgo;                 34;        91.580;  Power (Watt)
      native-image;             override_fist;             pgo;                 35;       107.020;  Power (Watt)
      native-image;             override_fist;             pgo;                 36;        77.560;  Power (Watt)
      native-image;             override_fist;             pgo;                 37;        95.480;  Power (Watt)
      native-image;             override_fist;             pgo;                 38;        75.530;  Power (Watt)
      native-image;             override_fist;             pgo;                 39;        87.490;  Power (Watt)
      native-image;             override_fist;             pgo;                 40;       119.500;  Power (Watt)
      native-image;             override_fist;             pgo;                 41;       102.060;  Power (Watt)
      native-image;             override_fist;             pgo;                 42;       101.490;  Power (Watt)
      native-image;             override_fist;             pgo;                 43;       100.870;  Power (Watt)
      native-image;             override_fist;             pgo;                 44;       102.330;  Power (Watt)
      native-image;             override_fist;             pgo;                 45;        97.980;  Power (Watt)
      native-image;             override_fist;             pgo;                 46;       105.730;  Power (Watt)
      native-image;             override_fist;             pgo;                 47;       106.850;  Power (Watt)
      native-image;             override_fist;             pgo;                 48;       101.930;  Power (Watt)
      native-image;             override_fist;             pgo;                 49;       101.560;  Power (Watt)
      native-image;             override_fist;             pgo;                 50;       102.280;  Power (Watt)
      native-image;             override_fist;             pgo;                 51;       102.880;  Power (Watt)
      native-image;             override_fist;             pgo;                 52;        99.170;  Power (Watt)
      native-image;             override_fist;             pgo;                 53;       106.830;  Power (Watt)
      native-image;             override_fist;             pgo;                 54;       102.880;  Power (Watt)
      native-image;             override_fist;             pgo;                 55;       102.320;  Power (Watt)
      native-image;             override_fist;             pgo;                 56;       100.950;  Power (Watt)
      native-image;             override_fist;             pgo;                 57;       101.240;  Power (Watt)
      native-image;             override_fist;             pgo;                 58;       101.050;  Power (Watt)
      native-image;             override_fist;             pgo;                 59;       101.290;  Power (Watt)
      native-image;             override_fist;             pgo;                 60;       100.870;  Power (Watt)
      native-image;             override_fist;             pgo;                 61;       100.920;  Power (Watt)
      native-image;             override_fist;             pgo;                 62;       102.150;  Power (Watt)
      native-image;             override_fist;             pgo;                 63;       103.320;  Power (Watt)
      native-image;             override_fist;             pgo;                 64;       103.290;  Power (Watt)
      native-image;             override_fist;             pgo;                 65;       103.900;  Power (Watt)
      native-image;             override_fist;             pgo;                 66;       103.850;  Power (Watt)
      native-image;             override_fist;             pgo;                 67;        95.390;  Power (Watt)
      native-image;             override_fist;             pgo;                 68;       104.200;  Power (Watt)
      native-image;             override_fist;             pgo;                 69;       103.820;  Power (Watt)
      native-image;             override_fist;             pgo;                 70;       100.670;  Power (Watt)
      native-image;             override_fist;             pgo;                 71;       103.270;  Power (Watt)
      native-image;             override_fist;             pgo;                 72;        88.060;  Power (Watt)
      native-image;             override_fist;             pgo;                 73;       100.050;  Power (Watt)
      native-image;             override_fist;             pgo;                 74;        86.260;  Power (Watt)
      native-image;             override_fist;             pgo;                 75;        64.950;  Power (Watt)
      native-image;             override_fist;             pgo;                 76;        85.050;  Power (Watt)
      native-image;             override_fist;             pgo;                 77;        63.040;  Power (Watt)
      native-image;             override_fist;             pgo;                 78;        52.680;  Power (Watt)
      native-image;             override_fist;             pgo;                 79;        59.370;  Power (Watt)
openjdk-hotspot-vm;                    lambda;         default;                  1;         4.680;  Power (Watt)
openjdk-hotspot-vm;                    lambda;         default;                  2;         1.890;  Power (Watt)
openjdk-hotspot-vm;                    lambda;         default;                  3;         4.140;  Power (Watt)
openjdk-hotspot-vm;                    lambda;         default;                  4;       108.560;  Power (Watt)
    oracle-graalvm;             override_fist;         default;                  1;         4.990;  Power (Watt)
    oracle-graalvm;             override_fist;         default;                  2;         2.200;  Power (Watt)
    oracle-graalvm;             override_fist;         default;                  3;         2.810;  Power (Watt)
    oracle-graalvm;             override_fist;         default;                  4;        97.820;  Power (Watt)
        graalvm-ce;                       new;         default;                  1;         4.770;  Power (Watt)
        graalvm-ce;                       new;         default;                  2;         2.360;  Power (Watt)
        graalvm-ce;                       new;         default;                  3;         3.370;  Power (Watt)
        graalvm-ce;                       new;         default;                  4;        94.110;  Power (Watt)
        graalvm-ce;                       new;         default;                  5;        86.370;  Power (Watt)
 eclipse-openj9-vm;                     const;         default;                  1;         4.950;  Power (Watt)
 eclipse-openj9-vm;                     const;         default;                  2;         2.470;  Power (Watt)
 eclipse-openj9-vm;                     const;         default;                  3;         3.470;  Power (Watt)
 eclipse-openj9-vm;                     const;         default;                  4;        50.910;  Power (Watt)
 eclipse-openj9-vm;                     const;         default;                  5;        57.500;  Power (Watt)
 eclipse-openj9-vm;                     const;         default;                  6;        61.000;  Power (Watt)
 eclipse-openj9-vm;             override_fist;         default;                  1;         5.280;  Power (Watt)
 eclipse-openj9-vm;             override_fist;         default;                  2;         3.170;  Power (Watt)
 eclipse-openj9-vm;             override_fist;         default;                  3;         3.710;  Power (Watt)
 eclipse-openj9-vm;             override_fist;         default;                  4;        51.460;  Power (Watt)
 eclipse-openj9-vm;             override_fist;         default;                  5;        58.290;  Power (Watt)
 eclipse-openj9-vm;             override_fist;         default;                  6;        61.790;  Power (Watt)
      native-image;                    lambda;         default;                  1;         5.350;  Power (Watt)
      native-image;                    lambda;         default;                  2;         2.080;  Power (Watt)
      native-image;                    lambda;         default;                  3;         5.300;  Power (Watt)
      native-image;                    lambda;         default;                  4;        78.200;  Power (Watt)
      native-image;                    lambda;         default;                  5;        73.720;  Power (Watt)
      native-image;                    lambda;         default;                  6;        75.620;  Power (Watt)
      native-image;                    lambda;         default;                  7;       100.150;  Power (Watt)
      native-image;                    lambda;         default;                  8;        84.200;  Power (Watt)
      native-image;                    lambda;         default;                  9;       114.580;  Power (Watt)
      native-image;                    lambda;         default;                 10;       101.440;  Power (Watt)
      native-image;                    lambda;         default;                 11;       101.380;  Power (Watt)
      native-image;                    lambda;         default;                 12;       102.890;  Power (Watt)
      native-image;                    lambda;         default;                 13;       101.080;  Power (Watt)
      native-image;                    lambda;         default;                 14;        87.320;  Power (Watt)
      native-image;                    lambda;         default;                 15;        90.260;  Power (Watt)
      native-image;                    lambda;         default;                 16;       100.580;  Power (Watt)
      native-image;                    lambda;         default;                 17;       110.180;  Power (Watt)
      native-image;                    lambda;         default;                 18;       104.570;  Power (Watt)
      native-image;                    lambda;         default;                 19;        98.790;  Power (Watt)
      native-image;                    lambda;         default;                 20;       102.700;  Power (Watt)
      native-image;                    lambda;         default;                 21;       101.600;  Power (Watt)
      native-image;                    lambda;         default;                 22;        95.850;  Power (Watt)
      native-image;                    lambda;         default;                 23;       105.380;  Power (Watt)
      native-image;                    lambda;         default;                 24;       100.730;  Power (Watt)
      native-image;                    lambda;         default;                 25;       100.810;  Power (Watt)
      native-image;                    lambda;         default;                 26;       100.990;  Power (Watt)
      native-image;                    lambda;         default;                 27;       102.210;  Power (Watt)
      native-image;                    lambda;         default;                 28;       102.780;  Power (Watt)
      native-image;                    lambda;         default;                 29;       102.510;  Power (Watt)
      native-image;                    lambda;         default;                 30;       101.750;  Power (Watt)
      native-image;                    lambda;         default;                 31;       100.800;  Power (Watt)
      native-image;                    lambda;         default;                 32;       100.800;  Power (Watt)
      native-image;                    lambda;         default;                 33;        87.340;  Power (Watt)
      native-image;                    lambda;         default;                 34;        81.890;  Power (Watt)
      native-image;                    lambda;         default;                 35;        71.250;  Power (Watt)
      native-image;                    lambda;         default;                 36;        65.520;  Power (Watt)
      native-image;                       new;         default;                  1;         4.330;  Power (Watt)
      native-image;                       new;         default;                  2;         3.570;  Power (Watt)
      native-image;                       new;         default;                  3;         3.260;  Power (Watt)
      native-image;                       new;         default;                  4;        83.080;  Power (Watt)
      native-image;                       new;         default;                  5;        85.310;  Power (Watt)
      native-image;                       new;         default;                  6;        97.920;  Power (Watt)
      native-image;                       new;         default;                  7;       106.160;  Power (Watt)
      native-image;                       new;         default;                  8;        88.200;  Power (Watt)
      native-image;                       new;         default;                  9;       114.970;  Power (Watt)
      native-image;                       new;         default;                 10;       101.270;  Power (Watt)
      native-image;                       new;         default;                 11;       102.690;  Power (Watt)
      native-image;                       new;         default;                 12;       101.410;  Power (Watt)
      native-image;                       new;         default;                 13;       100.450;  Power (Watt)
      native-image;                       new;         default;                 14;        96.970;  Power (Watt)
      native-image;                       new;         default;                 15;       110.190;  Power (Watt)
      native-image;                       new;         default;                 16;       103.790;  Power (Watt)
      native-image;                       new;         default;                 17;       102.350;  Power (Watt)
      native-image;                       new;         default;                 18;       100.580;  Power (Watt)
      native-image;                       new;         default;                 19;       101.160;  Power (Watt)
      native-image;                       new;         default;                 20;       103.590;  Power (Watt)
      native-image;                       new;         default;                 21;       101.050;  Power (Watt)
      native-image;                       new;         default;                 22;       102.360;  Power (Watt)
      native-image;                       new;         default;                 23;       102.870;  Power (Watt)
      native-image;                       new;         default;                 24;       103.290;  Power (Watt)
      native-image;                       new;         default;                 25;       101.940;  Power (Watt)
      native-image;                       new;         default;                 26;       100.920;  Power (Watt)
      native-image;                       new;         default;                 27;       101.090;  Power (Watt)
      native-image;                       new;         default;                 28;       100.390;  Power (Watt)
      native-image;                       new;         default;                 29;       101.130;  Power (Watt)
      native-image;                       new;         default;                 30;       101.690;  Power (Watt)
      native-image;                       new;         default;                 31;       100.930;  Power (Watt)
      native-image;                       new;         default;                 32;       101.360;  Power (Watt)
      native-image;                       new;         default;                 33;        96.630;  Power (Watt)
      native-image;                       new;         default;                 34;       104.300;  Power (Watt)
