          Category;                      Type;  Run Identifier;  Sample Identifier;         Score;  Score Metric
      native-image;      guarded_parametrized;         default;                 28;       106.560;  Power (Watt)
      native-image;      guarded_parametrized;         default;                 29;       106.000;  Power (Watt)
      native-image;      guarded_parametrized;         default;                 30;       106.810;  Power (Watt)
      native-image;      guarded_parametrized;         default;                 31;       108.560;  Power (Watt)
      native-image;      guarded_parametrized;         default;                 32;        97.610;  Power (Watt)
      native-image;      guarded_parametrized;         default;                 33;       105.600;  Power (Watt)
      native-image;      guarded_parametrized;         default;                 34;        99.470;  Power (Watt)
      native-image;      guarded_parametrized;         default;                 35;        98.760;  Power (Watt)
      native-image;      guarded_parametrized;         default;                 36;        92.120;  Power (Watt)
openjdk-hotspot-vm;    guarded_unparametrized;         default;                  1;        34.300;  Power (Watt)
openjdk-hotspot-vm;    guarded_unparametrized;         default;                  2;        47.160;  Power (Watt)
openjdk-hotspot-vm;    guarded_unparametrized;         default;                  3;        38.860;  Power (Watt)
openjdk-hotspot-vm;    guarded_unparametrized;         default;                  4;       113.800;  Power (Watt)
 eclipse-openj9-vm;  unguarded_unparametrized;         default;                  1;        16.680;  Power (Watt)
 eclipse-openj9-vm;  unguarded_unparametrized;         default;                  2;        13.320;  Power (Watt)
 eclipse-openj9-vm;  unguarded_unparametrized;         default;                  3;        13.660;  Power (Watt)
 eclipse-openj9-vm;  unguarded_unparametrized;         default;                  4;        52.390;  Power (Watt)
 eclipse-openj9-vm;  unguarded_unparametrized;         default;                  5;        64.030;  Power (Watt)
 eclipse-openj9-vm;  unguarded_unparametrized;         default;                  6;        70.120;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                  1;        19.580;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                  2;        19.520;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                  3;        20.820;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                  4;        76.650;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                  5;        81.610;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                  6;        93.400;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                  7;       107.300;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                  8;        90.750;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                  9;       117.690;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 10;       107.330;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 11;       108.270;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 12;       107.300;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 13;       104.000;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 14;        97.860;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 15;       105.570;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 16;       107.180;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 17;       114.700;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 18;       109.100;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 19;        99.940;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 20;       108.090;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 21;       105.040;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 22;       103.760;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 23;       106.500;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 24;       106.840;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 25;       103.820;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 26;       104.480;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 27;       105.330;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 28;       106.910;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 29;       109.080;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 30;       108.490;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 31;       103.440;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 32;       104.460;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 33;       103.480;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 34;        98.490;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 35;       103.750;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 36;        83.420;  Power (Watt)
      native-image;    guarded_unparametrized;         default;                 37;        77.280;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                  1;        17.880;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                  2;        18.620;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                  3;        16.870;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                  4;        89.070;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                  5;       111.190;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                  6;        70.220;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                  7;       100.060;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                  8;       100.770;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                  9;       115.640;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 10;       105.030;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 11;       104.630;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 12;       106.870;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 13;       101.850;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 14;        95.280;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 15;       102.720;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 16;       107.660;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 17;       115.610;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 18;       108.360;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 19;       102.500;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 20;       103.690;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 21;       107.580;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 22;       105.620;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 23;       104.490;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 24;       106.880;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 25;       105.360;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 26;       107.180;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 27;       106.890;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 28;       105.690;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 29;       107.000;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 30;       107.620;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 31;       110.290;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 32;       109.160;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 33;       102.610;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 34;        92.440;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 35;        89.240;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 36;        86.060;  Power (Watt)
      native-image;  unguarded_unparametrized;         default;                 37;        68.770;  Power (Watt)
     azul-prime-vm;      guarded_parametrized;         default;                  1;        14.470;  Power (Watt)
     azul-prime-vm;      guarded_parametrized;         default;                  2;        14.990;  Power (Watt)
     azul-prime-vm;      guarded_parametrized;         default;                  3;        15.450;  Power (Watt)
     azul-prime-vm;      guarded_parametrized;         default;                  4;       108.620;  Power (Watt)
     azul-prime-vm;      guarded_parametrized;         default;                  5;       110.050;  Power (Watt)
     azul-prime-vm;      guarded_parametrized;         default;                  6;       103.540;  Power (Watt)
     azul-prime-vm;      guarded_parametrized;         default;                  7;       109.330;  Power (Watt)
     azul-prime-vm;      guarded_parametrized;         default;                  8;       104.570;  Power (Watt)
     azul-prime-vm;      guarded_parametrized;         default;                  9;       107.470;  Power (Watt)
     azul-prime-vm;      guarded_parametrized;         default;                 10;       102.570;  Power (Watt)
    oracle-graalvm;  unguarded_unparametrized;         default;                  1;        14.780;  Power (Watt)
    oracle-graalvm;  unguarded_unparametrized;         default;                  2;        13.460;  Power (Watt)
    oracle-graalvm;  unguarded_unparametrized;         default;                  3;        13.980;  Power (Watt)
    oracle-graalvm;  unguarded_unparametrized;         default;                  4;        79.200;  Power (Watt)
    oracle-graalvm;  unguarded_unparametrized;         default;                  5;        87.120;  Power (Watt)
      native-image;                    lambda;         default;                  1;        22.880;  Power (Watt)
      native-image;                    lambda;         default;                  2;        27.300;  Power (Watt)
      native-image;                    lambda;         default;                  3;        21.380;  Power (Watt)
      native-image;                    lambda;         default;                  4;        78.620;  Power (Watt)
      native-image;                    lambda;         default;                  5;        86.050;  Power (Watt)
      native-image;                    lambda;         default;                  6;        87.640;  Power (Watt)
      native-image;                    lambda;         default;                  7;        82.710;  Power (Watt)
      native-image;                    lambda;         default;                  8;       111.850;  Power (Watt)
      native-image;                    lambda;         default;                  9;        94.420;  Power (Watt)
      native-image;                    lambda;         default;                 10;       124.870;  Power (Watt)
      native-image;                    lambda;         default;                 11;       110.220;  Power (Watt)
      native-image;                    lambda;         default;                 12;       105.450;  Power (Watt)
      native-image;                    lambda;         default;                 13;       108.830;  Power (Watt)
      native-image;                    lambda;         default;                 14;       108.410;  Power (Watt)
      native-image;                    lambda;         default;                 15;       106.410;  Power (Watt)
      native-image;                    lambda;         default;                 16;       103.020;  Power (Watt)
      native-image;                    lambda;         default;                 17;       115.060;  Power (Watt)
      native-image;                    lambda;         default;                 18;       107.420;  Power (Watt)
      native-image;                    lambda;         default;                 19;       105.100;  Power (Watt)
      native-image;                    lambda;         default;                 20;       103.370;  Power (Watt)
      native-image;                    lambda;         default;                 21;       111.670;  Power (Watt)
      native-image;                    lambda;         default;                 22;       105.670;  Power (Watt)
      native-image;                    lambda;         default;                 23;       103.450;  Power (Watt)
      native-image;                    lambda;         default;                 24;       107.430;  Power (Watt)
      native-image;                    lambda;         default;                 25;       105.680;  Power (Watt)
      native-image;                    lambda;         default;                 26;       105.920;  Power (Watt)
      native-image;                    lambda;         default;                 27;       105.690;  Power (Watt)
      native-image;                    lambda;         default;                 28;       105.890;  Power (Watt)
      native-image;                    lambda;         default;                 29;       106.190;  Power (Watt)
      native-image;                    lambda;         default;                 30;       106.690;  Power (Watt)
      native-image;                    lambda;         default;                 31;       107.660;  Power (Watt)
      native-image;                    lambda;         default;                 32;       105.990;  Power (Watt)
      native-image;                    lambda;         default;                 33;       102.840;  Power (Watt)
      native-image;                    lambda;         default;                 34;       104.110;  Power (Watt)
      native-image;                    lambda;         default;                 35;        95.980;  Power (Watt)
      native-image;                    lambda;         default;                 36;        96.950;  Power (Watt)
      native-image;                    lambda;         default;                 37;        94.910;  Power (Watt)
      native-image;                    lambda;         default;                 38;        60.960;  Power (Watt)
     azul-prime-vm;    unguarded_parametrized;         default;                  1;        16.960;  Power (Watt)
     azul-prime-vm;    unguarded_parametrized;         default;                  2;        13.150;  Power (Watt)
     azul-prime-vm;    unguarded_parametrized;         default;                  3;        13.930;  Power (Watt)
     azul-prime-vm;    unguarded_parametrized;         default;                  4;       110.520;  Power (Watt)
     azul-prime-vm;    unguarded_parametrized;         default;                  5;       105.580;  Power (Watt)
     azul-prime-vm;    unguarded_parametrized;         default;                  6;       105.960;  Power (Watt)
     azul-prime-vm;    unguarded_parametrized;         default;                  7;       107.310;  Power (Watt)
     azul-prime-vm;    unguarded_parametrized;         default;                  8;       104.940;  Power (Watt)
     azul-prime-vm;    unguarded_parametrized;         default;                  9;        94.290;  Power (Watt)
        graalvm-ce;      guarded_parametrized;         default;                  1;        16.840;  Power (Watt)
        graalvm-ce;      guarded_parametrized;         default;                  2;        14.550;  Power (Watt)
        graalvm-ce;      guarded_parametrized;         default;                  3;        14.020;  Power (Watt)
        graalvm-ce;      guarded_parametrized;         default;                  4;        70.490;  Power (Watt)
        graalvm-ce;      guarded_parametrized;         default;                  5;       107.860;  Power (Watt)
