Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU iwlwif INT340   SEN3 TCPU_P x86_pk acpitz   SEN2
19:19:53   0.0   0.0   0.0 100.0   0.0    1    199    219    0    0    0  16.56    0.00   3.77   0.10  12.69  47.05  20.00  38.05  47.00  47.00  49.00  37.05   0.00
19:19:54   0.0   0.0   0.0  99.9   0.0    1    239    133    0    0    1  16.20    0.00   3.66   0.05  12.48  47.05  20.00  38.05  47.00  47.00  48.00  37.05   0.00
19:19:55   0.0   0.0   0.2  99.7   0.1    2    363    201   10    4    5  16.79    0.00   3.81   0.14  12.84  47.05  20.00  38.05  47.00  47.00  48.00  37.05   0.00
19:19:56  10.8   0.0   0.8  88.3   0.1    4  17013   3838   33    0    0  45.83    0.00  11.33   4.88  29.61  48.05  20.00  38.05  48.00  48.00  48.00  37.05   0.00
19:19:57  11.4   0.0   0.8  87.7   0.1    1   9568   2428   13    0    1  42.79    0.00  10.68   4.15  27.97  48.05  20.00  38.05  48.00  48.00  48.00  37.05   0.00
19:19:58   4.8   0.0   0.2  94.9   0.0    2   4856   1141   27    2    3  28.85    0.00   6.86   1.63  20.36  47.05  20.00  38.05  47.00  47.00  48.00  37.05   0.00
19:19:59   3.3   0.0   0.5  96.1   0.1    1   3808   1305    8    7    8  29.13    0.00   6.95   1.67  20.51  47.05  20.00  38.05  47.00  47.00  49.00  37.05   0.00
19:20:00   0.1   0.0   0.3  99.6   0.0    1    393    295    3    3    3  17.97    0.00   4.13   0.22  13.62  47.05  20.00  38.05  47.00  47.00  49.00  37.05   0.00
19:20:01   0.0   0.0   0.4  99.5   0.0    1    326    295    3    3    3  18.63    0.00   4.23   0.20  14.20  47.05  20.00  38.05  47.00  47.00  48.00  37.05   0.00
19:20:02   0.2   0.0   0.4  99.4   0.0    1    410    375    5    5    5  18.85    0.00   4.35   0.30  14.21  47.05  20.00  38.05  47.00  47.00  48.00  37.05   0.00
