Running for 86400.0 seconds (86400 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts  uncore  pkg-0   core   psys   TCPU iwlwif INT340   SEN3 TCPU_P x86_pk acpitz   SEN2
13:24:15   0.0   0.0   0.0 100.0   0.0    2    230    317    0    0    0   9.33    0.00   2.13   0.16   7.04  48.05  20.00  39.05  48.00  48.00  48.00  39.05   0.00
13:24:16   0.0   0.0   0.0 100.0   0.0    2    253    144    0    0    0   7.21    0.00   1.61   0.06   5.54  48.05  20.00  39.05  47.00  47.00  48.00  39.05   0.00
13:24:17   0.1   0.0   0.1  99.8   0.0    2    416    209   13    5   11   9.35    0.00   2.13   0.17   7.05  48.05  20.00  39.05  48.00  48.00  49.00  39.05   0.00
13:24:18  17.7   0.0   0.8  81.1   0.4    5  42145   6635   39    0    8 111.88    0.00  31.24  24.35  56.30  66.05  20.00  39.05  66.00  66.00  49.00  39.05   0.00
13:24:19  17.9   0.0   0.9  80.7   0.5    6  35676   6468    7    0    1 109.61    0.00  30.04  22.41  57.16  68.05  20.00  39.05  68.00  68.00  49.00  39.05   0.00
13:24:20  22.9   0.0   0.9  75.8   0.5    5  43419   7092   51    0    0 111.93    0.00  30.55  22.75  58.63  68.05  20.00  39.05  68.00  68.00  49.00  39.05   0.00
13:24:21  23.4   0.0   1.1  75.2   0.3    4  57973   7414   30    0    0 106.59    0.00  29.10  21.40  56.10  61.05  20.00  39.05  61.00  61.00  68.00  39.05   0.00
13:24:22   8.0   0.0   1.6  90.3   0.1    6  15747   4114   73   10   48  60.88    0.00  16.02   9.93  34.93  55.05  20.00  39.05  55.00  55.00  68.00  39.05   0.00
13:24:23  49.8   0.0   1.7  48.5   0.0   34  40022  10767   51    0    0  97.45    0.00  27.91  22.10  47.43  56.05  20.00  39.05  56.00  56.00  68.00  39.05   0.00
13:24:24  51.2   0.0   2.4  46.3   0.1   12  35645  17623    0    0    1 103.32    0.00  29.35  22.71  51.26  66.05  20.00  39.05  66.00  66.00  61.00  39.05   0.00
13:24:25  35.0   0.0   1.8  63.1   0.1    2 100224  22196    0    0    9  93.10    0.00  26.22  19.83  47.04  55.05  20.00  39.05  55.00  55.00  56.00  39.05   0.00
13:24:26  12.6   0.0   0.3  87.1   0.0    6  12333   2440    2    2    1  67.74    0.00  18.48  12.79  36.47  65.05  20.00  39.05  63.00  63.00  56.00  39.05   0.00
13:24:27   9.9   0.0   1.1  89.0   0.0    8  14366   4635   80  104   83  65.14    0.00  17.04  10.19  37.90  63.05  20.00  39.05  62.00  62.00  59.00  39.05   0.00
13:24:28  18.7   0.0   0.5  80.8   0.0    5  18739   3275    2    0    2  78.71    0.00  21.39  15.34  41.98  65.05  20.00  39.05  65.00  65.00  59.00  39.05   0.00
13:24:29  66.7   0.0   1.9  31.4   0.1   21  81805  18015   19    0    0 124.62    0.00  36.24  29.64  58.74  56.05  20.00  39.05  56.00  56.00  60.00  39.05   0.00
13:24:30  78.9   0.0   1.2  19.8   0.0   20  19925   7903    0    0    0 107.59    0.00  29.92  22.45  55.22  56.05  20.00  39.05  56.00  56.00  60.00  39.05   0.00
13:24:31  78.4   0.0   1.5  20.1   0.0   19  14763   7026    0    0    0 104.74    0.00  29.76  22.67  52.31  58.05  20.00  39.05  58.00  58.00  58.00  39.05   0.00
13:24:32  75.5   0.0   1.4  23.2   0.0   19  36262   9199    0    0    2 105.53    0.00  30.29  23.55  51.69  58.05  20.00  39.05  58.00  58.00  58.00  39.05   0.00
13:24:33  66.7   0.0   1.1  32.2   0.0   12  34228   8349    0    0    0 102.02    0.00  28.93  22.16  50.94  58.05  20.00  39.05  58.00  58.00  58.00  39.05   0.00
13:24:34  59.3   0.0   2.6  38.1   0.0   19  24650   7665    0    0    0 106.94    0.00  30.56  23.97  52.40  55.05  20.00  39.05  55.00  55.00  59.00  39.05   0.00
13:24:35  77.6   0.0   0.7  21.7   0.0   20  13098   7059    0    0    0 104.61    0.00  29.87  22.97  51.78  60.05  20.00  39.05  60.00  60.00  59.00  39.05   0.00
13:24:36  77.1   0.0   1.6  21.4   0.0   18  30153  11259    0    0    0 106.89    0.00  30.68  23.91  52.29  58.05  20.00  39.05  58.00  58.00  59.00  39.05   0.00
13:24:37  65.5   0.0   1.0  33.4   0.0   21  11782  45400    0    0    3 103.93    0.00  29.87  23.40  50.66  60.05  20.00  39.05  60.00  60.00  60.00  39.05   0.00
13:24:38  75.1   0.0   0.8  24.1   0.0   20  20409   8112    0    0    0 106.06    0.00  30.31  23.53  52.21  58.05  20.00  39.05  58.00  58.00  60.00  40.05   0.00
13:24:39  71.3   0.0   3.1  25.6   0.0   19  10771 206421    0    0    0 103.28    0.00  29.52  22.73  51.04  60.05  20.00  39.05  60.00  60.00  58.00  40.05   0.00
13:24:40  73.2   0.0   0.3  26.6   0.0   20   9927   6164    0    0    2 104.84    0.00  30.07  23.16  51.61  63.05  20.00  39.05  61.00  61.00  58.00  40.05   0.00
13:24:41  69.7   0.0   1.0  29.3   0.0   20  18519   7761    0    0    0 105.64    0.00  30.07  23.00  52.56  58.05  20.00  39.05  58.00  58.00  61.00  40.05   0.00
13:24:42  72.1   0.0   5.6  22.3   0.0   20 196039  50537    0    0    1 104.96    0.00  30.06  23.37  51.52  58.05  20.00  39.05  59.00  59.00  61.00  40.05   0.00
13:24:43  74.6   0.0   2.8  22.6   0.0   20  68172  20197    0    0    0 105.08    0.00  30.07  23.38  51.63  60.05  20.00  39.05  60.00  60.00  61.00  40.05   0.00
13:24:44  77.0   0.0   2.0  20.9   0.0   20  46136  13806    0    0    0 104.61    0.00  29.83  22.84  51.94  58.05  20.00  39.05  58.00  58.00  59.00  40.05   0.00
13:24:45  64.5   0.0   4.5  31.0   0.0   18 120044  29359    0    0    0 104.33    0.00  29.76  23.05  51.52  62.05  20.00  39.05  62.00  62.00  61.00  40.05   0.00
13:24:46  68.2   0.0   8.5  23.4   0.0   24 324896  81253    0    0    0 104.79    0.00  30.01  23.27  51.50  60.05  20.00  39.05  60.00  60.00  61.00  40.05   0.00
13:24:47  63.8   0.0   3.1  33.1   0.0    2  62003  87841    0    0    0  99.84    0.00  28.48  22.02  49.34  56.05  20.00  39.05  56.00  56.00  62.00  40.05   0.00
13:24:48  63.5   0.0  12.8  23.6   0.0   20 471523 120030    0    0    1 108.24    0.00  30.98  24.10  53.17  60.05  20.00  39.05  60.00  60.00  62.00  40.05   0.00
13:24:49  65.9   0.0   7.6  26.5   0.0   18 254124  64931    0    0    0 103.63    0.00  29.60  22.86  51.17  61.05  20.00  39.05  61.00  61.00  62.00  40.05   0.00
13:24:50  58.0   0.0  17.1  25.0   0.0   19 546870 135237    0    0    1 104.44    0.00  29.84  23.16  51.44  64.05  20.00  39.05  62.00  62.00  62.00  40.05   0.00
